"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",24,"Clifton Abraham",26,"",1,0,184,"5-9","Florida St.","12/9/1971","2",0,"Tampa Bay Buccaneers / 5th / 143rd pick / 1995"
"2",54,"Carlton Bailey",33,"",8,0,242,"6-3","North Carolina","12/15/1964","9",1,"Buffalo Bills / 9th / 235th pick / 1988"
"3",53,"Myron Baker",26,"",2,0,232,"6-1","Louisiana Tech","1/6/1971","4",0,"Chicago Bears / 4th / 100th pick / 1993"
"4",56,"Micheal Barrow",27,"LOLB",16,16,245,"6-2","Miami (FL)","4/19/1970","4",9,"Houston Oilers / 2nd / 47th pick / 1993"
"5",82,"Michael Bates*",28,"KR",16,0,189,"5-10","Arizona","12/19/1969","4",0,"Seattle Seahawks / 6th / 150th pick / 1992"
"6",7,"Steve Beuerlein",32,"qb",7,3,220,"6-3","Notre Dame","3/7/1965","9",4,"Los Angeles Raiders / 4th / 110th pick / 1987"
"7",21,"Tim Biakabutuka",23,"rb",8,2,215,"6-0","Michigan","1/24/1974","1",2,"Carolina Panthers / 1st / 8th pick / 1996"
"8",78,"Blake Brockermeyer",24,"LT",16,13,295,"6-4","Texas","4/11/1973","2",6,"Carolina Panthers / 1st / 29th pick / 1995"
"9",66,"Matt Campbell",25,"LG",16,14,284,"6-4","South Carolina","7/14/1972","2",6,""
"10",83,"Mark Carrier",32,"WR",9,6,186,"6-0","Nicholls St.","10/28/1965","10",4,"Tampa Bay Buccaneers / 3rd / 57th pick / 1987"
"11",84,"Rae Carruth",23,"WR",15,14,194,"5-11","Colorado","1/20/1974","Rook",5,"Carolina Panthers / 1st / 27th pick / 1997"
"12",12,"Kerry Collins",25,"QB",13,13,248,"6-5","Penn St.","12/30/1972","2",3,"Carolina Panthers / 1st / 5th pick / 1995"
"13",41,"Toi Cook",33,"",16,0,188,"5-11","Stanford","12/3/1964","10",1,"New Orleans Saints / 8th / 207th pick / 1987"
"14",37,"Chad Cota",26,"SS",16,16,198,"6-1","Oregon","8/8/1971","2",8,"Carolina Panthers / 7th / 209th pick / 1995"
"15",76,"Norbert Davidds-Garrido",25,"RT",15,15,315,"6-6","USC","10/4/1972","1",6,"Carolina Panthers / 4th / 106th pick / 1996"
"16",25,"Eric Davis",29,"LCB",14,14,185,"5-11","Jacksonville St.","1/26/1968","7",8,"San Francisco 49ers / 2nd / 53rd pick / 1990"
"17",52,"Matt Elliott",29,"lg",16,6,288,"6-3","Michigan","10/1/1968","5",3,"Washington Redskins / 12th / 336th pick / 1992"
"18",93,"Mike Fox",30,"LDE",11,9,285,"6-8","West Virginia","8/5/1967","7",4,"New York Giants / 2nd / 51st pick / 1990"
"19",65,"Frank Garcia",25,"C",16,16,302,"6-2","Washington","1/28/1972","2",7,"Carolina Panthers / 4th / 132nd pick / 1995"
"20",55,"Percell Gaskins",25,"",12,0,230,"6-0","NW Oklahoma St.,Kansas St.","4/25/1972","1",1,"St. Louis Rams / 4th / 105th pick / 1996"
"21",60,"Bucky Greeley",25,"",6,0,285,"6-2","Penn St.","7/30/1972","Rook",0,""
"22",43,"Scott Greene",25,"FB",16,14,240,"5-11","Michigan St.","6/1/1972","1",3,"Carolina Panthers / 6th / 193rd pick / 1996"
"23",81,"Rocket Ismail",28,"wr",13,2,180,"5-11","Notre Dame","11/18/1969","4",4,"Los Angeles Raiders / 4th / 100th pick / 1991"
"24",23,"Anthony Johnson",30,"rb",16,7,225,"6-0","Notre Dame","10/25/1967","7",4,"Indianapolis Colts / 2nd / 36th pick / 1990"
"25",4,"John Kasay",28,"K",16,0,198,"5-10","Georgia","10/27/1969","6",4,"Seattle Seahawks / 4th / 98th pick / 1991"
"26",96,"Shawn King",25,"de",9,2,288,"6-3","LSU,La-Monroe","6/24/1972","2",2,"Carolina Panthers / 2nd / 36th pick / 1995"
"27",71,"Greg Kragen",35,"NT",16,16,263,"6-3","Utah St.","3/4/1962","12",9,""
"28",32,"Fred Lane",22,"RB",13,7,205,"5-10","Lane","9/6/1975","Rook",6,""
"29",57,"Lamar Lathon",30,"ROLB",15,15,260,"6-3","Houston","12/23/1967","7",8,"Houston Oilers / 1st / 15th pick / 1990"
"30",86,"Kris Mangum",24,"te",2,1,249,"6-4","Alabama,Mississippi","8/15/1973","Rook",0,"Carolina Panthers / 7th / 228th pick / 1997"
"31",69,"Les Miller",32,"LDE",16,11,292,"6-7","Kansas St.,Fort Hays St.","3/1/1965","10",7,""
"32",89,"Ernie Mills",29,"wr",10,5,192,"5-11","Florida","10/28/1968","6",1,"Pittsburgh Steelers / 3rd / 73rd pick / 1991"
"33",51,"Sam Mills",38,"LILB",16,16,229,"5-9","Montclair St.","6/3/1959","11",8,""
"34",30,"Mike Minter",23,"FS",16,11,195,"5-10","Nebraska","1/15/1974","Rook",6,"Carolina Panthers / 2nd / 56th pick / 1997"
"35",95,"Tim Morabito",24,"",8,0,296,"6-3","Boston Col.","10/12/1973","1",1,""
"36",87,"Muhsin Muhammad",24,"wr",13,5,217,"6-2","Michigan St.","5/5/1973","1",3,"Carolina Panthers / 2nd / 43rd pick / 1996"
"37",20,"Winslow Oliver",24,"",6,0,180,"5-7","New Mexico","3/3/1973","1",0,"Carolina Panthers / 3rd / 73rd pick / 1996"
"38",27,"Damon Pieri",27,"",16,0,186,"6-0","San Diego St.","9/25/1970","4",1,""
"39",38,"Tyrone Poole",25,"PR",16,16,188,"5-8","Fort Valley St.","2/3/1972","2",9,"Carolina Panthers / 1st / 22nd pick / 1995"
"40",88,"Walter Rasby",25,"te",14,2,252,"6-3","Wake Forest","9/7/1972","3",0,""
"41",92,"Israel Raybon",24,"",9,0,300,"6-6","North Alabama","2/5/1973","1",1,"Pittsburgh Steelers / 5th / 163rd pick / 1996"
