"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",17,"Davante Adams",22,"WR",16,11,212,"6-1","Fresno St.","12/24/1992","Rook",5,"Green Bay Packers / 2nd / 53rd pick / 2014"
"2",69,"David Bakhtiari",23,"LT",16,16,299,"6-4","Colorado","9/30/1991","1",10,"Green Bay Packers / 4th / 109th pick / 2013"
"3",32,"Chris Banjo",24,"",3,0,204,"5-10","SMU","2/26/1990","1",0,""
"4",58,"Sam Barrington",24,"mlb",14,7,246,"6-1","South Florida","10/5/1990","1",4,"Green Bay Packers / 7th / 232nd pick / 2013"
"5",86,"Brandon Bostick",25,"",13,0,245,"6-3","Newberry","5/3/1989","2",0,""
"6",93,"Josh Boyd",25,"de",15,4,310,"6-3","Mississippi St.","8/3/1989","1",3,"Green Bay Packers / 5th / 167th pick / 2013"
"7",11,"Jarrett Boykin",25,"wr",13,3,216,"6-2","Virginia Tech","11/4/1989","2",0,""
"8",75,"Bryan Bulaga",25,"RT",15,15,315,"6-5","Iowa","3/21/1989","4",9,"Green Bay Packers / 1st / 23rd pick / 2010"
"9",42,"Morgan Burnett",25,"SS",15,15,210,"6-1","Georgia Tech","1/13/1989","4",5,"Green Bay Packers / 3rd / 71st pick / 2010"
"10",24,"Jarrett Bush",30,"",15,0,194,"6-0","Utah St.","5/21/1984","8",1,""
"11",21,"Ha Ha Clinton-Dix",22,"FS",16,10,208,"6-1","Alabama","12/21/1992","Rook",4,"Green Bay Packers / 1st / 21st pick / 2014"
"12",18,"Randall Cobb*",24,"WR",16,16,191,"5-10","Kentucky","8/22/1990","3",16,"Green Bay Packers / 2nd / 64th pick / 2011"
"13",2,"Mason Crosby",30,"",16,0,212,"6-1","Colorado","9/3/1984","7",3,"Green Bay Packers / 6th / 193rd pick / 2007"
"14",76,"Mike Daniels",25,"DE",16,16,291,"6-0","Iowa","5/5/1989","2",7,"Green Bay Packers / 4th / 132nd pick / 2012"
"15",13,"Kevin Dorsey",24,"",3,0,NA,"","Maryland","2/23/1990","1",0,"Green Bay Packers / 7th / 224th pick / 2013"
"16",91,"Jayrone Elliott",23,"",13,0,240,"6-3","Toledo","11/11/1991","Rook",1,""
"17",10,"Matt Flynn",29,"",7,0,228,"6-2","LSU","6/20/1985","6",0,"Green Bay Packers / 7th / 209th pick / 2008"
"18",72,"Garth Gerhart",26,"",2,0,305,"6-1","Arizona St.","10/21/1988","2",0,""
"19",61,"Brett Goode",30,"",16,0,244,"6-1","Arkansas","11/2/1984","6",1,""
"20",39,"Demetri Goodson",25,"",6,0,194,"5-11","Baylor","6/11/1989","Rook",0,"Green Bay Packers / 6th / 197th pick / 2014"
"21",98,"Letroy Guion",27,"NT",16,16,295,"6-4","Florida St.","6/21/1987","6",7,"Minnesota Vikings / 5th / 152nd pick / 2008"
"22",26,"DuJuan Harris",26,"",15,0,197,"5-7","Troy","9/3/1988","3",1,""
"23",50,"A.J. Hawk",30,"LB",16,13,245,"6-1","Ohio St.","1/6/1984","8",6,"Green Bay Packers / 1st / 5th pick / 2006"
"24",29,"Casey Hayward",25,"cb",16,1,188,"5-11","Vanderbilt","9/9/1989","2",2,"Green Bay Packers / 2nd / 62nd pick / 2012"
"25",31,"Davon House",25,"rcb",13,4,188,"6-0","New Mexico St.","7/10/1989","3",2,"Green Bay Packers / 4th / 131st pick / 2011"
"26",33,"Micah Hyde",24,"fs",16,12,197,"6-0","Iowa","12/31/1990","1",6,"Green Bay Packers / 5th / 159th pick / 2013"
"27",83,"Jeff Janis",23,"",3,0,219,"6-3","Saginaw Valley St.","6/24/1991","Rook",0,"Green Bay Packers / 7th / 236th pick / 2014"
"28",59,"Brad Jones",28,"mlb",13,1,230,"6-3","Colorado","4/1/1986","5",1,"Green Bay Packers / 7th / 218th pick / 2009"
"29",95,"Datone Jones",24,"de",13,3,283,"6-4","UCLA","7/24/1990","1",3,"Green Bay Packers / 1st / 26th pick / 2013"
"30",30,"John Kuhn*+",32,"fb",16,2,255,"6-0","Shippensburg","9/9/1982","8",1,""
"31",27,"Eddie Lacy",24,"RB",16,16,231,"5-11","Alabama","6/2/1990","1",16,"Green Bay Packers / 2nd / 61st pick / 2013"
"32",70,"T.J. Lang",27,"RG",16,16,305,"6-4","East. Michigan","9/20/1987","5",10,"Green Bay Packers / 4th / 109th pick / 2009"
"33",57,"Jamari Lattimore",26,"mlb",11,5,232,"6-2","Dodge City CC; Middle Tennessee State","10/6/1988","3",3,""
"34",63,"Corey Linsley",23,"C",16,16,296,"6-3","Ohio St.","7/27/1991","Rook",10,"Green Bay Packers / 5th / 161st pick / 2014"
"35",8,"Tim Masthay",27,"",16,0,198,"6-2","Kentucky","3/16/1987","4",1,""
"36",52,"Clay Matthews*",28,"rolb",16,16,255,"6-3","USC","5/14/1986","5",12,"Green Bay Packers / 1st / 26th pick / 2009"
"37",55,"Andy Mulumba",24,"",2,0,260,"6-3","East. Michigan","1/31/1990","1",0,""
"38",96,"Mike Neal",27,"de",16,3,262,"6-3","Purdue","6/26/1987","4",3,"Green Bay Packers / 2nd / 56th pick / 2010"
"39",87,"Jordy Nelson*",29,"WR",16,16,215,"6-3","Kansas St.","5/31/1985","6",18,"Green Bay Packers / 2nd / 36th pick / 2008"
"40",64,"Mike Pennel",23,"",13,0,363,"6-5","CSU-Pueblo","5/9/1991","Rook",1,""
"41",56,"Julius Peppers",34,"LOLB",16,16,283,"6-6","North Carolina","1/18/1980","12",9,"Carolina Panthers / 1st / 2nd pick / 2002"
"42",80,"Justin Perillo",23,"",2,0,250,"6-4","Maine","1/5/1991","Rook",0,""
"43",53,"Nick Perry",24,"rolb",15,4,271,"6-3","USC","4/12/1990","2",3,"Green Bay Packers / 1st / 28th pick / 2012"
"44",81,"Andrew Quarless",26,"TE",16,11,248,"6-4","Penn St.","10/6/1988","4",4,"Green Bay Packers / 5th / 154th pick / 2010"
"45",28,"Sean Richardson",24,"",16,0,213,"6-3","Vanderbilt","1/21/1990","2",1,""
"46",97,"Luther Robinson",23,"",5,0,301,"6-3","Miami (FL)","2/24/1991","Rook",0,""
"47",12,"Aaron Rodgers*+",31,"QB",16,16,223,"6-2","California","12/2/1983","9",21,"Green Bay Packers / 1st / 24th pick / 2005"
"48",89,"Richard Rodgers",22,"te",16,5,257,"6-4","California","1/22/1992","Rook",3,"Green Bay Packers / 3rd / 98th pick / 2014"
"49",78,"Derek Sherrod",25,"rt",8,1,312,"6-5","Mississippi St.","4/23/1989","3",1,"Green Bay Packers / 1st / 32nd pick / 2011"
"50",37,"Sam Shields*",27,"RCB",14,14,184,"5-11","Miami (FL)","12/8/1987","4",7,""
"51",71,"Josh Sitton*",28,"LG",16,16,320,"6-4","Central Florida","6/16/1986","6",16,"Green Bay Packers / 4th / 135th pick / 2008"
"52",44,"James Starks",28,"",16,0,203,"6-1","Buffalo","2/25/1986","4",5,"Green Bay Packers / 6th / 193rd pick / 2010"
"53",65,"Lane Taylor",25,"",16,0,324,"6-3","Oklahoma St.","11/22/1989","1",2,""
"54",82,"Ryan Taylor",27,"",5,0,250,"6-3","North Carolina","11/16/1987","3",0,"Green Bay Packers / 7th / 218th pick / 2011"
