"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",68,"Mehdi Abdesmad",25,"DE",1,0,284,"6-6","","9/28/1991","Rook",NA,"","$79,410"
"2",88,"Jace Amaro",24,"TE",3,0,265,"6-5","Texas Tech","6/26/1992","2",NA,"New York Jets / 2nd / 49th pick / 2014","$810,272"
"3",26,"Antonio Andrews",25,"RB",14,0,225,"5-10","West. Kentucky","10/15/1991","2",NA,"","$600,000"
"4",51,"David Bass",26,"DE",13,0,262,"6-4","Missouri Western St.","9/11/1990","3",NA,"Oakland Raiders / 7th / 233rd pick / 2013","$675,000"
"5",76,"Byron Bell",27,"T",NA,NA,340,"6-5","New Mexico","1/17/1989","5",NA,"","$2,250,000"
"6",95,"Angelo Blackson",24,"DT",12,2,318,"6-4","Auburn","11/14/1992","1",NA,"Tennessee Titans / 4th / 100th pick / 2015","$667,903"
"7",47,"Antwon Blake",26,"CB",14,0,198,"5-9","Texas-El Paso","8/8/1990","4",NA,"","$1,500,000"
"8",48,"Beau Brinkley",26,"LS,TE",14,0,237,"6-4","Missouri","1/25/1990","4",NA,"","$1,068,000"
"9",20,"Kevin Byard",23,"S",14,5,216,"5-11","Middle Tenn. St.","8/17/1993","Rook",NA,"Tennessee Titans / 3rd / 64th pick / 2016","$450,000"
"10",99,"Jurrell Casey",27,"DL",13,13,305,"6-1","USC","12/5/1989","5",NA,"Tennessee Titans / 3rd / 77th pick / 2011","$8,120,000"
"11",16,"Matt Cassel",34,"QB",2,0,230,"6-5","USC","5/17/1982","11",NA,"New England Patriots / 7th / 230th pick / 2005","$2,000,000"
"12",78,"Jack Conklin",22,"OT",14,14,308,"6-6","Michigan St.","8/17/1994","Rook",NA,"Tennessee Titans / 1st / 8th pick / 2016","$2,890,483"
"13",93,"Kevin Dodd",24,"DE",9,1,277,"6-5","Clemson","7/14/1992","Rook",NA,"Tennessee Titans / 2nd / 33rd pick / 2016","$1,191,328"
"14",83,"Harry Douglas",32,"WR",9,0,170,"5-11","Louisville","9/16/1984","8",NA,"Atlanta Falcons / 3rd / 84th pick / 2008","$2,733,333"
"15",80,"Anthony Fasano",32,"TE",14,8,255,"6-4","Notre Dame","4/20/1984","10",NA,"Dallas Cowboys / 2nd / 53rd pick / 2006","$3,187,500"
"16",45,"Jalston Fowler",26,"FB",14,7,264,"5-11","Alabama","7/26/1990","1",NA,"Tennessee Titans / 4th / 108th pick / 2015","$659,429"
"17",22,"Derrick Henry",22,"RB",13,1,247,"6-3","Alabama","7/17/1994","Rook",NA,"Tennessee Titans / 2nd / 45th pick / 2016","$983,259"
"18",94,"Austin Johnson",22,"DT",8,0,314,"6-4","Penn St.","5/8/1994","Rook",NA,"Tennessee Titans / 2nd / 43rd pick / 2016","$1,029,496"
"19",49,"Rashad Johnson",30,"DB",12,7,195,"6-0","Alabama","1/2/1986","7",NA,"Arizona Cardinals / 3rd / 95th pick / 2009","$2,500,000"
"20",60,"Ben Jones",27,"C",14,14,304,"6-2","Georgia","7/2/1989","4",NA,"Houston Texans / 4th / 99th pick / 2012","$2,375,000"
"21",90,"DaQuan Jones",25,"DT",14,14,322,"6-4","Penn St.","12/17/1991","2",NA,"Tennessee Titans / 4th / 112th pick / 2014","$713,850"
"22",71,"Dennis Kelly",26,"OT",14,5,304,"6-8","Purdue","1/16/1990","4",NA,"Philadelphia Eagles / 5th / 153rd pick / 2012","$760,000"
"23",6,"Brett Kern",30,"P",14,0,201,"6-3","Toledo","2/17/1986","8",NA,"","$2,700,000"
"24",67,"Josh Kline",27,"OL",12,12,310,"6-3","Kent St.","12/29/1989","3",NA,"","$950,000"
"25",97,"Karl Klug",28,"DL",14,2,275,"6-3","Iowa","3/31/1988","5",NA,"Tennessee Titans / 5th / 142nd pick / 2011","$2,250,000"
"26",77,"Taylor Lewan",25,"OT",14,14,309,"6-7","Michigan","7/21/1991","2",NA,"Tennessee Titans / 1st / 11th pick / 2014","$3,132,274"
"27",87,"Marc Mariani",29,"WR",14,0,190,"6-1","Montana","5/2/1987","6",NA,"Tennessee Titans / 7th / 222nd pick / 2010","$600,000"
"28",8,"Marcus Mariota",23,"QB",14,14,215,"6-4","Oregon","10/30/1993","1",NA,"Tennessee Titans / 1st / 2nd pick / 2015","$5,503,176"
"29",66,"Josue Matias",23,"G",NA,NA,309,"6-5","","1/6/1993","Rook",NA,"","$333,000"
"30",18,"Rishard Matthews",27,"WR",14,8,212,"6-0","Nevada","10/12/1989","4",NA,"Miami Dolphins / 7th / 227th pick / 2012","$3,333,333"
"31",10,"Tre McBride",24,"WR",1,0,210,"6-0","William & Mary","12/1/1992","1",NA,"Tennessee Titans / 7th / 245th pick / 2015","$525,000"
"32",33,"Brice McCain",30,"DB",14,8,185,"5-9","Utah","12/10/1986","7",NA,"Houston Texans / 6th / 188th pick / 2009","$1,700,000"
"33",30,"Jason McCourty",29,"DB",14,14,183,"6-0","Rutgers","8/13/1987","7",NA,"Tennessee Titans / 6th / 203rd pick / 2009","$8,800,000"
"34",91,"Derrick Morgan",27,"DE",13,13,296,"6-3","Georgia Tech","1/6/1989","6",NA,"Tennessee Titans / 1st / 16th pick / 2010","$6,312,500"
"35",29,"DeMarco Murray",28,"RB",14,14,214,"6-0","Oklahoma","2/12/1988","5",NA,"Dallas Cowboys / 3rd / 71st pick / 2011","$6,000,000"
"36",23,"Bennett Okotcha",23,"CB",NA,NA,195,"6-0","","2/7/1993","Rook",NA,"","$333,000"
"37",98,"Brian Orakpo",30,"LB",14,14,255,"6-3","Texas","7/31/1986","7",NA,"Washington Redskins / 1st / 13th pick / 2009","$8,250,000"
"38",50,"Nate Palmer",27,"LB",12,0,248,"6-2","Illinois St.","9/23/1989","3",NA,"Green Bay Packers / 6th / 193rd pick / 2013","$675,000"
"39",32,"Kalan Reed",23,"CB",2,0,195,"5-11","Southern Miss","12/29/1993","Rook",NA,"Tennessee Titans / 7th / 253rd pick / 2016","$132,350"
"40",35,"Curtis Riley",24,"CB",4,0,190,"6-0","Fresno St.","7/18/1992","Rook",NA,"","$397,050"
"41",62,"Brian Schwenke",25,"C",14,3,314,"6-3","California","3/22/1991","3",NA,"Tennessee Titans / 4th / 107th pick / 2013","$1,787,065"
"42",21,"Da'Norris Searcy",28,"DB",12,12,216,"5-11","North Carolina","11/16/1988","5",NA,"Buffalo Bills / 4th / 100th pick / 2011","$6,125,000"
"43",19,"Tajae Sharpe",22,"WR",14,10,189,"6-2","Massachusetts","12/23/1994","Rook",NA,"Tennessee Titans / 5th / 140th pick / 2016","$518,721"
"44",36,"LeShaun Sims",NA,"CB",11,0,203,"6-0","Southern Utah","0/0/0","Rook",NA,"Tennessee Titans / 5th / 157th pick / 2016","$509,546"
"45",38,"D'Joun Smith",24,"CB",NA,NA,189,"5-10","Florida Atlantic","9/23/1992","1",NA,"Indianapolis Colts / 3rd / 65th pick / 2015",""
"46",67,"Quinton Spain",25,"OG",12,11,332,"6-4","West Virginia","8/7/1991","1",NA,"","$527,000"
"47",55,"Sean Spence",27,"LB",13,5,231,"5-11","Miami (FL)","1/17/1989","4",NA,"Pittsburgh Steelers / 3rd / 86th pick / 2012","$2,468,750"
"48",39,"Daimion Stafford",25,"FS",13,6,221,"6-0","Nebraska","2/18/1991","3",NA,"Tennessee Titans / 7th / 248th pick / 2013","$686,474"
"49",57,"Justin Staples",27,"DL",1,0,245,"6-4","Illinois","12/10/1989","3",NA,"","$141,176"
"50",4,"Ryan Succop",30,"K",14,0,215,"6-2","South Carolina","9/19/1986","7",NA,"Kansas City Chiefs / 7th / 256th pick / 2009","$2,466,666"
"51",89,"Phillip Supernaw",26,"TE",13,2,250,"6-5","Ouachita Baptist","1/30/1990","4",NA,"","$600,000"
"52",79,"Sebastian Tretola",24,"OG",1,0,317,"6-4","Arkansas","5/1/1992","Rook",NA,"Tennessee Titans / 6th / 193rd pick / 2016","$483,185"
"53",82,"Delanie Walker",32,"TE",13,9,241,"6-1","Central Missouri St.","8/12/1984","10",NA,"San Francisco 49ers / 6th / 175th pick / 2006","$6,267,708"
"54",52,"Aaron Wallace",23,"OLB",8,0,240,"6-3","UCLA","7/8/1993","Rook",NA,"Tennessee Titans / 7th / 222nd pick / 2016","$450,000"
"55",70,"Chance Warmack",25,"OG",2,2,317,"6-2","Alabama","9/14/1991","3",NA,"Tennessee Titans / 1st / 10th pick / 2013","$3,871,206"
"56",54,"Avery Williamson",24,"ILB",14,14,246,"6-1","Kentucky","3/9/1992","2",NA,"Tennessee Titans / 5th / 151st pick / 2014","$648,613"
"57",96,"Al Woods",29,"DT",10,6,311,"6-4","LSU","3/25/1987","6",NA,"New Orleans Saints / 4th / 123rd pick / 2010","$2,468,750"
"58",59,"Wesley Woodyard",30,"LB",14,9,219,"6-1","Kentucky","7/21/1986","8",NA,"","$4,250,000"
"59",13,"Kendall Wright",27,"WR",10,3,194,"5-10","Baylor","11/12/1989","4",NA,"Tennessee Titans / 1st / 20th pick / 2012","$7,320,000"
"60",NA,"Team Total",26.2,"",14,NA,246.3,"6-1.9","","","39.9",NA,"",""
