"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",26,"Brent Alexander",33,"FS",16,16,189,"5-11","Tennessee St.","7/10/1971","10",7,""
"2",97,"Kenderick Allen",26,"ldt",5,2,318,"6-6","LSU","9/14/1978","1",1,""
"3",25,"Will Allen",26,"LCB",16,16,196,"5-10","Syracuse","8/5/1978","3",6,"New York Giants / 1st / 22nd pick / 2001"
"4",21,"Tiki Barber*",29,"RB",16,14,200,"5-10","Virginia","4/7/1975","7",16,"New York Giants / 2nd / 36th pick / 1997"
"5",31,"Jack Brewer",25,"",13,0,190,"6-0","SMU,Minnesota","1/8/1979","2",1,""
"6",91,"Lorenzo Bromell",29,"",2,0,260,"6-6","Clemson","9/23/1975","6",0,"Miami Dolphins / 4th / 102nd pick / 1998"
"7",29,"Curry Burns",23,"fs",8,2,216,"6-0","Louisville","2/12/1981","1",1,"Houston Texans / 7th / 217th pick / 2003"
"8",84,"Tim Carter",25,"",5,0,200,"6-0","Auburn","9/21/1979","2",2,"New York Giants / 2nd / 46th pick / 2002"
"9",2,"Steve Christie",37,"",16,0,195,"6-0","William & Mary","11/13/1967","14",3,""
"10",30,"Mike Cloud",29,"",10,0,205,"5-10","Boston Col.","7/1/1975","5",1,"Kansas City Chiefs / 2nd / 54th pick / 1999"
"11",22,"Terry Cousin",29,"fs",16,5,181,"5-9","South Carolina","4/11/1975","7",3,""
"12",27,"Ron Dayne",26,"rb",14,2,250,"5-10","Wisconsin","3/14/1978","4",1,"New York Giants / 1st / 11th pick / 2000"
"13",39,"Curtis DeLoatch",23,"",16,0,217,"6-2","North Carolina A&T","10/4/1981","Rook",1,""
"14",66,"David Diehl",24,"RT",16,16,315,"6-5","Illinois","9/15/1980","1",8,"New York Giants / 5th / 160th pick / 2003"
"15",68,"Damane Duckett",23,"rdt",4,1,300,"6-6","East Carolina","1/21/1981","Rook",1,""
"16",51,"Carlos Emmons",31,"LB",15,15,250,"6-5","Arkansas St.","9/3/1973","8",6,"Pittsburgh Steelers / 7th / 242nd pick / 1996"
"17",17,"Jeff Feagles",38,"",16,0,215,"6-1","Miami (FL)","3/7/1966","16",2,""
"18",20,"Jim Finn",28,"FB",16,9,245,"6-0","Pennsylvania","12/9/1976","4",1,"Chicago Bears / 7th / 253rd pick / 1999"
"19",52,"Barrett Green",27,"LB",10,9,226,"6-0","West Virginia","10/29/1977","4",4,"Detroit Lions / 2nd / 50th pick / 2000"
"20",54,"Nick Greisen",25,"lb",15,7,245,"6-1","Wisconsin","8/10/1979","2",4,"New York Giants / 5th / 152nd pick / 2002"
"21",95,"Norman Hand",32,"LDT",11,11,310,"6-3","Mississippi","9/4/1972","8",4,"Miami Dolphins / 5th / 158th pick / 1995"
"22",88,"Ike Hilliard",28,"WR",16,15,210,"5-11","Florida","4/5/1976","7",4,"New York Giants / 1st / 7th pick / 1997"
"23",78,"Jason Hilliard",23,"",2,0,328,"6-6","Louisville","6/29/1981","Rook",0,""
