"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",16,"Danny Amendola",27,"WR",11,8,183,"5-11","Texas Tech","11/2/1985","3",5,""
"2",72,"Joe Barksdale",23,"lt",6,2,313,"6-5","LSU","1/4/1989","1",1,"Oakland Raiders / 3rd / 92nd pick / 2011"
"3",61,"Tim Barnes",24,"",15,0,297,"6-4","Missouri","5/14/1988","1",1,""
"4",8,"Sam Bradford",25,"QB",16,16,236,"6-4","Oklahoma","11/8/1987","2",9,"St. Louis Rams / 1st / 1st pick / 2010"
"5",90,"Michael Brockers",22,"RDT",13,12,322,"6-5","LSU","12/21/1990","Rook",6,"St. Louis Rams / 1st / 14th pick / 2012"
"6",57,"Sammy Brown",22,"",1,0,243,"6-2","Houston","4/17/1990","Rook",0,""
"7",10,"Kellen Clemens",29,"",2,0,224,"6-2","Oregon","6/6/1983","6",0,"New York Jets / 2nd / 49th pick / 2006"
"8",52,"Justin Cole",25,"",16,0,242,"6-3","San Jose St.","11/22/1987","1",1,""
"9",71,"Matt Conrath",23,"",1,0,290,"6-7","Virginia","8/11/1989","Rook",0,""
"10",93,"Jermelle Cudjo",26,"rdt",15,4,293,"6-2","Central Oklahoma","9/28/1986","2",3,""
"11",43,"Craig Dahl",27,"FS",16,16,207,"6-1","North Dakota St.","6/17/1985","5",6,""
"12",62,"Harvey Dahl",31,"RG",14,14,302,"6-5","Nevada","6/24/1981","6",6,""
"13",37,"Matt Daniels",23,"",4,0,211,"6-1","Duke","5/5/1989","Rook",0,""
"14",58,"Jo-Lonn Dunbar",27,"LB",16,16,233,"6-1","Boston Col.","3/13/1985","4",9,""
"15",31,"Cortland Finnegan",28,"LCB",16,15,177,"5-9","Samford","2/2/1984","6",7,"Tennessee Titans / 7th / 215th pick / 2006"
"16",32,"Bradley Fletcher",26,"cb",16,4,196,"6-0","Iowa","6/25/1986","3",3,"St. Louis Rams / 3rd / 66th pick / 2009"
"17",42,"Terrance Ganaway",24,"",3,0,239,"6-0","Baylor","10/7/1988","Rook",0,"New York Jets / 6th / 202nd pick / 2012"
"18",11,"Brandon Gibson",25,"WR",16,13,204,"6-0","Washington St.","8/13/1987","3",5,"Philadelphia Eagles / 6th / 194th pick / 2009"
