"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",77,"Demetress Bell",25,"LT",8,8,301,"6-5","NW State (LA)","5/3/1984","1",3,"Buffalo Bills / 7th / 219th pick / 2008"
"2",4,"Brian Brohm",24,"qb",2,1,227,"6-3","Louisville","9/23/1985","1",0,"Green Bay Packers / 2nd / 56th pick / 2008"
"3",53,"Marcus Buggs",24,"mlb",5,2,223,"5-10","Vanderbilt","9/21/1985","1",1,""
"4",NA,"Brad Butler",26,"rt",2,2,310,"6-7","Virginia","9/18/1983","3",1,"Buffalo Bills / 5th / 143rd pick / 2006"
"5",31,"Jairus Byrd*",23,"FS",14,11,205,"6-0","Oregon","10/7/1986","Rook",8,"Buffalo Bills / 2nd / 42nd pick / 2009"
"6",73,"Kirk Chambers",30,"RT",14,9,307,"6-7","Stanford","3/19/1979","5",4,"Cleveland Browns / 6th / 176th pick / 2004"
"7",27,"Reggie Corner",26,"lcb",16,8,175,"5-10","Akron","11/17/1983","1",4,"Buffalo Bills / 4th / 114th pick / 2008"
"8",57,"Jon Corto",25,"lb",16,1,208,"6-0","Sacred Heart","9/13/1984","1",2,""
"9",92,"Ryan Denney",32,"",16,0,275,"6-7","BYU","6/15/1977","7",2,"Buffalo Bills / 2nd / 61st pick / 2002"
"10",52,"Chris Draft",33,"lb",11,3,232,"5-11","Stanford","2/26/1976","11",3,"Chicago Bears / 6th / 157th pick / 1998"
"11",5,"Trent Edwards",26,"qb",8,7,231,"6-4","Stanford","10/30/1983","2",3,"Buffalo Bills / 3rd / 92nd pick / 2007"
"12",93,"Chris Ellis",24,"",3,0,260,"6-4","Virginia Tech","2/11/1985","1",0,"Buffalo Bills / 3rd / 72nd pick / 2008"
"13",56,"Keith Ellison",25,"LB",8,8,229,"6-1","San Diego St.,Oregon St.","2/6/1984","3",4,"Buffalo Bills / 6th / 178th pick / 2006"
"14",83,"Lee Evans",28,"WR",16,16,202,"5-10","Wisconsin","3/11/1981","5",5,"Buffalo Bills / 1st / 13th pick / 2004"
"15",86,"Derek Fine",26,"te",8,6,250,"6-2","Kansas","8/24/1983","1",1,"Buffalo Bills / 4th / 132nd pick / 2008"
"16",14,"Ryan Fitzpatrick",27,"QB",10,8,221,"6-2","Harvard","11/24/1982","4",3,"St. Louis Rams / 7th / 250th pick / 2005"
"17",29,"Drayton Florence",29,"RCB",14,13,195,"6-0","Tenn-Chattanooga,Tuskegee","12/19/1980","6",5,"San Diego Chargers / 2nd / 46th pick / 2003"
"18",NA,"Christian Gaddis",25,"",1,0,300,"6-1","Villanova","10/5/1984","2",0,""
"19",63,"Geoff Hangartner",27,"C",16,16,301,"6-5","Texas A&M","4/22/1982","4",6,"Carolina Panthers / 5th / 169th pick / 2005"
"20",84,"James Hardy",24,"",2,0,220,"6-6","Indiana","12/24/1985","1",0,"Buffalo Bills / 2nd / 41st pick / 2008"
"21",47,"Cary Harris",22,"fs",4,1,188,"5-11","USC","3/22/1987","Rook",1,"Buffalo Bills / 6th / 183rd pick / 2009"
"22",54,"Nic Harris",23,"lb",15,2,233,"6-2","Oklahoma","10/6/1986","Rook",2,"Buffalo Bills / 5th / 147th pick / 2009"
"23",NA,"Nick Hennessey",23,"",1,0,300,"6-5","Colgate","7/2/1986","Rook",0,""
"24",NA,"Richie Incognito",26,"rg",3,3,305,"6-3","Nebraska,Oregon","7/5/1983","3",1,"St. Louis Rams / 3rd / 81st pick / 2005"
"25",22,"Fred Jackson",28,"RB",16,11,215,"6-1","Coe College","2/20/1981","2",9,""
"26",17,"Justin Jenkins",29,"",12,0,207,"6-0","Mississippi St.","12/10/1980","2",0,""
"27",91,"Spencer Johnson",28,"rdt",16,3,286,"6-3","Auburn","12/12/1981","5",4,""
"28",13,"Steve Johnson",23,"",5,0,210,"6-2","Kentucky","7/22/1986","1",0,"Buffalo Bills / 7th / 224th pick / 2008"
