"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",34,"Chris Akins",27,"",12,0,200,"5-11","Arkansas,Ark-Pine Bluff","11/29/1976","4",1,"Green Bay Packers / 7th / 212th pick / 1999"
"2",63,"Joe Andruzzi",28,"RG",16,16,312,"6-3","Southern Connecticut St.","8/23/1975","5",8,""
"3",68,"Tom Ashworth",26,"RT",16,13,305,"6-6","Colorado","10/10/1977","1",7,""
"4",48,"Tully Banta-Cain",23,"",9,0,254,"6-2","California","8/28/1980","Rook",1,"New England Patriots / 7th / 239th pick / 2003"
"5",8,"Brooks Barnard",24,"",1,0,188,"6-2","Maryland","11/4/1979","Rook",0,""
"6",84,"Fred Baxter",32,"",12,0,268,"6-3","Auburn","6/14/1971","10",0,"New York Jets / 5th / 115th pick / 1993"
"7",12,"Tom Brady",26,"QB",16,16,225,"6-4","Michigan","8/3/1977","3",11,"New England Patriots / 6th / 199th pick / 2000"
"8",83,"Deion Branch",24,"WR",15,12,193,"5-9","Louisville","7/18/1979","1",7,"New England Patriots / 2nd / 65th pick / 2002"
"9",80,"Troy Brown",32,"WR",12,10,196,"5-10","Marshall","7/2/1971","10",4,"New England Patriots / 8th / 198th pick / 1993"
"10",60,"Wilbert Brown",26,"",1,0,320,"6-2","Houston","5/9/1977","4",0,""
"11",54,"Tedy Bruschi",30,"LB",16,16,247,"6-1","Arizona","6/9/1973","7",15,"New England Patriots / 3rd / 86th pick / 1996"
"12",31,"Larry Centers",35,"fb",9,3,225,"6-0","S.F. Austin","6/1/1968","13",1,"Phoenix Cardinals / 5th / 115th pick / 1990"
"13",58,"Matt Chatham",26,"lb",16,4,250,"6-4","South Dakota","6/28/1977","3",4,""
"14",30,"Je'Rod Cherry",30,"",11,0,210,"6-1","California","5/30/1973","7",1,"New Orleans Saints / 2nd / 40th pick / 1996"
"15",21,"Mike Cloud",28,"rb",5,1,205,"5-10","Boston Col.","7/1/1975","4",1,"Kansas City Chiefs / 2nd / 54th pick / 1999"
"16",59,"Rosevelt Colvin",26,"lb",2,2,250,"6-3","Purdue","9/5/1977","4",1,"Chicago Bears / 4th / 111th pick / 1999"
