"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",98,"Antwan Barnes",27,"lb",16,5,240,"6-1","Florida International","10/19/1984","4",3,"Baltimore Ravens / 4th / 134th pick / 2007"
"2",60,"Colin Baxter",24,"",5,0,311,"6-3","Arizona","7/31/1987","Rook",1,""
"3",97,"Bront Bird",22,"",9,0,248,"6-4","Texas Tech","3/17/1989","Rook",1,""
"4",44,"Curtis Brinkley",26,"rb",10,1,208,"5-9","Syracuse","9/20/1985","1",1,""
"5",91,"Everette Brown",24,"",3,0,250,"6-4","Florida St.","8/7/1987","2",0,"Carolina Panthers / 2nd / 43rd pick / 2009"
"6",86,"Vincent Brown",22,"wr",14,4,184,"5-11","San Diego St.","1/25/1989","Rook",3,"San Diego Chargers / 3rd / 82nd pick / 2011"
"7",51,"Donald Butler",23,"LB",16,16,244,"6-1","Washington","10/17/1988","Rook",7,"San Diego Chargers / 3rd / 79th pick / 2010"
"8",20,"Antoine Cason",25,"RCB",16,14,190,"6-0","Arizona","7/9/1986","3",5,"San Diego Chargers / 1st / 27th pick / 2008"
"9",93,"Luis Castillo",28,"de",1,1,306,"6-3","Northwestern","8/4/1983","6",0,"San Diego Chargers / 1st / 28th pick / 2005"
"10",74,"Jacques Cesaire",31,"de",12,2,295,"6-2","Southern Connecticut St.","8/30/1980","8",1,""
"11",66,"Jeromey Clary",28,"RT",16,16,304,"6-6","Kansas St.","11/5/1983","4",10,"San Diego Chargers / 6th / 187th pick / 2006"
"12",54,"Stephen Cooper",32,"",5,0,235,"6-1","Maine","6/19/1979","8",0,""
"13",12,"Patrick Crayton",32,"wr",14,1,205,"6-0","NW Oklahoma St.","4/7/1979","7",3,"Dallas Cowboys / 7th / 216th pick / 2004"
"14",68,"Kris Dielman",30,"lg",6,6,310,"6-4","Indiana","2/3/1981","8",4,""
"15",58,"Na'il Diggs",33,"",13,0,238,"6-4","Ohio St.","7/8/1978","11",1,"Green Bay Packers / 4th / 98th pick / 2000"
"16",62,"Brandyn Dombrowski",26,"lt",15,2,323,"6-5","San Diego St.","4/3/1985","2",3,""
"17",52,"Larry English",25,"",5,0,254,"6-2","Northern Illinois","1/22/1986","2",0,"San Diego Chargers / 1st / 16th pick / 2009"
"18",80,"Malcom Floyd",30,"WR",12,9,201,"6-5","Wyoming","9/8/1981","7",9,""
"19",59,"Andrew Gachkar",23,"",16,0,224,"6-2","Missouri","11/4/1988","Rook",1,"San Diego Chargers / 7th / 234th pick / 2011"
"20",78,"Jared Gaither",25,"lt",5,5,350,"6-9","Maryland","3/18/1986","4",3,"Baltimore Ravens / 5th / 2007 Supp"
"21",49,"Darryl Gamble",24,"",5,0,250,"6-2","Georgia","11/17/1987","Rook",0,""
"22",71,"Antonio Garay",32,"DT",16,13,300,"6-4","Boston Col.","11/30/1979","8",5,"Cleveland Browns / 6th / 195th pick / 2003"
"23",85,"Antonio Gates*",31,"TE",13,13,260,"6-4","Kent St.","6/18/1980","8",8,""
"24",38,"Marcus Gilchrist",23,"rcb",14,4,193,"5-10","Clemson","12/8/1988","Rook",2,"San Diego Chargers / 2nd / 50th pick / 2011"
"25",15,"Richard Goodman",24,"",16,0,192,"6-0","Florida St.","4/23/1987","1",1,""
"26",69,"Tyronne Green",25,"LG",13,8,305,"6-1","Auburn","4/6/1986","2",5,"San Diego Chargers / 4th / 133rd pick / 2009"
"27",28,"Steve Gregory",28,"SS",15,13,185,"5-11","Syracuse","1/8/1983","5",4,""
"28",61,"Nick Hardwick",30,"C",16,16,295,"6-4","Purdue","9/12/1981","7",10,"San Diego Chargers / 3rd / 66th pick / 2004"
"29",90,"Tommie Harris",28,"dt",13,1,300,"6-3","Oklahoma","4/29/1983","7",1,"Chicago Bears / 1st / 14th pick / 2004"
"30",22,"Jacob Hester",26,"fb",16,3,230,"5-11","LSU","5/8/1985","3",1,"San Diego Chargers / 3rd / 69th pick / 2008"
"31",33,"Dante Hughes",26,"cb",16,1,190,"5-10","California","8/21/1985","4",1,"Indianapolis Colts / 3rd / 95th pick / 2007"
"32",83,"Vincent Jackson*",28,"WR",16,16,241,"6-5","Northern Colorado","1/14/1983","6",12,"San Diego Chargers / 2nd / 61st pick / 2005"
"33",23,"Quentin Jammer",32,"LCB",15,15,204,"6-0","Texas","6/19/1979","9",5,"San Diego Chargers / 1st / 5th pick / 2002"
"34",10,"Nate Kaeding",29,"",1,0,187,"6-0","Iowa","3/26/1982","7",0,"San Diego Chargers / 3rd / 65th pick / 2004"
"35",99,"Travis LaBoy",30,"LB",14,14,249,"6-4","Utah St.,Hawaii","8/20/1981","7",5,"Tennessee Titans / 2nd / 42nd pick / 2004"
"36",94,"Corey Liuget",21,"DE",15,13,300,"6-3","Illinois","3/18/1990","Rook",5,"San Diego Chargers / 1st / 18th pick / 2011"
"37",92,"Vaughn Martin",25,"DE",16,15,331,"6-3","West. Ontario","4/18/1986","2",6,"San Diego Chargers / 4th / 113th pick / 2009"
"38",24,"Ryan Mathews*",24,"RB",14,14,220,"6-0","Fresno St.","10/10/1987","1",13,"San Diego Chargers / 1st / 12th pick / 2010"
"39",81,"Randy McMichael",32,"TE",16,14,250,"6-3","Georgia","6/28/1979","9",3,"Miami Dolphins / 4th / 114th pick / 2002"
"40",73,"Marcus McNeill",28,"LT",9,9,335,"6-8","Auburn","11/16/1983","5",5,"San Diego Chargers / 2nd / 50th pick / 2006"
"41",75,"Tony Moll",28,"rg",3,1,285,"6-4","Nevada","8/23/1983","5",1,"Green Bay Packers / 5th / 165th pick / 2006"
"42",63,"Scott Mruczkowski",29,"lg",10,1,321,"6-4","Bowling Green","4/5/1982","6",2,"San Diego Chargers / 7th / 242nd pick / 2005"
"43",60,"Ikechuku Ndukwe",29,"",2,0,338,"6-4","Northwestern","7/17/1982","5",0,""
"44",9,"Nick Novak",30,"",15,0,191,"6-0","Maryland","8/21/1981","6",3,""
"45",91,"Ogemdi Nwagbuo",26,"",4,0,300,"6-4","Michigan St.","12/24/1985","2",0,""
"46",27,"Paul Oliver",27,"ss",13,1,208,"6-0","Georgia","3/30/1984","3",1,"San Diego Chargers / 4th / 1st pick / 2007 Supp"
"47",95,"Shaun Phillips",30,"LB",12,12,260,"6-3","Purdue","5/13/1981","7",5,"San Diego Chargers / 4th / 98th pick / 2004"
"48",17,"Philip Rivers*",30,"QB",16,16,228,"6-5","North Carolina St.","12/8/1981","7",17,"New York Giants / 1st / 4th pick / 2004"
"49",31,"Bob Sanders",30,"ss",2,2,200,"5-8","Iowa","2/24/1981","7",1,"Indianapolis Colts / 2nd / 44th pick / 2004"
"50",70,"Stephen Schilling",23,"rg",9,2,308,"6-4","Michigan","7/21/1988","Rook",2,"San Diego Chargers / 6th / 201st pick / 2011"
"51",5,"Mike Scifres",31,"",16,0,236,"6-2","West. Illinois","10/8/1980","8",3,"San Diego Chargers / 5th / 149th pick / 2003"
"52",82,"Kory Sperry",26,"te",16,4,242,"6-4","Colorado St.","4/10/1985","2",0,""
"53",51,"Takeo Spikes",35,"LB",16,16,242,"6-2","Auburn","12/17/1976","13",6,"Cincinnati Bengals / 1st / 13th pick / 1998"
"54",25,"Darrell Stuckey",24,"",14,0,205,"5-11","Kansas","6/16/1987","1",1,"San Diego Chargers / 4th / 110th pick / 2010"
"55",76,"Cam Thomas",25,"dt",16,2,330,"6-3","North Carolina","12/12/1986","1",2,"San Diego Chargers / 5th / 146th pick / 2010"
"56",40,"Jordan Todman",21,"",1,0,195,"5-9","Connecticut","2/24/1990","Rook",0,"San Diego Chargers / 6th / 183rd pick / 2011"
"57",35,"Mike Tolbert",26,"rb",15,1,243,"5-9","Coastal Carolina","11/23/1985","3",8,""
"58",65,"Louis Vasquez",24,"RG",14,14,330,"6-4","Texas Tech","4/11/1987","2",8,"San Diego Chargers / 3rd / 78th pick / 2009"
