"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",56,"Cliff Avril",29,"DE",16,16,252,"6-3","Purdue","4/8/1986","7",9,"Detroit Lions / 3rd / 92nd pick / 2008","$8,000,000"
"2",78,"Alvin Bailey",24,"lt",15,3,312,"6-3","Arkansas","8/26/1991","2",3,"","$587,000"
"3",37,"Dion Bailey",23,"ss",2,1,201,"6-0","USC","3/2/1992","1",0,"","$435,000"
"4",89,"Doug Baldwin",27,"WR",16,16,189,"5-10","Stanford","9/21/1988","4",11,"","$4,650,000"
"5",72,"Michael Bennett*",30,"DE",16,16,271,"6-4","Texas A&M","11/13/1985","6",12,"","$8,000,000"
"6",68,"Justin Britt",24,"LG",16,16,325,"6-6","Missouri","5/29/1991","1",9,"Seattle Seahawks / 2nd / 64th pick / 2014","$785,666"
"7",30,"Bryce Brown",24,"",3,0,223,"6-0","Kansas St.","5/14/1991","3",1,"Philadelphia Eagles / 7th / 229th pick / 2012","$660,000"
"8",28,"Marcus Burley",25,"cb",13,1,185,"5-10","Delaware","7/16/1990","2",2,"","$510,000"
"9",32,"Crezdon Butler",28,"",1,0,183,"6-0","Clemson","5/26/1987","5",0,"Pittsburgh Steelers / 5th / 164th pick / 2010",""
"10",31,"Kam Chancellor*",27,"SS",11,11,232,"6-3","Virginia Tech","4/3/1988","5",7,"Seattle Seahawks / 5th / 133rd pick / 2010","$5,650,000"
"11",55,"Frank Clark",22,"",15,0,270,"6-2","Michigan","6/14/1993","Rook",2,"Seattle Seahawks / 2nd / 63rd pick / 2015","$678,586"
"12",86,"Chase Coffman",29,"",1,0,250,"6-5","Missouri","11/10/1986","6",0,"Cincinnati Bengals / 3rd / 98th pick / 2009","$745,000"
"13",40,"Derrick Coleman",25,"fb",14,3,233,"6-0","UCLA","10/18/1990","3",0,"","$585,000"
"14",52,"Brock Coyle",25,"",8,0,245,"6-2","Montana","10/12/1990","1",1,"","$511,000"
"15",11,"B.J. Daniels",26,"",6,0,217,"5-11","South Florida","10/24/1989","2",0,"San Francisco 49ers / 7th / 237th pick / 2013","$510,000"
"16",NA,"Akeem Davis",25,"",1,0,200,"6-1","Memphis","12/25/1990","1",0,"",""
"17",95,"Demarcus Dobbs",28,"",11,0,275,"6-6","Georgia","11/30/1987","4",1,"","$665,000"
"18",99,"A.J. Francis",25,"",2,0,309,"6-5","Maryland","5/7/1990","2",0,"","$510,000"
"19",79,"Garry Gilliam",25,"RT",16,16,303,"6-6","Penn St.","11/26/1990","1",11,"","$514,000"
"20",63,"Mark Glowinski",23,"rg",9,1,310,"6-5","West Virginia","5/3/1992","Rook",1,"Seattle Seahawks / 4th / 134th pick / 2015","$521,423"
"21",88,"Jimmy Graham",29,"TE",11,11,260,"6-7","Miami (FL)","11/24/1986","5",6,"New Orleans Saints / 3rd / 95th pick / 2010","$8,000,000"
"22",49,"Clint Gresham",29,"",16,0,238,"6-3","TCU","8/24/1986","5",1,"","$845,000"
"23",32,"DuJuan Harris",27,"",2,0,197,"5-7","Troy","9/3/1988","4",0,"",""
"24",4,"Steven Hauschka",30,"",16,0,185,"6-1","North Carolina St.","6/29/1985","7",5,"","$3,325,000"
"25",84,"Cooper Helfet",26,"te",13,2,240,"6-4","Duke","6/2/1989","3",1,"","$510,000"
"26",97,"Jordan Hill",24,"rdt",10,1,303,"6-1","Penn St.","2/8/1991","2",2,"Seattle Seahawks / 3rd / 87th pick / 2013","$741,035"
"27",51,"Bruce Irvin",28,"LB",15,12,245,"6-3","West Virginia","11/1/1987","3",7,"Seattle Seahawks / 1st / 15th pick / 2012","$2,895,542"
"28",22,"Fred Jackson",34,"",16,0,215,"6-1","Coe College","2/20/1981","8",3,"","$615,000"
"29",7,"Tarvaris Jackson",32,"",4,0,226,"6-2","Arkansas,Alabama St.","4/21/1983","9",0,"Minnesota Vikings / 2nd / 64th pick / 2006","$1,500,000"
"30",61,"Lemuel Jeanpierre",28,"",10,0,301,"6-1","South Carolina","5/19/1987","4",1,"","$745,000"
"31",15,"Jermaine Kearse",25,"WR",16,16,212,"6-1","Washington","2/6/1990","3",7,"","$2,356,000"
"32",93,"David King",26,"",4,0,281,"6-4","Oklahoma","12/27/1989","2",0,"Philadelphia Eagles / 7th / 239th pick / 2013","$510,000"
"33",20,"Jeremy Lane",25,"rcb",6,2,184,"6-0","NW State (LA)","7/14/1990","3",2,"Seattle Seahawks / 6th / 172nd pick / 2012","$691,279"
"34",65,"Patrick Lewis",24,"C",9,9,311,"6-1","Texas A&M","1/30/1991","2",5,"","$585,000"
"35",16,"Tyler Lockett*+",23,"wr",16,8,181,"5-10","Kansas St.","9/28/1992","Rook",9,"Seattle Seahawks / 3rd / 69th pick / 2015","$631,687"
"36",83,"Ricardo Lockette",29,"",8,0,211,"6-2","Fort Valley St.","5/21/1986","4",1,"","$660,000"
"37",24,"Marshawn Lynch",29,"rb",7,6,215,"5-11","California","4/22/1986","8",4,"Buffalo Bills / 1st / 12th pick / 2007","$8,500,000"
"38",91,"Cassius Marsh",23,"",16,0,252,"6-4","UCLA","7/7/1992","1",2,"Seattle Seahawks / 4th / 108th pick / 2014","$627,563"
"39",13,"Chris Matthews",26,"",9,0,218,"6-5","Kentucky","10/6/1989","1",1,"","$510,000"
"40",85,"Anthony McCoy",28,"",1,0,244,"6-5","USC","12/28/1987","5",0,"Seattle Seahawks / 6th / 185th pick / 2010","$660,000"
"41",33,"Kelcie McCray",27,"ss",16,3,202,"6-1","Arkansas St.","9/21/1988","3",2,"","$585,000"
"42",92,"Brandon Mebane",30,"RDT",15,15,309,"6-1","California","1/15/1985","8",8,"Seattle Seahawks / 3rd / 85th pick / 2007","$5,700,000"
"43",33,"Christine Michael",25,"rb",3,2,220,"5-10","Texas A&M","11/9/1990","2",2,"Seattle Seahawks / 2nd / 62nd pick / 2013","$585,000"
"44",53,"Nick Moody",25,"",3,0,245,"6-1","Florida St.","1/29/1990","2",0,"San Francisco 49ers / 6th / 180th pick / 2013","$585,000"
"45",57,"Mike Morgan",27,"lb",14,2,224,"6-4","USC","1/16/1988","4",2,"","$1,000,000"
"46",62,"Drew Nowak",25,"c",8,7,300,"6-3","West. Michigan","3/7/1990","3",4,"","$435,000"
"47",76,"Russell Okung",28,"LT",13,13,307,"6-5","Oklahoma St.","10/7/1987","5",9,"Seattle Seahawks / 1st / 6th pick / 2010","$7,280,000"
"48",58,"Kevin Pierre-Louis",24,"lb",14,1,232,"6-1","Boston Col.","10/7/1991","1",1,"Seattle Seahawks / 4th / 132nd pick / 2014","$606,413"
"49",47,"Eric Pinkins",24,"",6,0,220,"6-3","San Diego St.","8/7/1991","1",0,"Seattle Seahawks / 6th / 208th pick / 2014","$112,200"
"50",34,"Thomas Rawls",22,"rb",13,7,217,"5-10","Central Michigan","8/3/1993","Rook",7,"","$440,000"
"51",10,"Paul Richardson",23,"",1,0,175,"6-0","Colorado","4/13/1992","1",0,"Seattle Seahawks / 2nd / 45th pick / 2014","$1,071,099"
"52",77,"Ahtyba Rubin",29,"LDT",16,16,321,"6-2","Iowa St.","7/25/1986","7",9,"Cleveland Browns / 6th / 190th pick / 2008","$2,600,000"
"53",9,"Jon Ryan",34,"",16,0,202,"6-0","Regina (Canada)","11/26/1981","9",2,"","$1,500,000"
"54",35,"DeShawn Shead",27,"rcb",16,6,220,"6-1","Portland St.","6/28/1988","3",3,"","$660,000"
