"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",86,"Pat Batteaux",23,"",5,0,195,"6-0","TCU","4/18/1978","Rook",0,""
"2",42,"Rogers Beckett",24,"FS",16,16,207,"6-2","Marshall","1/31/1977","1",6,"San Diego Chargers / 2nd / 43rd pick / 2000"
"3",2,"Darren Bennett",36,"",16,0,235,"6-5","none","1/9/1965","6",2,""
"4",50,"David Binn",29,"",16,0,245,"6-3","California","2/6/1972","7",1,""
"5",9,"Drew Brees",22,"",1,0,209,"6-0","Purdue","1/15/1979","Rook",1,"San Diego Chargers / 2nd / 32nd pick / 2001"
"6",96,"Leonardo Carson",24,"LDT",16,13,305,"6-2","Auburn","2/11/1977","1",6,"San Diego Chargers / 4th / 113th pick / 2000"
"7",30,"Robert Carswell",23,"",16,0,215,"5-11","Clemson","10/26/1978","Rook",1,"San Diego Chargers / 7th / 244th pick / 2001"
"8",8,"Steve Christie",34,"",5,0,195,"6-0","William & Mary","11/13/1967","11",1,""
"9",66,"Carey Clayton",24,"",1,0,285,"6-3","Texas-El Paso","8/31/1977","Rook",0,""
"10",27,"Tay Cody",24,"LCB",14,11,180,"5-9","Florida St.","10/6/1977","Rook",4,"San Diego Chargers / 3rd / 67th pick / 2001"
"11",80,"Curtis Conway",30,"WR",16,16,196,"6-1","USC","1/13/1971","8",10,"Chicago Bears / 1st / 7th pick / 1993"
"12",90,"Adrian Dingle",24,"",14,0,272,"6-3","Clemson","6/25/1977","1",1,"San Diego Chargers / 5th / 139th pick / 1999"
"13",51,"Gerald Dixon",32,"LB",16,15,250,"6-3","South Carolina","6/20/1969","8",7,"Cleveland Browns / 3rd / 78th pick / 1992"
"14",85,"Tim Dwight",26,"wr",10,2,180,"5-8","Iowa","7/13/1975","3",5,"Atlanta Falcons / 4th / 114th pick / 1998"
"15",69,"Ed Ellis",26,"rt",16,2,325,"6-5","Buffalo","10/13/1975","4",2,"New England Patriots / 4th / 125th pick / 1997"
"16",41,"Terrell Fletcher",28,"",13,0,196,"5-8","Wisconsin","9/14/1973","6",2,"San Diego Chargers / 2nd / 51st pick / 1995"
"17",7,"Doug Flutie",39,"QB",16,16,180,"5-10","Boston Col.","10/23/1962","15",11,"Los Angeles Rams / 11th / 285th pick / 1985"
"18",95,"Albert Fontenot",31,"de",16,2,287,"6-4","Baylor","9/17/1970","8",2,"Chicago Bears / 4th / 112th pick / 1993"
"19",82,"Trevor Gaylor",24,"wr",7,3,195,"6-3","Miami (OH)","11/3/1977","1",2,"San Diego Chargers / 4th / 111th pick / 2000"
"20",71,"DeMingo Graham",28,"RG",16,16,310,"6-3","Hofstra","9/10/1973","2",8,""
"21",81,"Jeff Graham",32,"WR",14,11,200,"6-2","Ohio St.","2/14/1969","10",7,"Pittsburgh Steelers / 2nd / 46th pick / 1991"
"22",40,"Derrick Harris",29,"",16,0,253,"6-0","Miami (FL)","9/18/1972","5",0,"St. Louis Rams / 6th / 175th pick / 1996"
"23",22,"Lloyd Harrison",24,"lcb",12,1,190,"5-10","North Carolina St.","6/21/1977","1",1,"Washington Redskins / 3rd / 64th pick / 2000"
"24",37,"Rodney Harrison*",29,"SS",14,14,220,"6-1","West. Illinois","12/15/1972","7",8,"San Diego Chargers / 5th / 145th pick / 1994"
"25",83,"Steve Heiden",25,"TE",16,10,265,"6-5","South Dakota St.","9/21/1976","2",0,"San Diego Chargers / 3rd / 69th pick / 1999"
"26",52,"John Holecek",29,"",11,0,240,"6-2","Illinois","5/7/1972","6",1,"Buffalo Bills / 5th / 144th pick / 1995"
"27",53,"Deon Humphrey",25,"",11,0,240,"6-3","Florida St.","5/7/1976","1",1,""
"28",64,"Kendyl Jacox",26,"C",16,16,330,"6-2","Kansas St.","6/10/1975","3",8,""
"29",28,"Ronney Jenkins",24,"",16,0,185,"5-11","BYU,Northern Arizona","5/25/1977","1",2,""
"30",99,"Raylee Johnson",31,"DE",16,16,272,"6-3","Arkansas","6/1/1970","8",8,"San Diego Chargers / 4th / 95th pick / 1993"
