"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",97,"Geno Atkins",22,"dt",16,1,286,"6-1","Georgia","3/28/1988","Rook",2,"Cincinnati Bengals / 4th / 120th pick / 2010"
"2",23,"Fred Bennett",27,"",5,0,196,"6-1","South Carolina","12/31/1983","3",0,"Houston Texans / 4th / 123rd pick / 2007"
"3",32,"Cedric Benson",28,"RB",16,16,222,"5-11","Texas","12/28/1982","5",7,"Chicago Bears / 1st / 4th pick / 2005"
"4",87,"Andre Caldwell",25,"wr",15,5,207,"6-1","Florida","4/15/1985","2",3,"Cincinnati Bengals / 3rd / 97th pick / 2008"
"5",NA,"Daniel Coats",26,"",6,0,257,"6-3","BYU","4/16/1984","3",0,""
"6",80,"Chase Coffman",24,"",6,0,250,"6-5","Missouri","11/10/1986","1",0,"Cincinnati Bengals / 3rd / 98th pick / 2009"
"7",NA,"Anthony Collins",25,"t",9,3,308,"6-6","Kansas","11/2/1985","2",2,"Cincinnati Bengals / 4th / 112th pick / 2008"
"8",64,"Kyle Cook",27,"C",16,16,295,"6-3","Michigan St.","7/25/1983","2",8,""
"9",12,"Quan Cosby",28,"",16,0,191,"5-9","Texas","12/23/1982","1",0,""
"10",42,"Chris Crocker",30,"FS",9,9,194,"5-11","Marshall","3/9/1980","7",3,"Cleveland Browns / 3rd / 84th pick / 2003"
"11",96,"Carlos Dunlap",21,"",12,0,290,"6-6","Florida","2/28/1989","Rook",2,"Cincinnati Bengals / 2nd / 54th pick / 2010"
"12",68,"Jonathan Fanene",28,"",2,0,290,"6-3","Utah","3/19/1982","5",0,"Cincinnati Bengals / 7th / 233rd pick / 2005"
"13",NA,"John Paul Foschi",28,"te",2,1,270,"6-4","Georgia Tech","5/19/1982","5",0,""
"14",91,"Robert Geathers",27,"DE",16,16,270,"6-3","Georgia","8/11/1983","6",7,"Cincinnati Bengals / 4th / 117th pick / 2004"
"15",21,"Brandon Ghee",23,"",6,0,189,"6-0","Wake Forest","6/6/1987","Rook",0,"Cincinnati Bengals / 3rd / 96th pick / 2010"
"16",84,"Jermaine Gresham",22,"TE",15,10,261,"6-5","Oklahoma","6/16/1988","Rook",4,"Cincinnati Bengals / 1st / 21st pick / 2010"
"17",29,"Leon Hall",26,"RCB",16,16,193,"5-11","Michigan","12/9/1984","3",7,"Cincinnati Bengals / 1st / 18th pick / 2007"
"18",46,"Clark Harris",26,"",16,0,257,"6-5","Rutgers","7/10/1984","2",1,"Green Bay Packers / 7th / 243rd pick / 2007"
"19",10,"Kevin Huber",25,"",16,0,221,"6-0","Cincinnati","7/16/1985","1",1,"Cincinnati Bengals / 5th / 142nd pick / 2009"
"20",59,"Brandon Johnson",27,"lb",16,3,220,"6-5","Louisville","4/5/1983","4",3,"Arizona Cardinals / 5th / 142nd pick / 2006"
"21",85,"Chad Johnson",32,"",14,12,192,"6-1","Langston,Oregon St.","1/9/1978","9",7,"Cincinnati Bengals / 2nd / 36th pick / 2001"
