"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",57,"Lorenzo Alexander",33,"DT",14,14,300,"6-1","California","5/31/1983","9",NA,"","$600,000"
"2",33,"Colt Anderson",31,"DB",2,0,194,"5-10","Montana","10/25/1985","6",NA,"","$680,000"
"3",86,"Blake Annen",25,"TE",NA,NA,250,"6-5","Cincinnati","5/28/1991","2",NA,"","$348,000"
"4",NA,"Dri Archer",25,"WR",NA,NA,173,"5-8","Kent St.","8/9/1991","2",NA,"Pittsburgh Steelers / 3rd / 97th pick / 2014","$600,000"
"5",26,"Robert Blanton",27,"CB",10,2,208,"6-1","Notre Dame","9/7/1989","4",NA,"Minnesota Vikings / 5th / 139th pick / 2012","$680,000"
"6",52,"Preston Brown",24,"ILB",14,14,251,"6-1","Louisville","10/27/1992","2",NA,"Buffalo Bills / 3rd / 73rd pick / 2014","$793,750"
"7",38,"Sergio Brown",28,"DB",6,0,210,"6-2","Notre Dame","5/22/1988","6",NA,"","$760,000"
"8",53,"Zach Brown",27,"OLB",14,14,244,"6-1","North Carolina","10/23/1989","4",NA,"Tennessee Titans / 2nd / 52nd pick / 2012","$1,250,000"
"9",97,"Corbin Bryant",28,"DE",8,6,300,"6-4","Northwestern","1/4/1988","5",NA,"","$1,671,000"
"10",22,"Reggie Bush",31,"RB",11,0,200,"6-0","USC","3/2/1985","10",NA,"New Orleans Saints / 1st / 2nd pick / 2006","$1,500,000"
"11",2,"Dan Carpenter",31,"K",14,0,216,"6-2","Montana","11/25/1985","8",NA,"","$2,587,500"
"12",87,"Gerald Christian",25,"TE",3,0,250,"6-3","Louisville","8/26/1991","Rook",NA,"Arizona Cardinals / 7th / 256th pick / 2015","$344,110"
"13",85,"Charles Clay",27,"TE",13,13,245,"6-3","Tulsa","2/13/1989","5",NA,"Miami Dolphins / 6th / 174th pick / 2011","$6,000,000"
"14",98,"Deandre Coleman",25,"DT",3,0,314,"6-5","California","1/27/1991","2",NA,"","$176,470"
"15",28,"Ronald Darby",22,"CB",12,12,195,"5-11","Florida St.","1/2/1994","1",NA,"Buffalo Bills / 2nd / 50th pick / 2015","$1,038,566"
"16",99,"Marcell Dareus",26,"DT",6,5,319,"6-3","Alabama","3/13/1990","5",NA,"Buffalo Bills / 1st / 3rd pick / 2011","$11,514,705"
"17",74,"Leger Douzable",30,"DT",14,4,305,"6-4","Central Florida","5/31/1986","7",NA,"","$600,000"
"18",31,"Jonathan Dowling",25,"FS",NA,NA,190,"6-3","West. Kentucky","12/8/1991","2",NA,"Oakland Raiders / 7th / 247th pick / 2014","$348,000"
"19",81,"Marcus Easley",29,"WR",NA,NA,225,"6-2","Connecticut","11/2/1987","5",NA,"Buffalo Bills / 4th / 107th pick / 2010","$1,850,000"
"20",75,"IK Enemkpali",25,"DE",NA,NA,261,"6-1","Louisiana Tech","7/3/1991","2",NA,"New York Jets / 6th / 210th pick / 2014","$600,000"
"21",42,"Jerome Felton",30,"RB",13,4,246,"6-0","Furman","7/3/1986","8",NA,"Detroit Lions / 5th / 146th pick / 2008","$832,941"
"22",37,"Shamiel Gary",26,"SS",1,0,205,"6-0","Oklahoma St.","5/31/1990","2",NA,"","$92,646"
"23",35,"Mike Gillislee",26,"RB",13,1,208,"5-11","Florida","11/1/1990","3",NA,"Miami Dolphins / 5th / 164th pick / 2013","$600,000"
