"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",99,"C.J. Ah You",29,"rdt",9,2,265,"6-4","Oklahoma","7/7/1982","2",1,"Buffalo Bills / 7th / 239th pick / 2007"
"2",84,"Danario Alexander",25,"wr",10,5,221,"6-5","Missouri","8/7/1986","1",2,""
"3",16,"Danny Amendola",26,"wr",1,1,183,"5-11","Texas Tech","11/2/1985","2",0,""
"4",36,"Tim Atchison",24,"",1,0,200,"6-1","Baylor","9/27/1987","Rook",0,""
"5",47,"Billy Bajema",29,"TE",16,12,261,"6-5","Oklahoma St.","10/31/1982","6",0,"San Francisco 49ers / 7th / 249th pick / 2005"
"6",95,"Justin Bannan",32,"RDT",15,14,305,"6-3","Colorado","4/18/1979","9",6,"Buffalo Bills / 5th / 139th pick / 2002"
"7",24,"Ronald Bartell",29,"lcb",1,1,208,"6-1","Howard","2/22/1982","6",0,"St. Louis Rams / 2nd / 50th pick / 2005"
"8",63,"Jacob Bell",30,"LG",12,12,300,"6-5","Miami (OH)","3/2/1981","7",3,"Tennessee Titans / 5th / 138th pick / 2004"
"9",8,"Sam Bradford",24,"QB",10,10,236,"6-4","Oklahoma","11/8/1987","1",3,"St. Louis Rams / 1st / 1st pick / 2010"
"10",12,"Tom Brandstater",27,"",1,0,215,"6-5","Fresno St.","10/21/1984","2",0,"Denver Broncos / 6th / 174th pick / 2009"
"11",60,"Jason Brown",28,"C",14,14,313,"6-3","North Carolina","5/5/1983","6",4,"Baltimore Ravens / 4th / 124th pick / 2005"
"12",3,"Josh Brown",32,"",16,0,202,"6-0","Nebraska","4/29/1979","8",2,"Seattle Seahawks / 7th / 222nd pick / 2003"
"13",37,"James Butler",29,"",16,0,210,"6-3","Georgia Tech","9/7/1982","6",1,""
"14",57,"Chris Chamberlain",26,"LB",16,13,226,"6-2","Tulsa","9/30/1985","3",6,"St. Louis Rams / 7th / 228th pick / 2008"
"15",89,"Mark Clayton",29,"wr",2,1,193,"5-10","Oklahoma","7/2/1982","6",0,"Baltimore Ravens / 1st / 22nd pick / 2005"
"16",1,"Kellen Clemens",28,"qb",3,3,224,"6-2","Oregon","6/6/1983","5",1,"New York Jets / 2nd / 49th pick / 2006"
"17",52,"Justin Cole",24,"",4,0,242,"6-3","San Jose St.","11/22/1987","Rook",0,""
"18",15,"Dominique Curry",24,"",16,0,227,"6-2","California (PA)","8/16/1987","1",0,""
"19",43,"Craig Dahl",26,"ss",16,3,207,"6-1","North Dakota St.","6/17/1985","4",2,""
"20",62,"Harvey Dahl",30,"RG",16,16,302,"6-5","Nevada","6/24/1981","5",4,""
"21",4,"A.J. Feeley",34,"qb",5,3,225,"6-3","Oregon","5/16/1977","10",1,"Philadelphia Eagles / 5th / 155th pick / 2001"
"22",32,"Bradley Fletcher",25,"rcb",4,4,196,"6-0","Iowa","6/25/1986","2",2,"St. Louis Rams / 3rd / 66th pick / 2009"
"23",11,"Brandon Gibson",24,"WR",15,9,204,"6-0","Washington St.","8/13/1987","2",2,"Philadelphia Eagles / 6th / 194th pick / 2009"
"24",71,"Gary Gibson",29,"ldt",16,1,285,"6-3","Rutgers","5/5/1982","4",2,""
"25",73,"Adam Goldberg",31,"rt",16,8,310,"6-7","Wyoming","8/12/1980","7",3,""
"26",38,"Josh Gordy",24,"rcb",14,9,195,"5-11","Central Michigan","2/9/1987","1",5,""
"27",96,"James Hall",34,"DE",15,15,280,"6-2","Michigan","2/4/1977","11",7,""
"28",31,"Al Harris",37,"rcb",9,5,185,"6-1","Texas A&M-Kingsville","12/7/1974","13",2,"Tampa Bay Buccaneers / 6th / 169th pick / 1997"
"29",26,"Roderick Hood",30,"lcb",9,4,196,"5-11","Auburn","10/3/1981","8",2,""
"30",86,"Michael Hoomanawanui",23,"te",8,8,271,"6-3","Illinois","7/4/1988","1",0,"St. Louis Rams / 5th / 132nd pick / 2010"
"31",64,"Kevin Hughes",23,"",3,0,302,"6-4","Southeastern Louisiana","8/6/1988","Rook",0,""
"32",56,"Josh Hull",24,"",11,0,236,"6-2","Penn St.","5/21/1987","1",1,"St. Louis Rams / 7th / 254th pick / 2010"
"33",22,"Brian Jackson",24,"",1,0,198,"6-0","Oklahoma","5/4/1987","1",0,""
"34",39,"Steven Jackson",28,"RB",15,15,229,"6-3","Oregon St.","7/22/1983","7",6,"St. Louis Rams / 1st / 24th pick / 2004"
"35",25,"Marquis Johnson",23,"",3,0,192,"5-10","Alabama","5/18/1988","1",0,"St. Louis Rams / 7th / 211th pick / 2010"
"36",5,"Donnie Jones",31,"",16,0,222,"6-2","LSU","7/5/1980","7",2,"Seattle Seahawks / 7th / 224th pick / 2004"
"37",50,"Bryan Kehl",27,"lb",14,1,234,"6-2","BYU","6/16/1984","3",1,"New York Giants / 4th / 123rd pick / 2008"
"38",88,"Lance Kendricks",23,"TE",15,10,240,"6-3","Wisconsin","1/30/1988","Rook",2,"St. Louis Rams / 2nd / 47th pick / 2011"
"39",21,"Justin King",24,"LCB",12,12,185,"5-11","Penn St.","5/11/1987","3",5,"St. Louis Rams / 4th / 101st pick / 2008"
"40",55,"James Laurinaitis",25,"MLB",16,16,255,"6-2","Ohio St.","12/3/1986","2",9,"St. Louis Rams / 2nd / 35th pick / 2009"
"41",51,"Ben Leber",33,"lb",7,3,244,"6-3","Kansas St.","12/7/1978","9",2,"San Diego Chargers / 3rd / 71st pick / 2002"
"42",79,"Mark LeVoir",29,"lt",7,3,306,"6-7","Notre Dame","7/29/1982","3",1,""
