"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",20,"Marques Anderson",23,"SS",14,11,212,"5-11","UCLA","5/26/1979","Rook",6,"Green Bay Packers / 3rd / 92nd pick / 2002"
"2",85,"Karsten Bailey",25,"",7,0,205,"6-0","Auburn","4/26/1977","3",0,"Seattle Seahawks / 3rd / 82nd pick / 1999"
"3",71,"Kevin Barry",23,"rt",14,3,330,"6-4","Arizona","7/20/1979","Rook",2,""
"4",9,"Josh Bidwell",26,"",16,0,220,"6-3","Oregon","3/13/1976","2",3,"Green Bay Packers / 4th / 133rd pick / 1999"
"5",69,"Jeff Blackshear",33,"",1,0,323,"6-6","La-Monroe","3/29/1969","9",0,"Seattle Seahawks / 8th / 197th pick / 1993"
"6",28,"Matt Bowen",26,"ss",16,6,207,"6-1","Iowa","11/12/1976","2",3,"St. Louis Rams / 6th / 198th pick / 2000"
"7",77,"Barrett Brooks",30,"",2,0,325,"6-5","Kansas St.","5/5/1972","7",0,"Philadelphia Eagles / 2nd / 58th pick / 1995"
"8",93,"Gilbert Brown",31,"NT",12,11,340,"6-2","Kansas","2/22/1971","9",5,"Minnesota Vikings / 3rd / 79th pick / 1993"
"9",39,"Tony Carter",30,"",12,0,230,"6-0","Minnesota","8/23/1972","8",0,""
"10",76,"Chad Clifton",26,"LT",10,9,330,"6-5","Tennessee","6/26/1976","2",4,"Green Bay Packers / 2nd / 44th pick / 2000"
"11",44,"Najeh Davenport",23,"",8,0,245,"6-1","Miami (FL)","2/8/1979","Rook",2,"Green Bay Packers / 4th / 135th pick / 2002"
"12",60,"Rob Davis",34,"",16,0,284,"6-3","Shippensburg","12/10/1968","6",1,""
"13",81,"Tyrone Davis",30,"te",9,2,240,"6-4","Virginia","6/30/1972","7",1,"New York Jets / 4th / 107th pick / 1995"
"14",59,"Na'il Diggs",24,"LB",16,16,238,"6-4","Ohio St.","7/8/1978","2",9,"Green Bay Packers / 4th / 98th pick / 2000"
"15",72,"Earl Dotson",32,"RT",14,11,315,"6-4","Texas A&M-Kingsville","12/17/1970","9",5,"Green Bay Packers / 3rd / 81st pick / 1993"
