"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",93,"Tyson Alualu",27,"",16,0,295,"6-3","California","5/12/1987","4",2,"Jacksonville Jaguars / 1st / 10th pick / 2010"
"2",19,"Bryan Anger",26,"",16,0,208,"6-3","California","10/6/1988","2",3,"Jacksonville Jaguars / 3rd / 70th pick / 2012"
"3",23,"Alan Ball",29,"rcb",7,7,176,"6-1","Illinois","3/29/1985","7",3,"Dallas Cowboys / 7th / 237th pick / 2007"
"4",68,"Zane Beadles",28,"LG",16,16,310,"6-4","Utah","11/19/1986","4",6,"Denver Broncos / 2nd / 45th pick / 2010"
"5",24,"Will Blackmon",30,"cb",8,4,200,"6-0","Boston Col.","10/27/1984","8",2,"Green Bay Packers / 4th / 115th pick / 2006"
"6",5,"Blake Bortles",22,"QB",14,13,232,"6-5","Central Florida","4/28/1992","Rook",5,"Jacksonville Jaguars / 1st / 3rd pick / 2014"
"7",70,"Luke Bowanko",23,"C",16,14,293,"6-5","Virginia","6/13/1991","Rook",5,"Jacksonville Jaguars / 6th / 205th pick / 2014"
"8",78,"Cameron Bradfield",27,"rt",2,2,301,"6-4","Grand Valley St.","9/14/1987","3",NA,""
"9",90,"Andre Branch",25,"",9,0,260,"6-4","Clemson","7/14/1989","2",1,"Jacksonville Jaguars / 2nd / 38th pick / 2012"
"10",12,"Mike Brown",25,"wr",5,1,205,"5-10","Liberty","2/9/1989","2",1,""
"11",79,"Red Bryant",30,"DE",16,16,326,"6-5","Texas A&M","4/18/1984","6",6,"Seattle Seahawks / 4th / 121st pick / 2008"
"12",38,"Tommie Campbell",27,"",7,0,207,"6-2","Pittsburgh,California (PA)","9/19/1987","3",0,"Tennessee Titans / 7th / 251st pick / 2011"
"13",91,"Chris Clemons",33,"DE",16,16,234,"6-3","Georgia","10/30/1981","10",7,""
"14",29,"Aaron Colvin",23,"db",6,1,177,"5-11","Oklahoma","10/2/1991","Rook",1,"Jacksonville Jaguars / 4th / 114th pick / 2014"
"15",37,"Jonathan Cyprien",24,"SS",15,15,217,"6-0","Florida International","7/29/1990","1",6,"Jacksonville Jaguars / 2nd / 33rd pick / 2013"
"16",59,"Ryan Davis",25,"",16,0,260,"6-2","Bethune-Cookman","2/24/1989","2",2,""
"17",57,"A.J. Edds",27,"",2,0,246,"6-4","Iowa","9/18/1987","3",0,"Miami Dolphins / 4th / 119th pick / 2010"
"18",26,"Josh Evans",23,"FS",16,14,207,"6-1","Florida","6/5/1991","1",6,"Jacksonville Jaguars / 6th / 169th pick / 2013"
"19",58,"Khairi Fortt",22,"",3,0,242,"6-2","California","3/24/1992","Rook",0,"New Orleans Saints / 4th / 126th pick / 2014"
"20",54,"Jeremiah George",22,"",6,0,234,"5-11","Iowa St.","1/24/1992","Rook",0,"New York Jets / 5th / 154th pick / 2014"
"21",21,"Toby Gerhart",27,"rb",14,7,234,"6-0","Stanford","3/28/1987","4",3,"Minnesota Vikings / 2nd / 51st pick / 2010"
"22",27,"Dwayne Gratz",24,"RCB",15,13,201,"5-11","Connecticut","3/8/1990","1",5,"Jacksonville Jaguars / 3rd / 64th pick / 2013"
"23",22,"Winston Guy",24,"fs",4,3,218,"6-1","Kentucky","4/23/1990","2",1,"Seattle Seahawks / 6th / 181st pick / 2012"
"24",86,"Clay Harbor",27,"TE",13,8,252,"6-3","SW Missouri St.","7/2/1987","4",2,"Philadelphia Eagles / 4th / 125th pick / 2010"
"25",31,"Jeremy Harris",23,"",6,0,195,"6-2","New Mexico St.","4/26/1991","1",0,"Jacksonville Jaguars / 7th / 208th pick / 2013"
