"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",68,"John Ayers",26,"LG",16,16,258,"6-5","Texas,West Texas A&M","4/14/1953","2",8,"San Francisco 49ers / 8th / 223rd pick / 1976"
"2",77,"Jean Barrett",28,"",13,1,253,"6-6","Tulsa","5/24/1951","6",4,"San Francisco 49ers / 2nd / 44th pick / 1972"
"3",76,"Dwaine Board",23,"rde",16,5,248,"6-5","North Carolina A&T","11/29/1956","Rook",2,"Pittsburgh Steelers / 5th / 137th pick / 1979"
"4",29,"John Bristor",24,"",1,0,188,"6-0","California (PA),Waynesburg","11/25/1955","Rook",1,""
"5",82,"Bob Bruer",26,"te",16,4,235,"6-5","Mankato St.","5/22/1953","Rook",2,"Houston Oilers / 9th / 221st pick / 1975"
"6",57,"Dan Bunz",24,"MLB",14,12,226,"6-4","California-Riverside,Long Beach St.","10/7/1955","1",4,"San Francisco 49ers / 1st / 24th pick / 1978"
"7",58,"Gordy Ceresino",22,"",16,3,224,"6-0","Stanford","10/26/1957","Rook",2,""
"8",87,"Dwight Clark",22,"wr",16,3,212,"6-4","Clemson","1/8/1957","Rook",2,"San Francisco 49ers / 10th / 249th pick / 1979"
"9",28,"Charles Cornelius",27,"LCB",16,14,176,"5-9","Bethune-Cookman","7/27/1952","2",4,""
"10",79,"Al Cowlings",32,"",12,0,255,"6-5","USC","6/16/1947","9",2,"Buffalo Bills / 1st / 5th pick / 1970"
"11",51,"Randy Cross",25,"RG",16,16,259,"6-3","UCLA","4/25/1954","3",8,"San Francisco 49ers / 2nd / 42nd pick / 1976"
"12",17,"Steve DeBerg",25,"QB",16,15,210,"6-3","San Jose St.","1/19/1954","1",12,"Dallas Cowboys / 10th / 275th pick / 1977"
"13",62,"Walt Downing",23,"",16,0,259,"6-3","Michigan","6/11/1956","1",4,"San Francisco 49ers / 2nd / 47th pick / 1978"
"14",27,"Tony Dungy",24,"FS",15,7,188,"6-0","Minnesota","10/6/1955","2",2,""
"15",35,"Lenvil Elliott",28,"",16,0,205,"6-0","Truman St.","9/2/1951","6",3,"Cincinnati Bengals / 10th / 249th pick / 1973"
"16",71,"Keith Fahnhorst",27,"RT",16,16,273,"6-6","Minnesota","2/6/1952","5",8,"San Francisco 49ers / 2nd / 35th pick / 1974"
"17",38,"Bob Ferrell",27,"",16,0,216,"6-0","UCLA","11/13/1952","3",0,""
"18",48,"Phil Francis",22,"",16,0,205,"6-1","Stanford","1/10/1957","Rook",3,"San Francisco 49ers / 7th / 166th pick / 1979"
"19",30,"Tim Gray",27,"SS",16,15,200,"6-1","Texas A&M","11/11/1952","4",4,"St. Louis Cardinals / 1st / 21st pick / 1975"
"20",86,"Cedrick Hardman",31,"RDE",14,11,255,"6-3","North Texas","10/4/1948","9",3,"San Francisco 49ers / 1st / 9th pick / 1970"
"21",59,"Willie Harper",29,"RLB",16,16,215,"6-2","Nebraska","7/30/1950","6",4,"San Francisco 49ers / 2nd / 41st pick / 1973"
"22",22,"Dwight Hicks",23,"db",8,4,190,"6-1","Michigan","4/5/1956","Rook",2,"Detroit Lions / 6th / 150th pick / 1978"
"23",55,"Scott Hilton",25,"LLB",7,7,230,"6-4","Salem","5/28/1954","Rook",2,""
"24",36,"Paul Hofer",27,"rb",15,7,195,"6-0","Mississippi","5/13/1952","3",10,"San Francisco 49ers / 11th / 305th pick / 1976"
"25",45,"Mike Hogan",25,"rb",2,2,213,"6-2","Tenn-Chattanooga","11/1/1954","3",1,"Philadelphia Eagles / 9th / 247th pick / 1976"
"26",40,"Wilbur Jackson",28,"FB",16,14,215,"6-1","Alabama","11/19/1951","5",6,"San Francisco 49ers / 1st / 9th pick / 1974"
"27",44,"Charles Johnson",23,"",4,0,182,"5-10","Grambling St.","5/5/1956","Rook",2,"Atlanta Falcons / 4th / 101st pick / 1979"
"28",24,"Eric Johnson",27,"",8,1,192,"6-1","Washington St.","7/23/1952","2",2,""
"29",80,"Terry LeCount",23,"",2,0,178,"5-10","Florida","7/9/1956","1",0,"San Francisco 49ers / 4th / 91st pick / 1978"
"30",22,"Eddie Lewis",26,"",7,2,177,"6-0","Kansas","12/15/1953","3",1,"San Francisco 49ers / 2nd / 57th pick / 1976"
"31",81,"Ken MacAfee",23,"TE",16,12,250,"6-4","Notre Dame","1/9/1956","1",3,"San Francisco 49ers / 1st / 7th pick / 1978"
"32",54,"Bob Martin",26,"",13,2,217,"6-1","Nebraska","11/14/1953","3",2,"New York Jets / 6th / 163rd pick / 1976"
"33",52,"Jeff McIntyre",25,"lb",14,3,232,"6-3","Arizona St.","9/20/1954","Rook",1,"Denver Broncos / 6th / 148th pick / 1979"
"34",11,"Dan Melville",23,"P",16,0,185,"6-0","California","3/4/1956","Rook",1,""
"35",16,"Joe Montana",23,"qb",16,1,200,"6-2","Notre Dame","6/11/1956","Rook",0,"San Francisco 49ers / 3rd / 82nd pick / 1979"
