"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",37,"Vince Anderson",26,"",3,0,205,"6-2","Webber International","12/8/1984","Rook",0,""
"2",22,"Larry Asante",22,"",2,0,211,"6-0","Nebraska","3/7/1988","Rook",0,"Cleveland Browns / 5th / 160th pick / 2010"
"3",20,"Ronde Barber",35,"RCB",16,16,184,"5-10","Virginia","4/7/1975","13",7,"Tampa Bay Buccaneers / 3rd / 66th pick / 1997"
"4",NA,"Will Barker",23,"",3,0,315,"6-7","Virginia","7/3/1987","Rook",0,""
"5",10,"Connor Barth",24,"",16,0,193,"5-11","North Carolina","4/11/1986","2",3,""
"6",17,"Arrelious Benn",22,"WR",15,9,225,"6-2","Illinois","9/8/1988","Rook",4,"Tampa Bay Buccaneers / 2nd / 39th pick / 2010"
"7",71,"Michael Bennett",25,"de",13,2,271,"6-4","Texas A&M","11/13/1985","1",2,""
"8",31,"E.J. Biggers",23,"lcb",16,6,180,"6-0","West. Michigan","6/13/1987","1",3,"Tampa Bay Buccaneers / 7th / 217th pick / 2009"
"9",58,"Quincy Black",26,"LB",11,10,226,"6-2","New Mexico","2/28/1984","3",6,"Tampa Bay Buccaneers / 3rd / 68th pick / 2007"
"10",27,"LeGarrette Blount",24,"rb",13,7,245,"6-1","Oregon","12/5/1986","Rook",7,""
"11",89,"Dezmon Briscoe",21,"",2,0,200,"6-3","Kansas","8/31/1989","Rook",1,"Cincinnati Bengals / 6th / 191st pick / 2010"
"12",9,"Chris Bryan",28,"",4,0,210,"6-5","none","3/6/1982","Rook",0,""
"13",NA,"Brandon Carter",24,"",1,0,319,"6-6","Texas Tech","9/10/1986","Rook",0,""
"14",96,"Tim Crowder",25,"DE",16,9,272,"6-4","Texas","6/30/1985","3",5,"Denver Broncos / 2nd / 56th pick / 2007"
"15",48,"Andrew Economos",28,"",16,0,250,"6-1","Georgia Tech","6/24/1982","4",1,""
