"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",40,"Charles Alexander",28,"fb",16,5,224,"6-1","LSU","7/28/1957","6",2,"Cincinnati Bengals / 1st / 12th pick / 1979"
"2",14,"Ken Anderson",36,"qb",3,2,212,"6-2","Augustana (IL)","2/15/1949","14",1,"Cincinnati Bengals / 3rd / 67th pick / 1971"
"3",53,"Leo Barker",26,"lb",16,2,226,"6-2","New Mexico St.","11/7/1959","1",1,"Cincinnati Bengals / 7th / 177th pick / 1984"
"4",74,"Brian Blados",23,"LG",16,16,300,"6-5","North Carolina","1/11/1962","1",10,"Cincinnati Bengals / 1st / 28th pick / 1984"
"5",61,"Jerry Boyarsky",26,"",16,0,290,"6-3","Pittsburgh","5/15/1959","4",1,"New Orleans Saints / 5th / 128th pick / 1981"
"6",3,"Jim Breech",29,"K",16,0,161,"5-6","California","4/11/1956","6",3,"Detroit Lions / 8th / 206th pick / 1978"
"7",34,"Louis Breeden",32,"LCB",16,16,185,"5-11","North Carolina Central","10/26/1953","7",5,"Cincinnati Bengals / 7th / 187th pick / 1977"
"8",21,"James Brooks",27,"RB",16,16,180,"5-10","Auburn","12/28/1958","4",14,"San Diego Chargers / 1st / 24th pick / 1981"
"9",81,"Eddie Brown",23,"WR",16,16,185,"6-0","Miami (FL)","12/17/1962","Rook",11,"Cincinnati Bengals / 1st / 13th pick / 1985"
"10",79,"Ross Browner",31,"RDE",16,16,262,"6-3","Notre Dame","3/22/1954","7",6,"Cincinnati Bengals / 1st / 8th pick / 1978"
"11",50,"Glenn Cameron",32,"RILB",16,15,225,"6-2","Florida","2/21/1953","10",5,"Cincinnati Bengals / 1st / 14th pick / 1975"
"12",76,"Glen Collins",26,"",16,0,265,"6-6","Mississippi St.","7/10/1959","3",1,"Cincinnati Bengals / 1st / 26th pick / 1982"
"13",80,"Cris Collinsworth",26,"WR",16,16,192,"6-5","Florida","1/27/1959","4",12,"Cincinnati Bengals / 2nd / 37th pick / 1981"
"14",31,"Lee Davis",23,"",7,0,198,"5-11","Mississippi","12/18/1962","Rook",0,"Cincinnati Bengals / 5th / 129th pick / 1985"
"15",51,"Tom Dinkel",29,"",13,0,240,"6-3","Kansas","7/25/1956","7",0,"Cincinnati Bengals / 5th / 126th pick / 1978"
"16",73,"Eddie Edwards",31,"LDE",16,16,256,"6-5","Miami (FL)","4/25/1954","8",6,"Cincinnati Bengals / 1st / 3rd pick / 1977"
"17",7,"Boomer Esiason",24,"QB",15,14,224,"6-5","Maryland","4/17/1961","1",14,"Cincinnati Bengals / 2nd / 38th pick / 1984"
"18",22,"James Griffin",24,"FS",16,11,197,"6-2","Middle Tenn. St.","9/7/1961","2",5,"Cincinnati Bengals / 7th / 193rd pick / 1983"
"19",83,"M.L. Harris",31,"",10,0,238,"6-5","Tampa,Kansas St.","1/16/1954","5",1,""
"20",82,"Rodney Holman",25,"TE",16,16,238,"6-3","Tulane","4/20/1960","3",5,"Cincinnati Bengals / 3rd / 82nd pick / 1982"
"21",20,"Ray Horton",25,"RCB",16,16,189,"5-10","Washington","4/12/1960","2",5,"Cincinnati Bengals / 2nd / 53rd pick / 1983"
"22",37,"Robert Jackson",27,"fs",16,5,184,"5-10","Central Michigan","10/10/1958","3",3,"Cincinnati Bengals / 11th / 285th pick / 1981"
"23",36,"Stanford Jennings",23,"",16,0,205,"6-1","Furman","3/12/1962","1",2,"Cincinnati Bengals / 3rd / 65th pick / 1984"
"24",30,"Bill Johnson",25,"",13,0,230,"6-2","Arkansas St.","10/31/1960","Rook",0,"Cincinnati Bengals / 2nd / 38th pick / 1984 Supp"
