"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",52,"Brian Allen",24,"lb",16,5,232,"6-0","Florida St.","4/1/1978","1",4,"St. Louis Rams / 3rd / 83rd pick / 2001"
"2",18,"Nathan Black",24,"",5,0,190,"6-0","NW State (LA)","6/20/1978","Rook",0,""
"3",81,"Anthony Bright",25,"",1,0,170,"6-1","Valencia CC (FL)","3/28/1977","Rook",0,""
"4",22,"Dee Brown",24,"rb",14,3,209,"5-10","Syracuse","5/12/1978","Rook",2,"Carolina Panthers / 6th / 175th pick / 2001"
"5",99,"Brentson Buckner",31,"LDT",12,12,305,"6-2","Clemson","9/30/1971","8",7,"Pittsburgh Steelers / 2nd / 50th pick / 1994"
"6",98,"Shane Burton",28,"ldt",16,4,305,"6-6","Tennessee","1/18/1974","6",3,"Miami Dolphins / 5th / 150th pick / 1996"
"7",82,"Isaac Byrd",28,"wr",13,3,188,"6-1","Kansas","11/16/1974","5",1,"Kansas City Chiefs / 6th / 195th pick / 1997"
"8",35,"Deke Cooper",25,"",10,0,215,"6-3","Notre Dame","10/18/1977","Rook",1,""
"9",40,"Jarrod Cooper",24,"",6,0,210,"6-0","Kansas St.","3/31/1978","1",0,"Carolina Panthers / 5th / 143rd pick / 2001"
"10",21,"Terry Cousin",27,"LCB",16,16,181,"5-9","South Carolina","4/11/1975","5",8,""
"11",65,"Kevin Donnalley",34,"RG",16,16,310,"6-5","Davidson,North Carolina","6/10/1968","11",5,"Houston Oilers / 3rd / 79th pick / 1991"
"12",28,"Terry Fair",26,"",3,0,185,"5-9","Tennessee","7/20/1976","4",0,"Detroit Lions / 1st / 20th pick / 1998"
"13",12,"Randy Fasani",24,"qb",4,1,234,"6-3","Stanford","9/18/1978","Rook",1,"Carolina Panthers / 5th / 137th pick / 2002"
"14",92,"Mario Fatafehi",23,"",6,0,300,"6-2","Kansas St.","1/27/1979","1",0,"Arizona Cardinals / 5th / 133rd pick / 2001"
"15",58,"Mark Fields",30,"LB",15,15,244,"6-2","Washington St.","11/9/1972","7",9,"New Orleans Saints / 1st / 13th pick / 1995"
"16",74,"Derrick Fletcher",27,"",5,0,348,"6-6","Baylor","9/9/1975","2",0,"New England Patriots / 5th / 154th pick / 1999"
"17",94,"Sean Gilbert",32,"",8,0,318,"6-5","Pittsburgh","4/10/1970","10",1,"Los Angeles Rams / 1st / 3rd pick / 1992"
"18",36,"Nick Goings",24,"rb",14,2,225,"6-0","Ohio St.,Pittsburgh","1/26/1978","1",2,""
"19",11,"Shayne Graham",25,"",11,0,197,"6-0","Virginia Tech","12/9/1977","1",2,""
"20",27,"Deon Grant",23,"FS",16,16,207,"6-2","Tennessee","3/14/1979","1",9,"Carolina Panthers / 2nd / 57th pick / 2000"
"21",88,"Karl Hankton",32,"wr",16,1,202,"6-2","LSU,Trinity (IL)","7/24/1970","4",1,""
"22",80,"Keith Heinrich",23,"",4,0,255,"6-5","Sam Houston St.","3/19/1979","Rook",0,"Carolina Panthers / 6th / 174th pick / 2002"
"23",5,"Jon Hilbert",27,"",1,0,228,"6-2","Louisville","7/15/1975","1",-1,""
"24",45,"Brad Hoover",26,"FB",16,10,242,"6-0","West. Carolina","11/11/1976","2",2,""
"25",23,"Reggie Howard",25,"RCB",14,14,190,"6-0","Henderson St.,Memphis","5/17/1977","2",8,""
"26",50,"Brad Jackson",27,"",11,0,230,"6-0","Cincinnati","1/11/1975","3",1,"Miami Dolphins / 3rd / 79th pick / 1998"
"27",78,"Jeno James",25,"lg",9,2,310,"6-3","Auburn","1/12/1977","2",1,"Carolina Panthers / 6th / 182nd pick / 2000"
"28",77,"Kris Jenkins*+",23,"RDT",16,16,335,"6-4","Maryland","8/3/1979","1",17,"Carolina Panthers / 2nd / 44th pick / 2001"
"29",4,"John Kasay",33,"",2,0,198,"5-10","Georgia","10/27/1969","11",0,"Seattle Seahawks / 4th / 98th pick / 1991"
"30",56,"Jason Kyle",30,"",16,0,242,"6-3","Arizona St.","5/12/1972","7",1,"Seattle Seahawks / 4th / 126th pick / 1995"
"31",86,"Kris Mangum",29,"TE",16,8,249,"6-4","Alabama,Mississippi","8/15/1973","5",1,"Carolina Panthers / 7th / 228th pick / 1997"
"32",25,"Emmanuel McDaniel",30,"db",16,5,180,"5-9","East Carolina","7/27/1972","6",4,"Carolina Panthers / 4th / 111th pick / 1996"
"33",59,"Kory Minor",26,"",4,0,247,"6-1","Notre Dame","12/14/1976","2",0,"San Francisco 49ers / 7th / 234th pick / 1999"
