"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",61,"Mark Adickes",28,"LG",16,11,278,"6-4","Baylor","4/22/1961","3",5,"Kansas City Chiefs / 1st / 5th pick / 1984 Supp"
"2",32,"Tommie Agee",25,"",9,0,225,"6-0","Auburn","2/22/1964","1",0,"Seattle Seahawks / 5th / 119th pick / 1987"
"3",76,"John Alt",27,"LT",16,16,298,"6-8","Iowa","5/30/1962","5",7,"Kansas City Chiefs / 1st / 21st pick / 1984"
"4",54,"Walker Lee Ashley",29,"LILB",16,15,234,"6-0","Penn St.","7/28/1960","6",8,"Minnesota Vikings / 3rd / 73rd pick / 1983"
"5",77,"Rich Baldinger",30,"LG",16,8,285,"6-4","Wake Forest","12/31/1959","7",4,"New York Giants / 10th / 270th pick / 1982"
"6",80,"Lew Barnes",27,"",2,0,163,"5-8","Oregon","12/27/1962","3",0,"Chicago Bears / 5th / 138th pick / 1986"
"7",99,"Mike Bell",32,"rde",15,6,255,"6-4","Colorado St.","8/30/1957","10",4,"Kansas City Chiefs / 1st / 2nd pick / 1979"
"8",34,"Lloyd Burruss",32,"db",9,1,204,"6-0","Maryland","10/31/1957","8",1,"Kansas City Chiefs / 3rd / 78th pick / 1981"
"9",70,"Mark Cannon",27,"",11,0,258,"6-3","Texas-Arlington","6/14/1962","5",1,"Green Bay Packers / 11th / 294th pick / 1984"
"10",30,"Paul Ott Carruth",28,"rb",2,1,220,"6-1","Alabama","7/22/1961","3",0,""
"11",88,"Carlos Carson",31,"wr",7,3,180,"5-11","LSU","12/28/1958","9",1,"Kansas City Chiefs / 5th / 114th pick / 1980"
"12",20,"Deron Cherry",30,"FS",15,15,197,"5-11","Rutgers","9/12/1959","8",7,""
"13",62,"Gene Chilton",25,"",16,0,281,"6-3","Texas","3/27/1964","3",1,"St. Louis Cardinals / 3rd / 59th pick / 1986"
"14",95,"Bruce Clark",31,"",11,0,273,"6-3","Penn St.","3/31/1958","7",1,"Green Bay Packers / 1st / 4th pick / 1980"
"15",55,"Louis Cooper",26,"",16,0,240,"6-2","West. Carolina","8/5/1963","4",2,"Seattle Seahawks / 11th / 305th pick / 1985"
"16",25,"Danny Copeland",23,"KR",16,0,210,"6-2","East. Kentucky","1/24/1966","Rook",0,"Cleveland Browns / 9th / 244th pick / 1988"
"17",17,"Steve DeBerg",35,"QB",12,10,210,"6-3","San Jose St.","1/19/1954","11",8,"Dallas Cowboys / 10th / 275th pick / 1977"
"18",82,"Chris Dressel",28,"",7,0,238,"6-4","Stanford","2/7/1961","6",1,"Houston Oilers / 3rd / 69th pick / 1983"
"19",75,"Irv Eatman",28,"RT",13,13,293,"6-7","UCLA","1/1/1961","3",6,"Kansas City Chiefs / 8th / 204th pick / 1983"
"20",10,"Mike Elkins",23,"",1,0,221,"6-3","Wake Forest","7/20/1966","Rook",0,"Kansas City Chiefs / 2nd / 32nd pick / 1989"
"21",22,"Kenny Gamble",24,"",2,0,197,"5-10","Colgate","3/8/1965","1",0,"Kansas City Chiefs / 10th / 251st pick / 1988"
"22",2,"Kelly Goodburn",27,"P",16,0,195,"6-2","Emporia St.,Iowa St.","4/14/1962","2",2,""
"23",98,"Leonard Griffin",27,"RDE",16,11,268,"6-4","Grambling St.","9/22/1962","3",6,"Kansas City Chiefs / 3rd / 63rd pick / 1986"
"24",56,"Dino Hackett",25,"RILB",13,13,228,"6-3","Appalachian St.","6/28/1964","3",7,"Kansas City Chiefs / 2nd / 35th pick / 1986"
"25",73,"Michael Harris",23,"",3,0,306,"6-4","Grambling St.","8/30/1966","Rook",0,""
"26",86,"Emile Harry",26,"wr",16,6,175,"5-11","Stanford","4/5/1963","3",4,"Atlanta Falcons / 4th / 89th pick / 1985"
"27",59,"Stacy Harvey",24,"",9,0,245,"6-4","Arizona St.","3/8/1965","Rook",1,""
"28",85,"Jonathan Hayes",27,"TE",16,16,248,"6-5","Iowa","8/11/1962","4",2,"Kansas City Chiefs / 2nd / 41st pick / 1985"
"29",44,"Herman Heard",28,"RB",16,10,184,"5-10","Fort Lewis,Southern Colorado","11/24/1961","5",4,"Kansas City Chiefs / 3rd / 61st pick / 1984"
"30",41,"Kenny Hill",31,"",8,0,194,"6-0","Yale","7/25/1958","8",1,"Oakland Raiders / 8th / 194th pick / 1980"
"31",7,"Ron Jaworski",38,"qb",6,3,196,"6-2","Youngstown St.","3/23/1951","15",1,"Los Angeles Rams / 2nd / 37th pick / 1973"
"32",51,"Mike Junkin",25,"",5,0,241,"6-3","Duke","11/21/1964","2",0,"Cleveland Browns / 1st / 5th pick / 1987"
"33",29,"Albert Lewis*+",29,"LCB",16,16,196,"6-2","Grambling St.","10/6/1960","6",18,"Kansas City Chiefs / 3rd / 61st pick / 1983"
"34",8,"Nick Lowery",33,"K",16,0,215,"6-4","Dartmouth","5/27/1956","11",3,""
"35",72,"Dave Lutz",30,"RG",16,16,305,"6-6","Georgia Tech","12/20/1959","6",7,"Kansas City Chiefs / 2nd / 34th pick / 1983"
"36",63,"Bill Maas",27,"NT",10,10,271,"6-5","Pittsburgh","3/2/1962","5",6,"Kansas City Chiefs / 1st / 5th pick / 1984"
"37",89,"Pete Mandley",28,"PR",13,12,191,"5-10","Northern Arizona","7/29/1961","5",5,"Detroit Lions / 2nd / 47th pick / 1984"
"38",57,"Chris Martin",29,"LOLB",16,16,236,"6-2","Auburn","12/19/1960","6",9,""
"39",50,"Rob McGovern",23,"lb",16,2,225,"6-2","Holy Cross","10/1/1966","Rook",2,"Kansas City Chiefs / 10th / 255th pick / 1989"
"40",48,"Todd McNair",24,"",14,0,202,"6-1","Temple","10/7/1965","Rook",4,"Kansas City Chiefs / 8th / 220th pick / 1989"
"41",69,"Greg Meisner",30,"",12,0,257,"6-3","Pittsburgh","4/23/1959","8",1,"Los Angeles Rams / 3rd / 63rd pick / 1981"
"42",68,"Mike Morris",28,"",5,0,276,"6-5","Truman St.","2/22/1961","2",0,""
"43",35,"Christian Okoye*+",28,"FB",15,14,253,"6-1","Azusa Pacific","8/16/1961","2",10,"Kansas City Chiefs / 2nd / 35th pick / 1987"
"44",83,"Stephone Paige",28,"WR",14,12,184,"6-2","Fresno St.","10/15/1961","6",7,""
"45",24,"J.C. Pearson",26,"db",16,3,187,"5-11","Cal Poly-Pomona,Washington","8/17/1963","3",2,""
"46",11,"Steve Pelluer",27,"qb",5,3,209,"6-4","Washington","7/29/1962","5",2,"Dallas Cowboys / 5th / 113th pick / 1984"
"47",45,"Stan Petry",23,"",16,0,174,"5-11","TCU","8/14/1966","Rook",1,"Kansas City Chiefs / 4th / 88th pick / 1989"
"48",27,"Kevin Porter",23,"SS",16,16,215,"5-10","Auburn","4/11/1966","1",6,"Kansas City Chiefs / 3rd / 59th pick / 1988"
"49",87,"Alfredo Roberts",24,"te",16,2,250,"6-3","Miami (FL)","3/1/1965","1",1,"Kansas City Chiefs / 8th / 197th pick / 1988"
"50",31,"Kevin Ross*",27,"RCB",15,13,185,"5-9","Temple","1/16/1962","5",10,"Kansas City Chiefs / 7th / 173rd pick / 1984"
"51",97,"Dan Saleaumua",25,"NT",16,8,305,"6-0","Arizona St.","11/25/1964","2",7,"Detroit Lions / 7th / 175th pick / 1987"
"52",21,"James Saxon",23,"fb",16,2,237,"5-11","San Jose St.","3/23/1966","1",2,"Kansas City Chiefs / 6th / 139th pick / 1988"
"53",90,"Neil Smith",23,"LDE",15,15,270,"6-4","Nebraska","4/10/1966","1",9,"Kansas City Chiefs / 1st / 2nd pick / 1988"
"54",52,"Angelo Snipes",26,"",2,0,222,"6-0","West Georgia","1/11/1963","3",0,""
"55",58,"Derrick Thomas*",22,"ROLB",16,16,243,"6-3","Alabama","1/1/1967","Rook",12,"Kansas City Chiefs / 1st / 4th pick / 1989"
"56",81,"Robb Thomas",23,"wr",8,1,175,"5-11","Oregon St.","3/29/1966","Rook",1,"Kansas City Chiefs / 6th / 143rd pick / 1989"
"57",80,"Clarence Weathers",27,"",11,0,170,"5-9","Delaware St.","1/10/1962","6",2,""
"58",53,"Mike Webster",37,"C",16,16,255,"6-1","Wisconsin","3/18/1952","15",7,"Pittsburgh Steelers / 5th / 125th pick / 1974"
"59",84,"Naz Worthen",23,"wr",10,1,177,"5-8","North Carolina St.","3/27/1966","Rook",1,"Kansas City Chiefs / 3rd / 60th pick / 1989"
"60",NA,"Team Total",27.2,"",16,NA,229.2,"6-1.6","","","4.2",NA,""
