"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",91,"Anthony Adams",24,"LDT",14,12,300,"6-0","Penn St.","6/18/1980","1",5,"San Francisco 49ers / 2nd / 57th pick / 2003"
"2",20,"Mike Adams",23,"",8,0,195,"5-10","Delaware","3/24/1981","Rook",1,""
"3",75,"James Atkins",26,"",3,0,325,"6-5","Virginia Union","6/23/1978","1",0,""
"4",32,"Kevan Barlow",25,"RB",15,14,238,"6-1","Pittsburgh","1/7/1979","3",4,"San Francisco 49ers / 3rd / 80th pick / 2001"
"5",83,"Arnaz Battle",24,"",14,0,217,"6-1","Notre Dame","2/22/1980","1",2,"San Francisco 49ers / 6th / 197th pick / 2003"
"6",40,"Fred Beasley",30,"FB",14,10,246,"6-0","Auburn","9/18/1974","6",0,"San Francisco 49ers / 6th / 180th pick / 1998"
"7",92,"Tony Brown",24,"de",16,4,283,"6-2","Memphis","9/29/1980","Rook",2,""
"8",44,"Steve Bush",30,"te",5,2,280,"6-3","Arizona St.","7/4/1974","7",0,""
"9",35,"Dwaine Carpenter",28,"lcb",15,6,203,"6-1","North Carolina A&T","11/4/1976","1",3,""
"10",96,"Andre Carter",25,"de",7,6,265,"6-4","California","5/12/1979","3",2,"San Francisco 49ers / 1st / 7th pick / 2001"
"11",89,"Curtis Conway",33,"wr",16,5,196,"6-1","USC","1/13/1971","11",3,"Chicago Bears / 1st / 7th pick / 1993"
"12",93,"Chris Cooper",27,"ldt",8,2,275,"6-5","Nebraska-Omaha","12/27/1977","3",1,"Oakland Raiders / 6th / 184th pick / 2001"
"13",76,"Josh Cooper",24,"",1,0,261,"6-3","Mississippi","12/5/1980","Rook",0,""
"14",47,"Gabe Crecion",27,"",1,0,255,"6-5","UCLA","7/9/1977","Rook",0,""
"15",75,"Jerome Davis",30,"",2,0,290,"6-5","Minnesota","2/4/1974","2",0,""
"16",7,"Ken Dorsey",23,"qb",8,7,218,"6-4","Miami (FL)","4/22/1981","Rook",-1,"San Francisco 49ers / 7th / 241st pick / 2003"
"17",95,"John Engelberger",28,"DE",16,15,268,"6-4","Virginia Tech","10/18/1976","4",6,"San Francisco 49ers / 2nd / 35th pick / 2000"
"18",10,"P.J. Fleck",24,"",1,0,191,"5-10","Northern Illinois","11/29/1980","Rook",0,""
"19",78,"Scott Gragg",32,"RT",16,16,315,"6-8","Montana","2/28/1972","9",5,"New York Giants / 2nd / 54th pick / 1995"
"20",52,"Brock Gutierrez",31,"C",16,15,304,"6-3","Central Michigan","9/25/1973","7",5,""
"21",88,"Derrick Hamilton",23,"",2,0,200,"6-4","Clemson","11/30/1981","Rook",0,"San Francisco 49ers / 3rd / 77th pick / 2004"
"22",27,"Joselio Hanson",23,"lcb",13,3,175,"5-9","Texas Tech","8/13/1981","Rook",2,""
"23",77,"Kwame Harris",22,"lt",14,7,310,"6-7","Stanford","3/15/1982","1",3,"San Francisco 49ers / 1st / 26th pick / 2003"
"24",38,"Ronnie Heard",28,"FS",16,14,215,"6-3","Mississippi","10/5/1976","4",5,""
"25",66,"Eric Heitmann",24,"LG",16,16,305,"6-3","Stanford","2/24/1980","2",5,"San Francisco 49ers / 7th / 239th pick / 2002"
"26",43,"Maurice Hicks",26,"rb",9,2,200,"5-11","North Carolina A&T","7/22/1978","Rook",3,""
"27",41,"Jasen Isom",27,"fb",5,1,243,"6-0","Cincinnati,West. Illinois","1/7/1977","1",0,""
"28",22,"Terry Jackson",28,"",16,0,232,"6-0","Florida","1/10/1976","5",1,"San Francisco 49ers / 5th / 157th pick / 1999"
"29",86,"Brian Jennings*",28,"",16,0,245,"6-5","Arizona St.","10/14/1976","4",0,"San Francisco 49ers / 7th / 230th pick / 2000"
"30",71,"Dennis Johnson",25,"",1,0,269,"6-5","Kentucky","12/4/1979","2",0,"Arizona Cardinals / 3rd / 98th pick / 2002"
"31",82,"Eric Johnson",25,"TE",16,14,256,"6-3","Yale","9/15/1979","3",6,"San Francisco 49ers / 7th / 224th pick / 2001"
"32",69,"Kyle Kosier",26,"LT",16,16,305,"6-5","Arizona St.","1/27/1978","2",5,"San Francisco 49ers / 7th / 248th pick / 2002"
"33",4,"Andy Lee",22,"",16,0,205,"6-0","Pittsburgh","8/11/1982","Rook",2,"San Francisco 49ers / 6th / 188th pick / 2004"
"34",93,"Otis Leverette",26,"de",5,1,278,"6-6","Ala-Birmingham","5/31/1978","3",1,"Miami Dolphins / 6th / 187th pick / 2001"
"35",28,"Keith Lewis",23,"",16,0,202,"6-0","Oregon","10/20/1981","Rook",1,"San Francisco 49ers / 6th / 198th pick / 2004"
"36",85,"Brandon Lloyd",23,"WR",13,13,192,"6-0","Illinois","7/5/1981","1",4,"San Francisco 49ers / 4th / 124th pick / 2003"
"37",56,"Brandon Moore",25,"lolb",12,1,242,"6-1","Oklahoma","1/16/1979","2",1,""
"38",68,"Rob Murphy",27,"",15,0,310,"6-5","Ohio St.","1/18/1977","2",1,""
"39",62,"Jeremy Newberry",28,"c",1,1,310,"6-5","California","3/23/1976","5",0,"San Francisco 49ers / 2nd / 58th pick / 1998"
"40",33,"Tony Parrish",29,"SS",16,16,210,"6-0","Washington","11/23/1975","6",6,"Chicago Bears / 2nd / 35th pick / 1998"
"41",98,"Julian Peterson",26,"lolb",5,5,235,"6-3","Michigan St.","7/28/1978","4",2,"San Francisco 49ers / 1st / 16th pick / 2000"
"42",2,"Todd Peterson",34,"",16,0,180,"5-11","Navy,Georgia","2/4/1970","10",4,"New York Giants / 7th / 177th pick / 1993"
"43",3,"Cody Pickett",24,"",1,0,220,"6-3","Washington","6/30/1980","Rook",0,"San Francisco 49ers / 7th / 217th pick / 2004"
"44",29,"Ahmed Plummer",28,"lcb",6,6,191,"6-0","Ohio St.","3/26/1976","4",2,"San Francisco 49ers / 1st / 24th pick / 2000"
"45",51,"Saleem Rasheed",23,"rilb",14,2,229,"6-2","Alabama","6/15/1981","2",2,"San Francisco 49ers / 3rd / 69th pick / 2002"
"46",13,"Tim Rattay",27,"QB",9,9,200,"6-0","Louisiana Tech","3/15/1977","4",5,"San Francisco 49ers / 7th / 212th pick / 2000"
"47",31,"Rayshun Reed",23,"",7,1,185,"5-10","Troy","4/10/1981","Rook",1,""
"48",25,"Jamal Robertson",27,"",7,0,210,"5-10","Ohio Northern","1/10/1977","2",1,""
"49",24,"Mike Rumph",25,"rcb",2,2,205,"6-2","Miami (FL)","11/8/1979","2",1,"San Francisco 49ers / 1st / 27th pick / 2002"
"50",54,"Richard Seigler",24,"",7,0,239,"6-3","Oregon St.","10/19/1980","Rook",0,"San Francisco 49ers / 4th / 127th pick / 2004"
"51",65,"Justin Smiley",23,"RG",16,9,300,"6-3","Alabama","11/11/1981","Rook",3,"San Francisco 49ers / 2nd / 46th pick / 2004"
"52",71,"Corey Smith",25,"",1,0,250,"6-2","North Carolina St.","10/2/1979","2",0,""
"53",50,"Derek Smith",29,"LILB",14,14,245,"6-2","Arizona St.","1/18/1975","7",6,"Washington Redskins / 3rd / 80th pick / 1997"
"54",36,"Shawntae Spencer",22,"rcb",16,12,181,"6-1","Pittsburgh","2/22/1982","Rook",4,"San Francisco 49ers / 2nd / 58th pick / 2004"
"55",44,"Matt Stanley",25,"",1,0,245,"6-3","UCLA","4/27/1979","Rook",0,""
