"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",21,"Donnie Abraham",24,"LCB",16,16,190,"5-10","East Tennessee St.","10/8/1973","1",9,"Tampa Bay Buccaneers / 3rd / 71st pick / 1996"
"2",72,"Chidi Ahanotu",27,"LDE",16,15,283,"6-2","California","10/11/1970","4",9,"Tampa Bay Buccaneers / 6th / 145th pick / 1993"
"3",40,"Mike Alstott*+",24,"FB",15,15,248,"6-1","Purdue","12/21/1973","1",8,"Tampa Bay Buccaneers / 2nd / 35th pick / 1996"
"4",85,"Reidel Anthony",21,"KR",16,13,178,"5-11","Florida","10/20/1976","Rook",6,"Tampa Bay Buccaneers / 1st / 16th pick / 1997"
"5",20,"Ronde Barber",22,"",1,0,184,"5-10","Virginia","4/7/1975","Rook",0,"Tampa Bay Buccaneers / 3rd / 66th pick / 1997"
"6",6,"Tommy Barnhardt",34,"",6,0,228,"6-2","East Carolina,North Carolina","6/11/1963","10",1,"Tampa Bay Buccaneers / 9th / 223rd pick / 1986"
"7",52,"Greg Bellisari",22,"",14,0,236,"6-0","Ohio St.","6/21/1975","Rook",1,""
"8",23,"Tony Bouie",25,"db",16,1,188,"5-10","Arizona","8/7/1972","2",2,""
"9",55,"Derrick Brooks*",24,"RLB",16,16,235,"6-0","Florida St.","4/18/1973","2",14,"Tampa Bay Buccaneers / 1st / 28th pick / 1995"
"10",88,"Horace Copeland",26,"WR",13,11,200,"6-3","Miami (FL)","1/2/1971","4",5,"Tampa Bay Buccaneers / 4th / 104th pick / 1993"
"11",77,"Brad Culpepper",28,"LDT",16,16,275,"6-1","Florida","5/8/1969","5",9,"Minnesota Vikings / 10th / 264th pick / 1992"
"12",75,"Eric Curry",27,"de",6,1,270,"6-5","Alabama","2/3/1970","4",1,"Tampa Bay Buccaneers / 1st / 6th pick / 1993"
"13",87,"John Davis",24,"te",8,2,257,"6-4","Emporia St.","5/14/1973","Rook",0,"Dallas Cowboys / 5th / 2nd pick / 1994 Supp"
"14",64,"Jorge Diaz",24,"RG",16,16,308,"6-4","Texas A&M-Kingsville","11/15/1973","1",7,""
"15",12,"Trent Dilfer*",25,"QB",16,16,225,"6-4","Fresno St.","3/13/1972","3",12,"Tampa Bay Buccaneers / 1st / 6th pick / 1994"
"16",28,"Warrick Dunn*",22,"RB",16,10,180,"5-9","Florida St.","1/5/1975","Rook",15,"Tampa Bay Buccaneers / 1st / 12th pick / 1997"
"17",37,"Jerry Ellison",26,"",16,0,204,"5-10","Tenn-Chattanooga","12/20/1971","2",0,""
"18",29,"Kenneth Gant",30,"",9,0,195,"5-11","Albany State (GA)","4/18/1967","7",1,"Dallas Cowboys / 9th / 221st pick / 1990"
"19",50,"Jeff Gooch",23,"llb",14,5,226,"5-11","Austin Peay St.","10/31/1974","1",3,""
"20",74,"Paul Gruber",32,"LT",16,16,292,"6-5","Wisconsin","2/24/1965","9",7,"Tampa Bay Buccaneers / 1st / 4th pick / 1988"
"21",82,"Patrick Hape",23,"te",14,3,262,"6-4","Alabama","6/6/1974","Rook",0,"Tampa Bay Buccaneers / 5th / 137th pick / 1997"
"22",80,"Jackie Harris",29,"TE",12,11,244,"6-4","La-Monroe","1/4/1968","7",2,"Green Bay Packers / 4th / 102nd pick / 1990"
"23",19,"Brice Hunter",23,"",3,0,206,"6-2","Georgia","4/21/1974","Rook",0,"Miami Dolphins / 7th / 251st pick / 1996"
"24",5,"Michael Husted",27,"K",16,0,190,"6-0","Virginia","6/16/1970","4",3,""
"25",97,"Tyoka Jackson",26,"",12,0,280,"6-2","Penn St.","11/22/1971","3",1,""
"26",25,"Melvin Johnson",25,"fs",16,7,198,"6-0","Kentucky","4/15/1972","2",4,"Tampa Bay Buccaneers / 2nd / 43rd pick / 1995"
"27",78,"Marcus Jones",24,"de",7,1,286,"6-6","North Carolina","8/15/1973","1",1,"Tampa Bay Buccaneers / 1st / 22nd pick / 1996"
"28",48,"Andrew Jordan",25,"",2,0,260,"6-6","West. Carolina","6/21/1972","3",0,"Minnesota Vikings / 6th / 179th pick / 1994"
"29",7,"Sean Landeta",35,"P",10,0,215,"6-0","Towson","1/6/1962","12",1,""
"30",45,"Tyrone Legette",27,"db",16,1,179,"5-9","Nebraska","2/15/1970","5",2,"New Orleans Saints / 3rd / 72nd pick / 1992"
"31",47,"John Lynch*",26,"SS",16,16,220,"6-2","Stanford","9/25/1971","4",11,"Tampa Bay Buccaneers / 3rd / 82nd pick / 1993"
"32",90,"Jason Maniecki",25,"",10,0,291,"6-4","Wisconsin","8/15/1972","1",1,"Tampa Bay Buccaneers / 5th / 140th pick / 1996"
"33",61,"Tony Mayberry*",30,"C",16,16,293,"6-4","Wake Forest","12/8/1967","7",9,"Tampa Bay Buccaneers / 4th / 108th pick / 1990"
"34",73,"Frank Middleton",23,"g",15,2,330,"6-4","Arizona","10/25/1974","Rook",2,"Tampa Bay Buccaneers / 3rd / 63rd pick / 1997"
"35",22,"Charles Mincy",28,"FS",16,9,195,"6-0","Washington","12/16/1969","6",5,"Kansas City Chiefs / 5th / 133rd pick / 1991"
"36",83,"Dave Moore",28,"te",16,7,250,"6-2","Pittsburgh","11/11/1969","5",3,"Miami Dolphins / 7th / 191st pick / 1992"
"37",56,"Hardy Nickerson*+",32,"MLB",16,16,230,"6-2","California","9/1/1965","10",17,"Pittsburgh Steelers / 5th / 122nd pick / 1987"
"38",70,"Jason Odom",23,"RT",16,16,307,"6-5","Florida","3/31/1974","1",7,"Tampa Bay Buccaneers / 4th / 96th pick / 1996"
"39",27,"Anthony Parker",31,"RCB",15,14,181,"5-10","Arizona St.","2/11/1966","8",7,""
"40",69,"Pete Pierson",26,"",15,0,314,"6-5","Washington","2/4/1971","2",1,"Tampa Bay Buccaneers / 5th / 136th pick / 1994"
"41",59,"Rufus Porter",32,"LLB",11,10,228,"6-1","Southern","5/18/1965","9",5,""
"42",60,"Jim Pyne",26,"LG",15,14,290,"6-2","Virginia Tech","11/23/1971","2",6,"Tampa Bay Buccaneers / 7th / 200th pick / 1994"
"43",53,"Shelton Quarles",26,"",16,0,225,"6-1","Vanderbilt","9/11/1971","Rook",2,""
"44",32,"Errict Rhett",27,"",11,0,210,"5-11","Florida","12/11/1970","3",1,"Tampa Bay Buccaneers / 2nd / 34th pick / 1994"
"45",26,"Reggie Rusk",25,"",4,0,190,"5-10","Kentucky","10/19/1972","1",0,"Tampa Bay Buccaneers / 7th / 221st pick / 1996"
