"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",94,"Victor Adeyanju",24,"de",15,7,270,"6-4","Indiana","2/11/1983","1",4,"St. Louis Rams / 4th / 113th pick / 2006"
"2",33,"Rich Alexis",26,"",1,0,220,"6-0","Washington","3/6/1981","2",0,""
"3",21,"O.J. Atogwe",26,"FS",16,16,203,"5-11","Stanford","6/23/1981","2",7,"St. Louis Rams / 3rd / 66th pick / 2005"
"4",70,"Alex Barron",25,"LT",16,16,320,"6-7","Florida St.","9/28/1982","2",6,"St. Louis Rams / 1st / 19th pick / 2005"
"5",24,"Ronald Bartell",25,"lcb",16,12,208,"6-1","Howard","2/22/1982","2",5,"St. Louis Rams / 2nd / 50th pick / 2005"
"6",41,"Eric Bassey",24,"",8,0,203,"6-1","Oklahoma","1/3/1983","Rook",1,""
"7",83,"Drew Bennett",29,"wr",14,1,206,"6-5","UCLA","8/26/1978","6",3,""
"8",3,"Brock Berlin",26,"qb",1,1,215,"6-1","Miami (FL)","7/4/1981","Rook",0,""
"9",NA,"Todd Bouman",35,"",1,0,229,"6-2","St. Cloud St.","8/1/1972","6",0,""
"10",34,"Fakhir Brown",30,"RCB",12,12,192,"5-11","Grambling St.","9/21/1977","8",5,""
"11",72,"Milford Brown",27,"LG",16,15,325,"6-4","Florida St.","8/15/1980","4",6,"Houston Texans / 6th / 1st pick / 2002 Supp"
"12",80,"Isaac Bruce",35,"WR",14,12,188,"6-0","Memphis","11/10/1972","13",5,"Los Angeles Rams / 2nd / 33rd pick / 1994"
"13",10,"Marc Bulger",30,"QB",12,12,215,"6-3","West Virginia","4/5/1977","5",4,"New Orleans Saints / 6th / 168th pick / 2000"
"14",86,"Dominique Byrd",23,"",9,0,255,"6-2","USC","2/7/1984","1",0,"St. Louis Rams / 3rd / 93rd pick / 2006"
"15",90,"Adam Carriker",23,"NT",16,16,296,"6-6","Nebraska","5/6/1984","Rook",6,"St. Louis Rams / 1st / 13th pick / 2007"
"16",42,"Jerome Carter",25,"ss",5,1,219,"5-11","Florida St.","10/25/1982","2",1,"St. Louis Rams / 4th / 117th pick / 2005"
"17",25,"Corey Chavous",31,"SS",14,14,205,"6-1","Vanderbilt","1/5/1976","9",5,"Arizona Cardinals / 2nd / 33rd pick / 1998"
"18",54,"Brandon Chillar",25,"LB",15,15,253,"6-3","UCLA","10/21/1982","3",6,"St. Louis Rams / 4th / 130th pick / 2004"
"19",53,"Quinton Culberson",22,"lb",14,1,240,"6-1","Mississippi St.","10/21/1985","Rook",1,""
"20",52,"Chris Draft",31,"lb",16,6,232,"5-11","Stanford","2/26/1976","9",3,"Chicago Bears / 6th / 157th pick / 1998"
"21",12,"Gus Frerotte",36,"qb",8,3,237,"6-3","Tulsa","7/31/1971","13",-2,"Washington Redskins / 7th / 197th pick / 1994"
"22",62,"Dustin Fry",24,"",4,0,315,"6-3","Clemson","10/3/1983","Rook",0,"St. Louis Rams / 5th / 139th pick / 2007"
"23",97,"La'Roi Glover",33,"DT",16,16,285,"6-2","San Diego St.","7/4/1974","11",6,"Oakland Raiders / 5th / 166th pick / 1996"
"24",73,"Adam Goldberg",27,"rt",4,2,310,"6-7","Wyoming","8/12/1980","3",1,""
"25",77,"Brandon Gorin",29,"RT",11,8,308,"6-6","Purdue","7/17/1978","4",4,"San Diego Chargers / 7th / 201st pick / 2001"
