"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",93,"Trace Armstrong",38,"de",10,7,275,"6-4","Arizona St.,Florida","10/5/1965","14",3,"Chicago Bears / 1st / 12th pick / 1989"
"2",21,"Nnamdi Asomugha",22,"fs",15,1,215,"6-3","California","7/6/1981","Rook",1,"Oakland Raiders / 1st / 31st pick / 2003"
"3",59,"Larry Atkins",28,"",3,0,250,"6-3","UCLA","7/21/1975","4",0,"Kansas City Chiefs / 3rd / 84th pick / 1999"
"4",70,"Brad Badger",28,"rg",16,11,320,"6-4","Stanford","1/11/1975","6",5,"Washington Redskins / 5th / 162nd pick / 1997"
"5",50,"Eric Barton",26,"LB",16,16,245,"6-2","Maryland","9/29/1977","4",7,"Oakland Raiders / 5th / 146th pick / 1999"
"6",91,"Tyler Brayton",24,"DE",16,16,280,"6-6","Colorado","11/20/1979","Rook",8,"Oakland Raiders / 1st / 32nd pick / 2003"
"7",95,"Lorenzo Bromell",28,"de",6,4,260,"6-6","Clemson","9/23/1975","5",2,"Miami Dolphins / 4th / 102nd pick / 1998"
"8",81,"Tim Brown",37,"WR",16,15,195,"6-0","Notre Dame","7/22/1966","15",5,"Los Angeles Raiders / 1st / 6th pick / 1988"
"9",31,"Phillip Buchanon",23,"CB",16,10,185,"5-10","Miami (FL)","9/19/1980","1",8,"Oakland Raiders / 1st / 17th pick / 2002"
"10",57,"Roderick Coleman",27,"DT",16,12,285,"6-2","East Carolina","8/16/1976","4",7,"Oakland Raiders / 5th / 153rd pick / 1999"
"11",79,"Mo Collins",27,"RG",10,10,325,"6-4","Florida","9/22/1976","5",4,"Oakland Raiders / 1st / 23rd pick / 1998"
"12",75,"Chris Cooper",26,"dt",16,9,275,"6-5","Nebraska-Omaha","12/27/1977","2",6,"Oakland Raiders / 6th / 184th pick / 2001"
"13",32,"Zack Crockett",31,"fb",16,7,240,"6-2","Florida St.","12/2/1972","8",1,"Indianapolis Colts / 3rd / 79th pick / 1995"
"14",89,"Ronald Curry",24,"wr",16,2,220,"6-2","North Carolina","5/28/1979","1",0,"Oakland Raiders / 7th / 235th pick / 2002"
"15",33,"Anthony Dorsett",30,"fs",14,6,205,"5-11","Pittsburgh","9/14/1973","7",3,"Houston Oilers / 6th / 177th pick / 1996"
"16",20,"Justin Fargas",23,"rb",10,1,220,"6-1","Michigan,USC","1/25/1980","Rook",1,"Oakland Raiders / 3rd / 96th pick / 2003"
"17",85,"Doug Gabriel",23,"",12,0,215,"6-2","Central Florida","8/27/1980","Rook",1,"Oakland Raiders / 5th / 167th pick / 2003"
"18",12,"Rich Gannon",38,"qb",7,7,210,"6-3","Delaware","12/20/1965","16",3,"New England Patriots / 4th / 98th pick / 1987"
"19",25,"Charlie Garner",31,"RB",14,9,190,"5-10","Tennessee","2/13/1972","9",6,"Philadelphia Eagles / 2nd / 42nd pick / 1994"
"20",98,"Akbar Gbaja-Biamila",24,"",13,0,270,"6-5","San Diego St.","5/6/1979","Rook",1,""
"21",36,"Derrick Gibson",24,"SS",15,14,215,"6-2","Florida St.","3/22/1979","2",5,"Oakland Raiders / 1st / 28th pick / 2001"
"22",90,"Sean Gilbert",33,"",6,0,318,"6-5","Pittsburgh","4/10/1970","11",0,"Los Angeles Rams / 1st / 3rd pick / 1992"
"23",99,"DeLawrence Grant",24,"de",13,4,280,"6-3","Oregon St.","11/18/1979","2",2,"Oakland Raiders / 3rd / 89th pick / 2001"
