"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",47,"Uani 'Unga",29,"LB",NA,NA,233,"6-1","","12/28/1987","Rook",NA,"","$525,000"
"2",33,"Andrew Adams",24,"S",12,11,202,"5-11","","10/28/1992","Rook",NA,"","$450,000"
"3",89,"Jerell Adams",24,"TE",12,1,244,"6-5","South Carolina","12/31/1992","Rook",NA,"New York Giants / 6th / 184th pick / 2016","$450,000"
"4",28,"Eli Apple",21,"CB",12,9,199,"6-1","Ohio St.","8/9/1995","Rook",NA,"New York Giants / 1st / 10th pick / 2016","$450,000"
"5",64,"Will Beatty",31,"T",6,0,291,"6-6","Connecticut","3/2/1985","7",NA,"New York Giants / 2nd / 60th pick / 2009","$1,100,000"
"6",13,"Odell Beckham",24,"WR",14,14,198,"5-11","LSU","11/5/1992","2",NA,"New York Giants / 1st / 12th pick / 2014","$1,366,018"
"7",29,"Nat Berhe",25,"SS",7,2,193,"5-11","San Diego St.","7/6/1991","2",NA,"New York Giants / 5th / 152nd pick / 2014","$600,000"
"8",96,"Jay Bromley",24,"DT",13,0,306,"6-3","Syracuse","5/28/1992","2",NA,"New York Giants / 3rd / 74th pick / 2014","$605,000"
"9",52,"Jonathan Casillas",29,"LB",14,14,225,"6-0","Wisconsin","6/3/1987","7",NA,"","$2,475,000"
"10",21,"Landon Collins",22,"SS",14,14,222,"6-0","Alabama","1/10/1994","1",NA,"New York Giants / 2nd / 33rd pick / 2015","$713,208"
"11",80,"Victor Cruz",30,"WR",13,11,204,"6-0","Massachusetts","11/11/1986","6",NA,"","$2,400,000"
"12",26,"Orleans Darkwa",24,"RB",10,2,210,"6-0","Tulane","2/28/1992","2",NA,"","$600,000"
"13",51,"Zak DeOssie",32,"LB",14,0,245,"6-4","Brown","5/24/1984","9",NA,"New York Giants / 4th / 116th pick / 2007","$825,000"
"14",84,"Larry Donnell",28,"TE",12,6,269,"6-5","Grambling St.","11/1/1988","4",NA,"","$1,671,000"
"15",83,"Ben Edwards",24,"WR",NA,NA,195,"5-11","Richmond","4/11/1992","1",NA,"","$450,000"
"16",74,"Ereck Flowers",22,"OT",14,14,324,"6-5","Miami (FL)","4/25/1994","1",NA,"New York Giants / 1st / 9th pick / 2015","$1,089,169"
"17",93,"B.J. Goodson",23,"OLB",13,0,242,"6-1","Clemson","5/29/1993","Rook",NA,"New York Giants / 4th / 109th pick / 2016","$450,000"
"18",5,"Robbie Gould",35,"K",8,0,181,"6-1","Penn St.","12/6/1981","11",NA,"","$985,000"
"19",25,"Leon Hall",32,"DB",10,2,193,"5-11","Michigan","12/9/1984","9",NA,"Cincinnati Bengals / 1st / 18th pick / 2007","$885,000"
"20",95,"Johnathan Hankins",24,"DT",14,14,320,"6-3","Ohio St.","3/30/1992","3",NA,"New York Giants / 2nd / 49th pick / 2013","$954,639"
"21",17,"Dwayne Harris",29,"WR",14,1,200,"5-10","East Carolina","9/16/1987","5",NA,"Dallas Cowboys / 6th / 176th pick / 2011","$2,975,000"
"22",98,"Damon Harrison",28,"DT",14,14,350,"6-4","William Penn","11/29/1988","4",NA,"","$1,750,000"
"23",68,"Bobby Hart",22,"OG",13,12,336,"6-5","Florida St.","8/21/1994","1",NA,"New York Giants / 7th / 226th pick / 2015","$525,000"
"24",94,"Mark Herzlich",29,"LB",12,0,250,"6-4","Boston Col.","9/1/1987","5",NA,"","$1,000,000"
"25",20,"Janoris Jenkins",28,"CB",14,14,191,"5-10","North Alabama,Florida","10/29/1988","4",NA,"St. Louis Rams / 2nd / 39th pick / 2012","$1,400,000"
