"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",33,"Eddie Anderson",34,"db",11,1,210,"6-1","Fort Valley St.","7/22/1963","11",1,"Seattle Seahawks / 6th / 153rd pick / 1986"
"2",2,"Leo Araguz",27,"P",16,0,190,"5-11","S.F. Austin","1/18/1970","1",3,""
"3",35,"Joe Aska",25,"",7,0,236,"5-11","Central Oklahoma","7/14/1972","2",0,"Oakland Raiders / 3rd / 86th pick / 1995"
"4",54,"Greg Biekert",28,"MLB",16,16,253,"6-2","Colorado","3/14/1969","4",6,"Los Angeles Raiders / 7th / 181st pick / 1993"
"5",27,"Calvin Branch",23,"",6,0,195,"5-11","Iowa St.,Colorado St.","5/8/1974","Rook",0,"Oakland Raiders / 6th / 172nd pick / 1997"
"6",24,"Larry Brown",28,"",4,0,186,"5-11","TCU","11/30/1969","6",0,"Dallas Cowboys / 12th / 320th pick / 1991"
"7",81,"Tim Brown*",31,"WR",16,16,195,"6-0","Notre Dame","7/22/1966","9",12,"Los Angeles Raiders / 1st / 6th pick / 1988"
"8",99,"Aundray Bruce",31,"lb",10,3,265,"6-5","Auburn","4/30/1966","9",1,"Atlanta Falcons / 1st / 1st pick / 1988"
"9",20,"Perry Carter",26,"rcb",16,7,194,"6-0","Southern Miss","8/5/1971","2",3,"Arizona Cardinals / 4th / 107th pick / 1994"
"10",68,"Rick Cunningham",30,"",7,0,311,"6-7","Oregon St.,Texas A&M","1/4/1967","7",1,"Indianapolis Colts / 4th / 106th pick / 1990"
"11",48,"Jerone Davison",27,"rb",8,1,235,"6-1","Arizona St.","9/16/1970","1",0,""
"12",83,"Rickey Dudley",25,"TE",16,16,255,"6-6","Ohio St.","7/15/1972","1",7,"Oakland Raiders / 1st / 9th pick / 1996"
"13",34,"Derrick Fenner",30,"FB",9,7,240,"5-11","Gardner-Webb,North Carolina","4/6/1967","8",1,"Seattle Seahawks / 10th / 268th pick / 1989"
"14",55,"James Folston",26,"rlb",16,7,236,"6-3","La-Monroe","8/14/1971","3",3,"Los Angeles Raiders / 2nd / 52nd pick / 1994"
"15",5,"Cole Ford",25,"K",16,0,210,"6-2","USC","12/31/1972","2",1,"Pittsburgh Steelers / 7th / 247th pick / 1995"
"16",53,"Rob Fredrickson",26,"LLB",16,13,240,"6-4","Michigan St.","5/13/1971","3",5,"Los Angeles Raiders / 1st / 22nd pick / 1994"
