"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",44,"Stefon Adams",23,"KR",16,0,189,"5-10","East Carolina","8/11/1963","Rook",0,"Los Angeles Raiders / 3rd / 80th pick / 1985"
"2",32,"Marcus Allen*",26,"RB",13,10,210,"6-2","USC","3/26/1960","4",7,"Los Angeles Raiders / 1st / 10th pick / 1982"
"3",10,"Chris Bahr",33,"K",16,0,170,"5-10","Penn St.","2/3/1953","10",4,"Cincinnati Bengals / 2nd / 51st pick / 1976"
"4",88,"Rod Barksdale",24,"WR",16,15,189,"6-1","Arizona","9/8/1962","Rook",3,""
"5",56,"Jeff Barnes",31,"",16,0,223,"6-2","California","3/1/1955","9",2,"Oakland Raiders / 5th / 139th pick / 1977"
"6",46,"Todd Christensen*",30,"TE",16,16,230,"6-3","BYU","8/3/1956","7",9,"Dallas Cowboys / 2nd / 56th pick / 1978"
"7",49,"Earl Cooper",29,"",5,0,227,"6-2","Rice","9/17/1957","6",0,"San Francisco 49ers / 1st / 13th pick / 1980"
"8",79,"Bruce Davis",30,"LT",16,16,287,"6-6","UCLA","6/21/1956","7",7,"Oakland Raiders / 11th / 294th pick / 1979"
"9",45,"James Davis",29,"",16,0,193,"6-0","Southern","6/12/1957","4",1,"Oakland Raiders / 5th / 118th pick / 1981"
"10",94,"Elvis Franks",29,"",4,0,252,"6-4","Morgan St.","7/9/1957","6",0,"Cleveland Browns / 5th / 116th pick / 1980"
"11",8,"Ray Guy",37,"P",16,0,195,"6-3","Southern Miss","12/22/1949","13",2,"Oakland Raiders / 1st / 23rd pick / 1973"
"12",73,"Charley Hannah",31,"LG",12,12,260,"6-5","Alabama","7/26/1955","9",5,"Tampa Bay Buccaneers / 3rd / 56th pick / 1977"
"13",27,"Frank Hawkins",27,"FB",16,15,210,"5-9","Nevada","7/3/1959","5",3,"Oakland Raiders / 10th / 276th pick / 1981"
"14",37,"Lester Hayes",31,"LCB",14,14,200,"6-0","Texas A&M","1/22/1955","9",6,"Oakland Raiders / 5th / 126th pick / 1977"
"15",22,"Mike Haynes*",33,"RCB",13,13,192,"6-2","Arizona St.","7/1/1953","10",8,"New England Patriots / 1st / 5th pick / 1976"
"16",84,"Jessie Hester",23,"wr",13,1,175,"5-11","Florida St.","1/21/1963","1",5,"Los Angeles Raiders / 1st / 23rd pick / 1985"
