"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",39,"David Amerson",24,"",2,0,205,"6-1","North Carolina St.","12/8/1991","2",0,"Washington Redskins / 2nd / 51st pick / 2013","$1,050,246"
"2",92,"Chris Baker",28,"DE",16,11,298,"6-2","Hampton","10/8/1987","6",7,"","$2,984,375"
"3",96,"Houston Bates",25,"",10,0,245,"6-1","Louisiana Tech","12/20/1990","Rook",1,"","$435,000"
"4",41,"Will Blackmon",31,"CB",15,10,200,"6-0","Boston Col.","10/27/1984","9",5,"Green Bay Packers / 4th / 115th pick / 2006","$818,823"
"5",26,"Bashaud Breeland",23,"CB",15,13,197,"5-11","Clemson","1/30/1992","1",6,"Washington Redskins / 4th / 102nd pick / 2014","$601,500"
"6",89,"Derek Carrier",25,"TE",12,11,238,"6-3","Beloit","7/25/1990","3",1,"","$58,500"
"7",68,"Tom Compton",26,"fb",13,2,314,"6-5","South Dakota","5/10/1989","3",2,"Washington Redskins / 6th / 193rd pick / 2012","$660,000"
"8",51,"William Compton",26,"MLB",16,9,230,"6-2","Nebraska","9/19/1989","2",6,"","$510,000"
"9",8,"Kirk Cousins",27,"QB",16,16,214,"6-3","Michigan St.","8/19/1988","3",12,"Washington Redskins / 4th / 102nd pick / 2012","$778,172"
"10",80,"Jamison Crowder",22,"wr",16,6,174,"5-8","Duke","6/17/1993","Rook",5,"Washington Redskins / 4th / 105th pick / 2015","$571,406"
"11",29,"Chris Culliver",27,"cb",6,6,199,"6-0","South Carolina","8/17/1988","4",2,"San Francisco 49ers / 3rd / 80th pick / 2011","$4,073,529"
"12",60,"Brian De La Puente",30,"",4,0,306,"6-3","California","5/13/1985","4",0,"",""
"13",17,"Quinton Dunbar",23,"cb",11,1,201,"6-2","Florida","7/22/1992","Rook",1,"","$112,200"
"14",22,"Deshazor Everett",23,"",11,0,193,"6-0","Texas A&M","2/22/1992","Rook",1,"","$435,000"
"15",59,"Carlos Fields",25,"",5,0,238,"6-1","Winston Salem State","10/3/1990","1",0,"","$435,000"
"16",2,"Kai Forbath",28,"",1,0,191,"5-11","UCLA","9/2/1987","4",0,"","$1,542,000"
"17",54,"Mason Foster",26,"lb",13,5,241,"6-1","Washington","3/1/1989","4",3,"Tampa Bay Buccaneers / 3rd / 84th pick / 2011","$745,000"
"18",88,"Pierre Garcon",29,"WR",16,16,210,"6-0","Mount Union","8/8/1986","7",6,"Indianapolis Colts / 6th / 205th pick / 2008","$9,700,000"
"19",38,"Dashon Goldson",31,"FS",15,15,205,"6-2","Washington","9/18/1984","8",6,"San Francisco 49ers / 4th / 126th pick / 2007","$4,000,000"
"20",64,"Kedric Golston",32,"",15,0,301,"6-4","Georgia","5/30/1983","9",1,"Washington Redskins / 6th / 196th pick / 2006","$1,195,000"
"21",14,"Ryan Grant",25,"wr",16,5,199,"6-0","Tulane","12/19/1990","1",2,"Washington Redskins / 5th / 142nd pick / 2014","$563,403"
"22",23,"DeAngelo Hall",32,"ss",11,9,197,"5-10","Virginia Tech","11/19/1983","11",4,"Atlanta Falcons / 1st / 8th pick / 2004","$4,812,500"
"23",87,"Je'Ron Hamm",23,"",1,0,236,"6-3","Louisiana-Monroe","6/15/1992","1",0,"","$112,200"
"24",37,"Jeremy Harris",24,"",1,0,195,"6-2","New Mexico St.","4/26/1991","2",0,"Jacksonville Jaguars / 7th / 208th pick / 2013","$550,000"
"25",97,"Jason Hatcher",33,"DE",15,14,285,"6-7","Grambling St.","7/13/1982","9",6,"Dallas Cowboys / 3rd / 92nd pick / 2006","$5,203,125"
