"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",76,"Flozell Adams*",32,"LT",16,16,335,"6-7","Michigan St.","5/18/1975","9",11,"Dallas Cowboys / 2nd / 38th pick / 1998"
"2",34,"Deon Anderson",24,"fb",8,4,248,"5-10","Connecticut","1/27/1983","Rook",1,"Dallas Cowboys / 6th / 195th pick / 2007"
"3",19,"Miles Austin",23,"",16,0,215,"6-3","Monmouth","6/30/1984","1",1,""
"4",51,"Akin Ayodele",28,"LB",16,14,251,"6-2","Purdue","9/17/1979","5",6,"Jacksonville Jaguars / 3rd / 89th pick / 2002"
"5",92,"Remi Ayodele",24,"",7,0,250,"6-2","Oklahoma","4/22/1983","Rook",1,""
"6",20,"Alan Ball",22,"",2,0,176,"6-1","Illinois","3/29/1985","Rook",0,"Dallas Cowboys / 7th / 237th pick / 2007"
"7",24,"Marion Barber*",24,"",16,0,221,"5-11","Minnesota","6/10/1983","2",12,"Dallas Cowboys / 4th / 109th pick / 2005"
"8",67,"Joe Berger",25,"",1,0,303,"6-5","Michigan Tech","5/25/1982","2",0,"Carolina Panthers / 6th / 207th pick / 2005"
"9",72,"Stephen Bowen",23,"",16,0,300,"6-5","Hofstra","3/28/1984","1",1,""
"10",27,"Courtney Brown",23,"",8,0,205,"6-1","Cal Poly-San Luis Obispo","2/10/1984","Rook",1,"Dallas Cowboys / 7th / 212th pick / 2007"
"11",57,"Kevin Burnett",25,"lb",16,2,237,"6-3","Tennessee","12/24/1982","2",2,"Dallas Cowboys / 2nd / 42nd pick / 2005"
"12",99,"Chris Canty",25,"DE",16,16,286,"6-7","Virginia","11/10/1982","2",7,"Dallas Cowboys / 4th / 132nd pick / 2005"
"13",54,"Bobby Carpenter",24,"",16,0,255,"6-3","Ohio St.","8/1/1983","1",1,"Dallas Cowboys / 1st / 18th pick / 2006"
"14",75,"Marc Colombo",29,"RT",16,16,320,"6-7","Boston Col.","10/8/1978","5",9,"Chicago Bears / 1st / 29th pick / 2002"
"15",84,"Patrick Crayton",28,"WR",15,13,205,"6-0","NW Oklahoma St.","4/7/1979","3",8,"Dallas Cowboys / 7th / 216th pick / 2004"
"16",89,"Tony Curtis",24,"",16,0,265,"6-5","Portland St.","2/11/1983","1",0,""
"17",29,"Keith Davis",29,"ss",14,1,193,"5-10","Sam Houston St.","12/30/1978","5",1,""
"18",70,"Leonard Davis*",29,"RG",16,16,375,"6-6","Texas","9/5/1978","6",14,"Arizona Cardinals / 1st / 2nd pick / 2001"
"19",98,"Greg Ellis*",32,"LB",13,10,271,"6-6","North Carolina","8/14/1975","9",7,"Dallas Cowboys / 1st / 8th pick / 1998"
"20",80,"Anthony Fasano",23,"te",16,5,255,"6-4","Notre Dame","4/20/1984","1",2,"Dallas Cowboys / 2nd / 53rd pick / 2006"
"21",95,"Jason Ferguson",33,"nt",1,1,305,"6-3","Georgia","11/28/1974","10",0,"New York Jets / 7th / 229th pick / 1997"
"22",6,"Nick Folk*",23,"",16,0,211,"6-2","Arizona","11/5/1984","Rook",4,"Dallas Cowboys / 6th / 178th pick / 2007"
"23",68,"Doug Free",23,"",1,0,324,"6-6","Northern Illinois","1/6/1984","Rook",0,"Dallas Cowboys / 4th / 122nd pick / 2007"
"24",83,"Terry Glenn",33,"",1,0,195,"5-11","Ohio St.","7/23/1974","11",0,"New England Patriots / 1st / 7th pick / 1996"
