"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",31,"Chris Akins",24,"",2,0,200,"5-11","Arkansas,Ark-Pine Bluff","11/29/1976","1",0,"Green Bay Packers / 7th / 212th pick / 1999"
"2",21,"Gary Berry",23,"",4,0,193,"5-11","Ohio St.","10/24/1977","Rook",0,"Green Bay Packers / 4th / 126th pick / 2000"
"3",9,"Josh Bidwell",24,"",16,0,220,"6-3","Oregon","3/13/1976","Rook",1,"Green Bay Packers / 4th / 133rd pick / 1999"
"4",96,"David Bowens",23,"",14,0,260,"6-3","Michigan,West. Illinois","7/3/1977","1",2,"Denver Broncos / 5th / 158th pick / 1999"
"5",85,"Corey Bradford",25,"wr",2,2,201,"6-1","Jackson St.","12/8/1975","2",0,"Green Bay Packers / 5th / 150th pick / 1998"
"6",36,"LeRoy Butler",32,"SS",16,16,197,"6-0","Florida St.","7/19/1968","10",6,"Green Bay Packers / 2nd / 48th pick / 1990"
"7",76,"Chad Clifton",24,"lt",13,10,330,"6-5","Tennessee","6/26/1976","Rook",5,"Green Bay Packers / 2nd / 44th pick / 2000"
"8",60,"Rob Davis",32,"",16,0,284,"6-3","Shippensburg","12/10/1968","4",1,""
"9",81,"Tyrone Davis",28,"te",14,9,240,"6-4","Virginia","6/30/1972","5",2,"New York Jets / 4th / 107th pick / 1995"
"10",59,"Na'il Diggs",22,"lb",13,12,238,"6-4","Ohio St.","7/8/1978","Rook",6,"Green Bay Packers / 4th / 98th pick / 2000"
"11",72,"Earl Dotson",30,"rt",2,2,315,"6-4","Texas A&M-Kingsville","12/17/1970","7",1,"Green Bay Packers / 3rd / 81st pick / 1993"
"12",71,"Santana Dotson",31,"dt",12,11,278,"6-5","Baylor","12/19/1969","8",6,"Tampa Bay Buccaneers / 5th / 132nd pick / 1992"
"13",80,"Donald Driver",25,"wr",16,2,188,"6-0","Alcorn St.","2/2/1975","1",3,"Green Bay Packers / 7th / 213th pick / 1999"
"14",24,"Antuan Edwards",23,"lcb",12,3,212,"6-1","Clemson","5/26/1977","1",2,"Green Bay Packers / 1st / 25th pick / 1999"
