"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",60,"Dan Alexander",27,"RG",9,9,260,"6-4","LSU","6/17/1955","5",9,"New York Jets / 8th / 200th pick / 1977"
"2",86,"Steve Alvers",25,"",3,0,240,"6-4","Taft,Miami (FL)","4/4/1957","1",0,"New York Giants / 7th / 172nd pick / 1979"
"3",35,"Mike Augustyniak",26,"FB",9,8,225,"5-11","Purdue","7/17/1956","1",7,""
"4",31,"Marion Barber",23,"",6,0,224,"6-3","Minnesota","12/6/1959","Rook",0,"New York Jets / 2nd / 30th pick / 1981"
"5",83,"Jerome Barkum",32,"TE",9,8,218,"6-3","Jackson St.","7/18/1950","10",4,"New York Jets / 1st / 9th pick / 1972"
"6",78,"Barry Bennett",27,"",7,0,257,"6-4","Concordia-Moorhead (MN)","12/10/1955","4",1,"New Orleans Saints / 3rd / 60th pick / 1978"
"7",64,"Guy Bingham",24,"",7,0,255,"6-3","Montana","2/25/1958","2",1,"New York Jets / 10th / 260th pick / 1980"
"8",54,"Stan Blinka",25,"MLB",8,8,230,"6-2","Sam Houston St.","4/29/1957","3",7,"New York Jets / 5th / 125th pick / 1979"
"9",51,"Greg Buttle",28,"LLB",7,7,235,"6-3","Penn St.","6/20/1954","6",7,"New York Jets / 3rd / 67th pick / 1976"
"10",88,"Tom Coombs",23,"",3,0,236,"6-3","Puget Sound,Idaho","5/31/1959","Rook",0,"New York Jets / 7th / 191st pick / 1982"
"11",50,"Bob Crable",23,"lb",9,2,228,"6-3","Notre Dame","9/22/1959","Rook",3,"New York Jets / 1st / 23rd pick / 1982"
"12",55,"Ron Crosby",27,"",9,0,224,"6-3","Penn St.","3/2/1955","4",1,"Detroit Lions / 5th / 114th pick / 1977"
"13",45,"Dwayne Crutchfield",23,"",6,0,235,"6-0","Iowa St.","9/30/1959","Rook",1,"New York Jets / 3rd / 79th pick / 1982"
"14",25,"Scott Dierking",27,"",9,0,218,"5-10","Purdue","5/24/1955","5",4,"New York Jets / 4th / 90th pick / 1977"
