"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",4,"Bryan Barker",31,"P",16,0,202,"6-1","Santa Clara","6/28/1964","5",3,""
"2",7,"Steve Beuerlein",30,"qb",7,6,220,"6-3","Notre Dame","3/7/1965","7",3,"Los Angeles Raiders / 4th / 110th pick / 1987"
"3",71,"Tony Boselli",23,"LT",13,12,324,"6-7","USC","4/17/1972","Rook",5,"Jacksonville Jaguars / 1st / 2nd pick / 1995"
"4",66,"Shawn Bouwens",27,"LG",10,9,293,"6-5","Nebraska Wesleyan","5/25/1968","4",4,"New England Patriots / 9th / 226th pick / 1990"
"5",52,"Brant Boyer",24,"",2,0,240,"6-1","Arizona","6/27/1971","1",0,"Miami Dolphins / 6th / 177th pick / 1994"
"6",21,"Deral Boykin",25,"",5,0,198,"5-11","Louisville","9/2/1970","2",0,"Los Angeles Rams / 6th / 149th pick / 1993"
"7",8,"Mark Brunell",25,"QB",13,10,217,"6-1","Washington","9/17/1970","1",9,"Green Bay Packers / 5th / 118th pick / 1993"
"8",29,"Darren Carrington",29,"db",6,2,200,"6-2","Pittsburgh,Northern Arizona","10/10/1966","6",1,"Denver Broncos / 5th / 134th pick / 1989"
"9",96,"Bernard Carter",24,"",5,0,238,"6-3","East Carolina","8/22/1971","Rook",0,"Tampa Bay Buccaneers / 6th / 165th pick / 1994"
"10",36,"Ryan Christopherson",23,"",11,0,237,"5-11","Wyoming","7/26/1972","Rook",0,"Jacksonville Jaguars / 5th / 169th pick / 1995"
"11",69,"Eugene Chung",26,"",11,0,301,"6-4","Virginia Tech","6/14/1969","3",1,"New England Patriots / 1st / 13th pick / 1992"
"12",59,"Reggie Clark",28,"",5,0,238,"6-2","North Carolina","10/17/1967","1",0,""
"13",27,"Vinnie Clark",26,"LCB",16,16,202,"6-0","Ohio St.","1/22/1969","4",5,"Green Bay Packers / 1st / 19th pick / 1991"
"14",34,"Reggie Cobb",27,"",1,0,212,"6-1","Tennessee","7/7/1968","5",0,"Tampa Bay Buccaneers / 2nd / 30th pick / 1990"
"15",62,"Ben Coleman",24,"rg",10,5,330,"6-5","Wake Forest","5/18/1971","2",2,"Phoenix Cardinals / 2nd / 32nd pick / 1993"
"16",24,"Harry Colon",26,"SS",16,16,203,"6-0","Missouri","2/14/1969","4",5,"New England Patriots / 8th / 196th pick / 1991"
"17",63,"Frank Cornish",28,"",3,0,287,"6-4","UCLA","9/24/1967","5",0,"San Diego Chargers / 6th / 143rd pick / 1990"
"18",92,"Don Davey",27,"RDT",16,16,273,"6-4","Wisconsin","4/8/1968","4",6,"Green Bay Packers / 3rd / 67th pick / 1991"
"19",45,"Travis Davis",22,"ss",9,5,203,"6-0","Notre Dame","1/10/1973","Rook",2,"New Orleans Saints / 7th / 242nd pick / 1995"
"20",73,"Brian DeMarco",23,"RT",16,16,323,"6-7","Michigan St.","4/9/1972","Rook",7,"Jacksonville Jaguars / 2nd / 40th pick / 1995"
"21",38,"Mike Dumas",26,"FS",14,8,198,"6-0","Indiana","3/18/1969","4",3,"Houston Oilers / 2nd / 28th pick / 1991"
"22",32,"Vaughn Dunbar",27,"rb",14,6,204,"5-10","NE State (OK),Indiana","9/4/1968","3",2,"New Orleans Saints / 1st / 21st pick / 1992"
"23",91,"Paul Frase",30,"rde",9,5,272,"6-5","Syracuse","5/6/1965","7",2,"New York Jets / 6th / 146th pick / 1988"
"24",84,"Ernest Givins",31,"WR",9,9,178,"5-9","NE Oklahoma A&M,Louisville","9/3/1964","9",2,"Houston Oilers / 2nd / 34th pick / 1986"
"25",54,"Keith Goganious",27,"LLB",16,15,239,"6-2","Penn St.","12/7/1968","3",5,"Buffalo Bills / 3rd / 83rd pick / 1992"
"26",26,"Rogerick Green",26,"",14,0,182,"6-0","Kansas St.","12/15/1969","3",1,"Tampa Bay Buccaneers / 5th / 118th pick / 1992"
"27",85,"Rich Griffith",26,"TE",16,15,262,"6-5","Arizona","7/31/1969","2",2,"New England Patriots / 5th / 138th pick / 1993"
"28",28,"Monty Grow",24,"db",4,1,214,"6-4","Florida","9/4/1971","1",1,""
"29",97,"Ray Hall",24,"",12,0,294,"6-4","Washington St.","3/2/1971","Rook",1,""
"30",1,"Mike Hollis",23,"K",16,0,179,"5-7","Idaho","5/22/1972","Rook",2,""
"31",81,"Desmond Howard",25,"PR",13,6,185,"5-10","Michigan","5/15/1970","3",2,"Washington Redskins / 1st / 4th pick / 1992"
"32",20,"Chris Hudson",24,"",1,0,199,"5-10","Colorado","10/6/1971","Rook",0,"Jacksonville Jaguars / 3rd / 71st pick / 1995"
"33",78,"Greg Huntington",25,"",4,0,297,"6-3","Penn St.","9/22/1970","2",0,"Washington Redskins / 5th / 128th pick / 1993"
"34",80,"Willie Jackson",24,"WR",14,10,212,"6-1","Florida","8/16/1971","Rook",5,"Dallas Cowboys / 4th / 109th pick / 1994"
"35",11,"Rob Johnson",22,"",1,0,204,"6-4","USC","3/18/1973","Rook",0,"Jacksonville Jaguars / 4th / 99th pick / 1995"
"36",21,"Tommy Johnson",24,"",1,0,183,"5-10","Alabama","12/5/1971","Rook",0,""
"37",23,"Randy Jordan",25,"rb",12,3,207,"5-10","North Carolina","6/6/1970","2",1,""
"38",88,"Craig Keith",24,"te",11,2,262,"6-3","Lenoir-Rhyne","4/27/1971","2",0,"Pittsburgh Steelers / 7th / 189th pick / 1993"
"39",56,"Jeff Lageman",28,"RDE",11,11,266,"6-6","Virginia","7/18/1967","6",4,"New York Jets / 1st / 14th pick / 1989"
"40",40,"Gordon Laro",23,"",2,0,253,"6-3","Michigan,Boston Col.","4/17/1972","Rook",0,""
"41",93,"Ernie Logan",27,"nt",15,1,290,"6-3","East Carolina","5/18/1968","4",1,"Atlanta Falcons / 9th / 226th pick / 1991"
"42",89,"Curtis Marsh",25,"",9,0,201,"6-2","Utah","11/24/1970","Rook",1,"Jacksonville Jaguars / 7th / 219th pick / 1995"
"43",35,"Le'Shai Maston",25,"FB",16,10,227,"6-0","Baylor","10/7/1970","2",2,""
"44",98,"Corey Mayfield",25,"dt",16,4,302,"6-3","Oklahoma","2/25/1970","3",3,"San Francisco 49ers / 10th / 269th pick / 1992"
"45",55,"Tom McManus",25,"lb",14,2,252,"6-2","Boston Col.","7/30/1970","Rook",1,""
"46",65,"Bronzell Miller",24,"",3,0,247,"6-4","Utah","10/12/1971","Rook",0,"St. Louis Rams / 7th / 239th pick / 1995"
"47",83,"Pete Mitchell",24,"te",16,5,243,"6-2","Boston Col.","10/9/1971","Rook",4,"Miami Dolphins / 4th / 122nd pick / 1995"
