"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",19,"Willie Alexander",29,"LCB",16,14,194,"6-2","Alcorn St.","9/21/1949","7",6,"Houston Oilers / 6th / 134th pick / 1971"
"2",86,"Mike Barber",25,"TE",16,16,235,"6-3","Louisiana Tech","6/4/1953","2",7,"Houston Oilers / 2nd / 48th pick / 1976"
"3",63,"Steve Baumgartner",27,"",16,0,256,"6-7","Purdue","3/26/1951","5",3,"New Orleans Saints / 2nd / 51st pick / 1973"
"4",65,"Elvin Bethea*",32,"RDE",16,16,260,"6-2","North Carolina A&T","3/1/1946","10",7,"Houston Oilers / 3rd / 77th pick / 1968"
"5",54,"Gregg Bingham",27,"RILB",16,16,227,"6-1","Purdue","3/13/1951","5",6,"Houston Oilers / 4th / 79th pick / 1973"
"6",52,"Robert Brazile*+",25,"ROLB",16,16,241,"6-4","Jackson St.","2/7/1953","3",10,"Houston Oilers / 1st / 6th pick / 1975"
"7",0,"Ken Burrough",30,"WR",16,16,215,"6-3","Texas Southern","7/14/1948","8",8,"New Orleans Saints / 1st / 10th pick / 1970"
"8",34,"Earl Campbell*+",23,"RB",15,14,232,"5-11","Texas","3/29/1955","Rook",13,"Houston Oilers / 1st / 1st pick / 1978"
"9",26,"Rob Carpenter",23,"",11,2,224,"6-1","Miami (OH)","4/20/1955","1",5,"Houston Oilers / 3rd / 84th pick / 1977"
"10",58,"David Carter",25,"",16,0,250,"6-2","West. Kentucky","11/27/1953","1",4,"Houston Oilers / 6th / 165th pick / 1977"
"11",88,"Rich Caster",30,"",14,7,228,"6-5","Jackson St.","10/16/1948","8",4,"New York Jets / 2nd / 46th pick / 1970"
"12",47,"Ronnie Coleman",27,"PR",15,2,195,"5-10","Alabama A&M","7/9/1951","4",5,""
"13",78,"Curley Culp*",32,"NT",16,16,265,"6-2","Arizona St.","3/10/1946","10",9,"Denver Broncos / 2nd / 31st pick / 1968"
"14",20,"Bill Currier",23,"SS",14,11,196,"6-0","South Carolina","1/5/1955","1",4,"Houston Oilers / 9th / 232nd pick / 1977"
"15",28,"Anthony Davis",26,"",2,0,190,"5-10","USC","9/8/1952","1",0,"New York Jets / 2nd / 37th pick / 1975"
"16",67,"Jimmy Dean",23,"",3,0,252,"6-4","Texas A&M","1/8/1955","Rook",2,"Buffalo Bills / 4th / 86th pick / 1977"
"17",81,"Johnnie Dirden",26,"KR",16,0,188,"6-0","Sam Houston St.","3/14/1952","Rook",0,"Houston Oilers / 10th / 1st pick / 1978 Supp"
"18",69,"Andy Dorris",27,"",16,0,238,"6-4","New Mexico St.","8/11/1951","5",3,"Cleveland Browns / 4th / 93rd pick / 1973"
"19",31,"Brian Duncan",26,"",5,0,201,"6-0","SMU","3/31/1952","2",0,""
"20",60,"Ed Fisher",29,"RG",16,16,249,"6-3","Arizona St.","5/31/1949","4",7,""
"21",16,"Toni Fritsch",33,"K",16,0,190,"5-7","none","7/10/1945","7",5,""
"22",70,"Conway Hayman",29,"LG",16,13,264,"6-3","Delaware","1/9/1949","3",6,"Washington Redskins / 6th / 141st pick / 1971"
"23",15,"Al Johnson",28,"",7,0,200,"6-0","Cincinnati","6/17/1950","6",2,""
"24",84,"Billy Johnson",26,"",5,0,170,"5-9","Widener","1/21/1952","4",0,"Houston Oilers / 15th / 365th pick / 1974"
"25",71,"Ken Kennard",24,"",16,0,248,"6-2","Angelo State (TX)","10/4/1954","1",3,""
"26",57,"Steve Kiner",31,"LILB",16,16,220,"6-1","Tennessee","6/12/1947","8",6,"Dallas Cowboys / 3rd / 73rd pick / 1970"
"27",25,"Kurt Knoff",24,"",16,5,191,"6-2","Kansas","4/6/1954","1",2,"Denver Broncos / 2nd / 43rd pick / 1976"
"28",55,"Carl Mauck",31,"C",16,16,243,"6-4","Southern Illinois","7/7/1947","9",7,"Baltimore Colts / 13th / 337th pick / 1969"
"29",24,"Alvin Maxson",27,"",1,0,205,"5-11","SMU","11/12/1951","4",0,"New Orleans Saints / 8th / 201st pick / 1974"
"30",29,"Guido Merkens",23,"",12,0,200,"6-1","Sam Houston St.","8/14/1955","Rook",0,""
