"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",25,"Curtis Anderson",24,"",9,0,193,"6-0","Pittsburgh","9/29/1973","Rook",1,""
"2",4,"Bryan Barker*+",33,"P",16,0,202,"6-1","Santa Clara","6/28/1964","7",3,""
"3",84,"Reggie Barlow",24,"PR",16,0,190,"6-0","Alabama St.","1/22/1973","1",2,"Jacksonville Jaguars / 4th / 110th pick / 1996"
"4",21,"Aaron Beasley",24,"lcb",9,7,205,"6-0","West Virginia","7/7/1973","1",3,"Jacksonville Jaguars / 3rd / 63rd pick / 1996"
"5",71,"Tony Boselli*+",25,"LT",12,12,324,"6-7","USC","4/17/1972","2",14,"Jacksonville Jaguars / 1st / 2nd pick / 1995"
"6",52,"Brant Boyer",26,"lb",16,2,240,"6-1","Arizona","6/27/1971","3",2,"Miami Dolphins / 6th / 177th pick / 1994"
"7",90,"Tony Brackens",23,"de",15,3,267,"6-4","Texas","12/26/1974","1",4,"Jacksonville Jaguars / 2nd / 33rd pick / 1996"
"8",22,"Bucky Brooks",26,"",3,0,192,"6-0","North Carolina","1/22/1971","3",0,"Buffalo Bills / 2nd / 48th pick / 1994"
"9",86,"Derek Brown",27,"TE",13,8,259,"6-6","Notre Dame","3/31/1970","5",1,"New York Giants / 1st / 14th pick / 1992"
"10",8,"Mark Brunell*",27,"QB",14,14,217,"6-1","Washington","9/17/1970","3",15,"Green Bay Packers / 5th / 118th pick / 1993"
"11",63,"Michael Cheever",24,"c",6,4,293,"6-4","Georgia Tech","6/24/1973","1",3,"Jacksonville Jaguars / 2nd / 60th pick / 1996"
"12",62,"Ben Coleman",26,"LG",16,16,330,"6-5","Wake Forest","5/18/1971","4",10,"Phoenix Cardinals / 2nd / 32nd pick / 1993"
"13",92,"Don Davey",29,"RDT",10,10,273,"6-4","Wisconsin","4/8/1968","6",4,"Green Bay Packers / 3rd / 67th pick / 1991"
