"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",55,"John Abraham",29,"DE",16,16,256,"6-4","South Carolina","5/6/1978","7",7,"New York Jets / 1st / 13th pick / 2000"
"2",5,"Morten Andersen",47,"",14,0,217,"6-2","Michigan St.","8/19/1960","25",3,"New Orleans Saints / 4th / 86th pick / 1982"
"3",80,"Courtney Anderson",27,"",2,0,270,"6-7","San Jose St.","11/19/1980","3",0,"Oakland Raiders / 7th / 245th pick / 2004"
"4",98,"Jamaal Anderson",21,"DE",16,16,288,"6-5","Arkansas","2/6/1986","Rook",6,"Atlanta Falcons / 1st / 8th pick / 2007"
"5",93,"Tim Anderson",27,"",5,0,308,"6-4","Ohio St.","11/22/1980","3",0,"Buffalo Bills / 3rd / 74th pick / 2004"
"6",95,"Jonathan Babineaux",26,"DT",14,9,281,"6-2","Iowa","10/12/1981","2",5,"Atlanta Falcons / 2nd / 59th pick / 2005"
"7",70,"D'Anthony Batiste",26,"lg",4,4,318,"6-4","La-Lafayette","3/29/1981","Rook",2,""
"8",85,"Dwayne Blakley",28,"te",12,3,257,"6-4","Missouri","8/10/1979","3",0,""
"9",63,"Justin Blalock",24,"LG",14,14,320,"6-3","Texas","12/20/1983","Rook",6,"Atlanta Falcons / 2nd / 39th pick / 2007"
"10",59,"Michael Boley",25,"LB",16,16,236,"6-3","Southern Miss","8/24/1982","2",8,"Atlanta Falcons / 5th / 160th pick / 2005"
"11",56,"Keith Brooking",32,"MLB",16,16,245,"6-2","Georgia Tech","10/30/1975","9",7,"Atlanta Falcons / 1st / 12th pick / 1998"
"12",77,"Tyson Clabo",26,"RT",11,11,314,"6-6","Wake Forest","10/17/1981","1",4,""
"13",75,"Roderick Coleman",31,"dt",5,5,285,"6-2","East Carolina","8/16/1976","8",2,"Oakland Raiders / 5th / 153rd pick / 1999"
"14",25,"Chris Crocker",27,"FS",14,14,194,"5-11","Marshall","3/9/1980","4",6,"Cleveland Browns / 3rd / 84th pick / 2003"
"15",83,"Alge Crumpler",30,"TE",14,10,262,"6-2","North Carolina","12/23/1977","6",3,"Atlanta Falcons / 2nd / 35th pick / 2001"
"16",73,"Harvey Dahl",26,"",1,0,302,"6-5","Nevada","6/24/1981","1",0,""
"17",92,"Chauncey Davis",24,"",16,0,277,"6-2","Florida St.","1/27/1983","2",2,"Atlanta Falcons / 4th / 128th pick / 2005"
"18",28,"Warrick Dunn",32,"RB",16,15,180,"5-9","Florida St.","1/5/1975","10",4,"Tampa Bay Buccaneers / 1st / 12th pick / 1997"
"19",65,"Kynan Forney",29,"RG",14,14,307,"6-3","Hawaii","9/8/1978","6",6,"Atlanta Falcons / 7th / 219th pick / 2001"
"20",79,"Renardo Foster",23,"lt",7,2,325,"6-7","Louisville","7/15/1984","Rook",1,""
"21",72,"Wayne Gandy",36,"lt",5,5,308,"6-4","Auburn","2/10/1971","13",2,"Los Angeles Rams / 1st / 15th pick / 1994"
"22",43,"Brent Grimes",24,"",2,0,180,"5-10","Shippensburg","7/19/1983","Rook",0,""
"23",21,"DeAngelo Hall",24,"LCB",16,15,197,"5-10","Virginia Tech","11/19/1983","3",7,"Atlanta Falcons / 1st / 8th pick / 2004"
"24",13,"Joey Harrington",29,"QB",12,10,220,"6-4","Oregon","10/21/1978","5",6,"Detroit Lions / 1st / 3rd pick / 2002"
"25",41,"Antoine Harris",25,"",13,0,240,"5-10","Louisville","4/8/1982","Rook",1,""
