"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",83,"Robert Baker",26,"",10,0,200,"5-11","Auburn","5/14/1976","Rook",0,""
"2",96,"David Bowens",25,"",14,0,260,"6-3","Michigan,West. Illinois","7/3/1977","3",1,"Denver Broncos / 5th / 158th pick / 1999"
"3",95,"Tim Bowens*",29,"LDT",16,16,325,"6-4","Mississippi","2/7/1973","8",9,"Miami Dolphins / 1st / 20th pick / 1994"
"4",90,"Rob Burnett",35,"",15,0,265,"6-4","Syracuse","8/27/1967","12",1,"Cleveland Browns / 5th / 129th pick / 1990"
"5",88,"Cris Carter",37,"wr",5,1,202,"6-3","Ohio St.","11/25/1965","15",1,"Philadelphia Eagles / 4th / 3rd pick / 1987 Supp"
"6",84,"Chris Chambers",24,"WR",15,15,210,"5-11","Wisconsin","8/12/1978","1",9,"Miami Dolphins / 2nd / 52nd pick / 2001"
"7",64,"Larry Chester",27,"RDT",16,16,325,"6-2","Temple","10/17/1975","4",7,""
"8",85,"Desmond Clark",25,"",11,0,255,"6-3","Wake Forest","4/20/1977","3",0,"Denver Broncos / 6th / 179th pick / 1999"
"9",63,"Mark Dixon",32,"LT",13,12,295,"6-4","Virginia","11/26/1970","4",7,""
"10",33,"Deon Dyer",25,"",13,0,255,"6-0","North Carolina","10/2/1977","2",0,"Miami Dolphins / 4th / 117th pick / 2000"
"11",47,"Robert Edwards",28,"",12,0,218,"5-11","Georgia","10/2/1974","4",2,"New England Patriots / 1st / 18th pick / 1998"
"12",9,"Jay Fiedler",31,"QB",11,10,225,"6-2","Dartmouth","12/29/1971","7",9,""
"13",21,"Jamar Fletcher",23,"db",16,4,186,"5-10","Wisconsin","8/28/1979","1",2,"Miami Dolphins / 1st / 26th pick / 2001"
"14",27,"Arturo Freeman",26,"SS",16,16,200,"6-1","South Carolina","10/27/1976","2",5,"Miami Dolphins / 5th / 152nd pick / 2000"
"15",86,"Oronde Gadsden",31,"wr",6,6,215,"6-2","Winston-Salem St.","8/20/1971","4",3,""
"16",58,"Scott Galyon",28,"",15,0,238,"6-2","Tennessee","3/23/1974","6",1,"New York Giants / 6th / 182nd pick / 1996"
"17",42,"Trent Gamble",25,"",13,0,185,"5-9","Wyoming","7/24/1977","2",1,""
"18",40,"Ray Green",25,"",8,0,195,"6-3","South Carolina","3/22/1977","2",1,""
"19",52,"Morlon Greenwood",24,"LB",16,13,238,"6-0","Syracuse","7/17/1978","1",5,"Miami Dolphins / 3rd / 88th pick / 2001"
"20",94,"Jermaine Haley",29,"",16,0,325,"6-4","Butte JC (CA)","2/13/1973","2",2,"Miami Dolphins / 7th / 232nd pick / 1999"
"21",20,"Lloyd Harrison",25,"",2,0,190,"5-10","North Carolina St.","6/21/1977","2",0,"Washington Redskins / 3rd / 64th pick / 2000"
"22",51,"Tommy Hendricks",24,"",16,0,235,"6-2","Michigan","10/23/1978","2",1,""
"23",60,"Greg Jerman",23,"",2,0,310,"6-5","Baylor","1/24/1979","Rook",0,""
"24",83,"Albert Johnson",25,"",4,0,190,"5-9","SMU","11/11/1977","Rook",0,""
"25",44,"Rob Konrad",26,"FB",16,12,255,"6-3","Syracuse","11/12/1976","3",3,"Miami Dolphins / 2nd / 43rd pick / 1999"
"26",24,"Omare Lowe",24,"",1,0,196,"6-1","Washington","4/20/1978","Rook",0,"Miami Dolphins / 5th / 161st pick / 2002"
"27",6,"Ray Lucas",30,"qb",7,6,214,"6-3","Rutgers","8/6/1972","6",4,""
"28",29,"Sam Madison*",28,"RCB",16,16,185,"5-11","Louisville","4/23/1974","5",8,"Miami Dolphins / 2nd / 44th pick / 1997"
"29",10,"Olindo Mare",29,"",16,0,190,"5-10","MacMurray,Syracuse","6/6/1973","5",3,""
"30",31,"Brock Marion*",32,"FS",16,16,200,"5-11","Nevada","6/11/1970","9",7,"Dallas Cowboys / 7th / 196th pick / 1993"
