"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",61,"Henry Allison",29,"",10,0,255,"6-3","Col. of the Sequoias,San Diego St.","2/11/1947","5",3,"Philadelphia Eagles / 2nd / 50th pick / 1971"
"2",57,"Mark Arneson",27,"RLB",14,14,220,"6-2","Arizona","9/9/1949","4",6,"St. Louis Cardinals / 2nd / 32nd pick / 1972"
"3",25,"Jim Bakken*+",36,"K",14,0,200,"5-11","Wisconsin","11/2/1940","14",5,"Los Angeles Rams / 7th / 88th pick / 1962"
"4",54,"Tom Banks*+",28,"C",14,14,245,"6-1","Auburn","8/20/1948","5",12,"St. Louis Cardinals / 8th / 189th pick / 1970"
"5",58,"Al Beauchamp",32,"",14,0,237,"6-2","Southern","6/25/1944","8",3,"Cincinnati Bengals / 5th / 138th pick / 1968"
"6",79,"Bob Bell",28,"RDE",14,11,250,"6-4","Cincinnati","1/25/1948","5",6,"Detroit Lions / 1st / 21st pick / 1971"
"7",51,"Tom Brahaney",25,"",14,0,245,"6-2","Oklahoma","10/23/1951","3",3,"St. Louis Cardinals / 5th / 109th pick / 1973"
"8",70,"Lee Brooks",29,"",8,1,261,"6-5","Texas","12/7/1947","6",2,"Houston Oilers / 2nd / 31st pick / 1970"
"9",88,"J.V. Cain",25,"TE",14,14,224,"6-4","Colorado","7/22/1951","2",5,"St. Louis Cardinals / 1st / 7th pick / 1974"
"10",26,"Dwayne Crump",26,"",13,0,180,"5-11","Fresno St.","8/9/1950","3",2,"St. Louis Cardinals / 6th / 137th pick / 1973"
"11",76,"Charles Davis",25,"LDT",14,14,269,"6-1","TCU","11/17/1951","2",5,"Pittsburgh Steelers / 9th / 229th pick / 1974"
"12",73,"Mike Dawson",23,"RDT",13,10,270,"6-4","Arizona","10/16/1953","Rook",4,"St. Louis Cardinals / 1st / 22nd pick / 1976"
"13",72,"Dan Dierdorf*+",27,"RT",14,14,275,"6-3","Michigan","6/29/1949","5",12,"St. Louis Cardinals / 2nd / 43rd pick / 1971"
"14",66,"Conrad Dobler*",26,"RG",14,14,254,"6-3","Wyoming","10/1/1950","4",10,"St. Louis Cardinals / 5th / 110th pick / 1972"
"15",10,"Bill Donckers",25,"",1,0,205,"6-1","San Diego St.","1/8/1951","Rook",0,""
"16",41,"Clarence Duren",26,"",13,0,190,"6-1","California","12/9/1950","3",3,""
"17",60,"Roger Finnie",31,"LT",14,14,245,"6-3","Florida A&M","11/6/1945","7",6,"New York Jets / 14th / 364th pick / 1969"
"18",59,"Carl Gersbach",29,"",7,0,230,"6-1","Duke,West Chester","1/8/1947","6",2,""
