"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",55,"John Abraham",31,"DE",16,15,256,"6-4","South Carolina","5/6/1978","9",7,"New York Jets / 1st / 13th pick / 2000"
"2",59,"Spencer Adkins",22,"",5,0,246,"5-11","Miami (FL)","5/16/1987","Rook",0,"Atlanta Falcons / 6th / 176th pick / 2009"
"3",98,"Jamaal Anderson",23,"DE",13,13,288,"6-5","Arkansas","2/6/1986","2",5,"Atlanta Falcons / 1st / 8th pick / 2007"
"4",95,"Jonathan Babineaux",28,"DT",16,16,281,"6-2","Iowa","10/12/1981","4",8,"Atlanta Falcons / 2nd / 59th pick / 2005"
"5",72,"Sam Baker",24,"LT",14,14,308,"6-5","USC","5/30/1985","1",8,"Atlanta Falcons / 1st / 21st pick / 2008"
"6",71,"Kroy Biermann",24,"de",16,2,242,"6-3","Montana","9/12/1985","1",4,"Atlanta Falcons / 5th / 154th pick / 2008"
"7",63,"Justin Blalock",26,"LG",16,16,320,"6-3","Texas","12/20/1983","2",9,"Atlanta Falcons / 2nd / 39th pick / 2007"
"8",80,"Marty Booker",33,"wr",16,1,212,"6-0","La-Monroe","7/31/1976","10",2,"Chicago Bears / 3rd / 78th pick / 1999"
"9",42,"Eric Brock",24,"",2,0,207,"6-0","Auburn","4/4/1985","1",0,""
"10",3,"Matt Bryant",34,"",5,0,200,"5-9","Baylor","5/29/1975","7",1,""
"11",NA,"Tyson Clabo",28,"RT",16,16,314,"6-6","Wake Forest","10/17/1981","3",9,""
"12",26,"Erik Coleman",27,"SS",16,16,200,"5-10","Washington St.","5/6/1982","5",6,"New York Jets / 5th / 143rd pick / 2004"
"13",73,"Harvey Dahl",28,"RG",11,11,302,"6-5","Nevada","6/24/1981","3",6,""
"14",92,"Chauncey Davis",26,"de",16,4,277,"6-2","Florida St.","1/27/1983","4",3,"Atlanta Falcons / 4th / 128th pick / 2005"
"15",28,"Thomas DeCoud",24,"FS",16,16,196,"6-1","California","3/19/1985","1",7,"Atlanta Falcons / 3rd / 98th pick / 2008"
"16",1,"Jason Elam",39,"",11,0,200,"5-11","Hawaii","3/8/1970","16",0,"Denver Broncos / 3rd / 70th pick / 1993"
"17",86,"Brian Finneran",33,"wr",10,2,210,"6-5","Villanova","1/31/1976","10",1,""
"18",29,"Jamaal Fudge",26,"",2,0,196,"5-9","Clemson","5/17/1983","3",0,""
"19",51,"Tony Gilbert",30,"",12,0,239,"6-1","Georgia","10/16/1979","6",1,"Arizona Cardinals / 6th / 210th pick / 2003"
"20",88,"Tony Gonzalez",33,"TE",16,16,251,"6-5","California","2/27/1976","12",9,"Kansas City Chiefs / 1st / 13th pick / 1997"
"21",20,"Brent Grimes",26,"rcb",16,8,180,"5-10","Shippensburg","7/19/1983","2",5,""
"22",41,"Antoine Harris",27,"",10,0,240,"5-10","Louisville","4/8/1982","2",1,""
"23",36,"Verron Haynes",30,"fb",7,2,223,"5-10","Georgia","2/17/1979","7",0,"Pittsburgh Steelers / 5th / 166th pick / 2002"
"24",24,"Tye Hill",27,"cb",8,3,185,"5-9","Clemson","6/3/1982","3",2,"St. Louis Rams / 1st / 15th pick / 2006"
"25",23,"Chris Houston",25,"rcb",12,10,185,"5-10","Arkansas","10/18/1984","2",4,"Atlanta Falcons / 2nd / 41st pick / 2007"
"26",22,"Chevis Jackson",24,"cb",15,2,188,"5-11","LSU","12/11/1985","1",2,"Atlanta Falcons / 3rd / 68th pick / 2008"
"27",NA,"Robert James",26,"",1,0,224,"5-11","Arizona St.","12/26/1983","1",0,"Atlanta Falcons / 5th / 138th pick / 2008"
"28",12,"Michael Jenkins",27,"WR",15,9,217,"6-4","Ohio St.","6/18/1982","5",7,"Atlanta Falcons / 1st / 29th pick / 2004"
"29",94,"Peria Jerry",25,"nt",2,2,290,"6-1","Mississippi","8/23/1984","Rook",1,"Atlanta Falcons / 1st / 24th pick / 2009"
"30",93,"Thomas Johnson",28,"NT",13,10,294,"6-2","Middle Tenn. St.","6/24/1981","4",5,""
"31",9,"Michael Koenen",27,"",16,0,195,"5-11","West. Washington","7/13/1982","4",1,""
"32",97,"Trey Lewis",24,"nt",8,1,294,"6-3","Washburn","5/23/1985","2",1,"Atlanta Falcons / 6th / 185th pick / 2007"
"33",50,"Curtis Lofton",23,"MLB",16,16,238,"6-2","Oklahoma","6/2/1986","1",8,"Atlanta Falcons / 2nd / 37th pick / 2008"
"34",62,"Todd McClure",32,"C",16,16,286,"6-1","LSU","2/16/1977","9",9,"Atlanta Falcons / 7th / 237th pick / 1999"
"35",25,"William Moore",24,"",2,0,223,"6-0","Missouri","5/18/1985","Rook",0,"Atlanta Falcons / 2nd / 55th pick / 2009"
"36",34,"Ovie Mughelli",29,"fb",14,7,260,"6-1","Wake Forest","6/10/1980","6",1,"Baltimore Ravens / 4th / 134th pick / 2003"
"37",54,"Stephen Nicholas",26,"LB",16,13,225,"6-2","South Florida","5/1/1983","2",7,"Atlanta Falcons / 4th / 109th pick / 2007"
"38",32,"Jerious Norwood",26,"rb",10,4,205,"6-0","Mississippi St.","7/29/1983","3",4,"Atlanta Falcons / 3rd / 79th pick / 2006"
"39",NA,"Quinn Ojinnaka",25,"rg",9,5,309,"6-5","Syracuse","4/23/1984","3",3,"Atlanta Falcons / 5th / 139th pick / 2006"
