"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",38,"Mike Anderson",33,"",16,0,230,"6-0","Utah","9/21/1973","6",2,"Denver Broncos / 6th / 189th pick / 2000"
"2",94,"Justin Bannan",27,"dt",11,1,305,"6-3","Colorado","4/18/1979","4",2,"Buffalo Bills / 5th / 139th pick / 2002"
"3",80,"Alex Bannister",27,"",2,0,207,"6-5","East. Kentucky","4/23/1979","5",0,"Seattle Seahawks / 5th / 140th pick / 2001"
"4",7,"Kyle Boller",25,"",5,0,220,"6-3","California","6/17/1981","3",2,"Baltimore Ravens / 1st / 19th pick / 2003"
"5",60,"Jason Brown",23,"LG",16,12,313,"6-3","North Carolina","5/5/1983","1",6,"Baltimore Ravens / 4th / 124th pick / 2005"
"6",65,"Chris Chester",23,"rg",11,4,300,"6-3","Oklahoma","1/12/1983","Rook",2,"Baltimore Ravens / 2nd / 56th pick / 2006"
"7",89,"Mark Clayton",24,"WR",16,12,193,"5-10","Oklahoma","7/2/1982","1",9,"Baltimore Ravens / 1st / 22nd pick / 2005"
"8",53,"Dan Cody",25,"",2,0,255,"6-5","Oklahoma","12/1/1981","Rook",0,"Baltimore Ravens / 2nd / 53rd pick / 2005"
"9",81,"Devard Darling",24,"",1,0,213,"6-1","Florida St.,Washington St.","4/16/1982","2",0,"Baltimore Ravens / 3rd / 82nd pick / 2004"
"10",93,"Dwan Edwards",25,"",8,0,315,"6-3","Oregon St.","5/16/1981","2",1,"Baltimore Ravens / 2nd / 51st pick / 2004"
"11",62,"Mike Flynn",32,"C",16,16,305,"6-3","Maine","6/15/1974","8",7,""
"12",91,"Aubrayo Franklin",26,"",14,0,320,"6-1","Tennessee","8/27/1980","3",2,"Baltimore Ravens / 5th / 146th pick / 2003"
"13",33,"Justin Green",24,"fb",12,3,250,"5-11","Montana","4/30/1982","1",0,"Baltimore Ravens / 5th / 158th pick / 2005"
"14",97,"Kelly Gregg",30,"NT",16,16,310,"6-0","Oklahoma","11/1/1976","7",10,"Cincinnati Bengals / 6th / 173rd pick / 1999"
"15",58,"Dennis Haley",24,"",9,0,247,"6-1","Virginia","2/18/1982","1",1,""
"16",86,"Todd Heap",26,"TE",16,16,252,"6-5","Arizona St.","3/16/1980","5",7,"Baltimore Ravens / 1st / 31st pick / 2001"
"17",35,"Corey Ivy",29,"",13,0,188,"5-8","Oklahoma","3/29/1977","5",1,""
"18",95,"Jarret Johnson",25,"de",16,2,285,"6-3","Alabama","8/14/1981","3",3,"Baltimore Ravens / 4th / 109th pick / 2003"
"19",50,"Tim Johnson",28,"",4,0,235,"5-11","Youngstown St.","2/7/1978","5",0,""
"20",70,"Matt Katula",24,"",16,0,280,"6-6","Wisconsin","8/22/1982","1",1,""
"21",4,"Sam Koch",24,"",16,0,225,"5-11","Nebraska","8/13/1982","Rook",2,"Baltimore Ravens / 6th / 203rd pick / 2006"
"22",74,"Michael Kracalik",24,"",1,0,337,"6-8","San Diego St.","9/9/1982","Rook",0,""
"23",26,"Dawan Landry",24,"SS",16,14,215,"6-1","Georgia Tech","12/30/1982","Rook",7,"Baltimore Ravens / 5th / 146th pick / 2006"
"24",31,"Jamal Lewis",27,"RB",16,16,240,"5-11","Tennessee","8/29/1979","6",8,"Baltimore Ravens / 1st / 5th pick / 2000"
"25",52,"Ray Lewis*",31,"MLB",14,14,245,"6-1","Miami (FL)","5/15/1975","10",12,"Baltimore Ravens / 1st / 26th pick / 1996"
