"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",72,"Kevin Allen",22,"t",16,4,285,"6-5","Indiana","6/21/1963","Rook",3,"Philadelphia Eagles / 1st / 9th pick / 1985"
"2",80,"Keith Baker",28,"wr",8,1,187,"5-10","Texas A&M,Texas Southern","6/4/1957","Rook",0,""
"3",63,"Ron Baker",31,"RG",15,15,260,"6-4","Oklahoma St.","11/19/1954","7",6,"Baltimore Colts / 10th / 277th pick / 1977"
"4",90,"Aaron Brown",29,"",7,0,235,"6-2","Ohio St.","1/13/1956","7",1,"Tampa Bay Buccaneers / 10th / 252nd pick / 1978"
"5",98,"Greg Brown",28,"RDE",16,16,254,"6-5","Kansas St.,East. Illinois","1/5/1957","4",10,""
"6",71,"Ken Clarke",29,"NT",16,16,268,"6-2","Syracuse","8/28/1956","7",9,""
"7",50,"Garry Cobb",28,"ROLB",16,16,227,"6-2","USC","3/16/1957","6",9,"Dallas Cowboys / 9th / 247th pick / 1979"
"8",21,"Evan Cooper",23,"PR",16,0,185,"5-11","Michigan","6/28/1962","1",0,"Philadelphia Eagles / 4th / 88th pick / 1984"
"9",92,"Smiley Creswell",26,"",3,0,251,"6-4","Michigan St.","12/11/1959","Rook",0,"New England Patriots / 5th / 118th pick / 1983"
"10",12,"Randall Cunningham",22,"qb",6,4,212,"6-4","UNLV","3/27/1963","Rook",2,"Philadelphia Eagles / 2nd / 37th pick / 1985"
"11",94,"Byron Darby",25,"de",10,1,260,"6-4","USC","6/4/1960","2",1,"Philadelphia Eagles / 5th / 120th pick / 1983"
"12",65,"Mark Dennard",30,"C",16,16,253,"6-1","Texas A&M","11/2/1955","6",6,"Miami Dolphins / 10th / 274th pick / 1978"
"13",99,"Joe Drake",22,"",16,0,290,"6-2","Arizona","5/28/1963","Rook",1,"Philadelphia Eagles / 9th / 233rd pick / 1985"
"14",46,"Herm Edwards",31,"RCB",16,16,194,"6-0","California,San Diego St.","4/27/1954","8",8,""
"15",24,"Ray Ellis",26,"SS",16,16,192,"6-1","Ohio St.","4/27/1959","4",9,"Philadelphia Eagles / 12th / 331st pick / 1981"
"16",39,"Major Everett",25,"",15,0,215,"5-10","Mississippi Col.","1/4/1960","2",0,""
"17",67,"Gerry Feehery",25,"",15,0,268,"6-2","Syracuse","3/9/1960","2",1,""
"18",29,"Elbert Foules",24,"db",16,3,185,"5-11","Alcorn St.","7/4/1961","2",2,""
"19",86,"Gregg Garrity",25,"wr",12,1,171,"5-10","Penn St.","11/24/1960","2",1,"Pittsburgh Steelers / 5th / 140th pick / 1983"
"20",91,"Tim Golden",26,"",2,0,220,"6-1","Florida","11/15/1959","3",0,""
"21",87,"John Goode",23,"",14,0,233,"6-2","Youngstown St.","11/5/1962","1",0,"St. Louis Cardinals / 5th / 136th pick / 1984"
"22",58,"Anthony Griggs",25,"RILB",16,16,227,"6-3","Villanova,Ohio St.","2/12/1960","3",8,"Philadelphia Eagles / 4th / 105th pick / 1982"
"23",26,"Michael Haddix",24,"FB",16,15,225,"6-2","Mississippi St.","12/27/1961","2",4,"Philadelphia Eagles / 1st / 8th pick / 1983"
"24",48,"Wes Hopkins*+",24,"FS",15,15,213,"6-1","SMU","9/26/1961","2",16,"Philadelphia Eagles / 2nd / 35th pick / 1983"
"25",2,"Mike Horan",26,"P",16,0,192,"5-11","Long Beach St.","2/1/1959","1",2,"Atlanta Falcons / 9th / 235th pick / 1982"
"26",36,"Herman Hunter",24,"KR",16,5,197,"6-1","Tennessee St.","2/14/1961","Rook",4,"Philadelphia Eagles / 11th / 289th pick / 1985"
"27",41,"Earnest Jackson",26,"RB",16,10,213,"5-9","Texas A&M","12/18/1959","2",6,"San Diego Chargers / 8th / 202nd pick / 1983"
"28",81,"Kenny Jackson",23,"WR",16,16,180,"6-0","Penn St.","2/15/1962","1",5,"Philadelphia Eagles / 1st / 4th pick / 1984"
"29",7,"Ron Jaworski",34,"QB",16,12,196,"6-2","Youngstown St.","3/23/1951","11",9,"Los Angeles Rams / 2nd / 37th pick / 1973"
"30",77,"Tom Jelesky",25,"",16,0,275,"6-6","Purdue","10/4/1960","Rook",1,""
"31",53,"Dwayne Jiles",24,"",10,0,242,"6-4","Texas Tech","11/23/1961","Rook",1,"Philadelphia Eagles / 5th / 121st pick / 1985"
"32",85,"Ron Johnson",27,"",8,0,190,"6-3","Long Beach St.","9/21/1958","Rook",1,"Seattle Seahawks / 7th / 170th pick / 1981"
"33",84,"Vyto Kab",26,"te",1,1,243,"6-5","Penn St.","12/23/1959","3",0,"Philadelphia Eagles / 3rd / 78th pick / 1982"
"34",73,"Steve Kenney",30,"LG",16,16,266,"6-4","Clemson","12/26/1955","5",6,""
"35",54,"Jon Kimmel",25,"",4,0,240,"6-4","Colgate","7/21/1960","Rook",0,""
"36",52,"Rich Kraynak",24,"",16,0,227,"6-1","Pittsburgh","1/20/1961","2",2,"Philadelphia Eagles / 8th / 201st pick / 1983"
"37",89,"Dave Little",24,"",15,0,233,"6-2","Middle Tenn. St.","4/18/1961","1",1,""
"38",8,"Paul McFadden",24,"K",16,0,163,"5-11","Youngstown St.","9/24/1961","1",6,"Philadelphia Eagles / 12th / 312th pick / 1984"
"39",74,"Leonard Mitchell",27,"RT",16,16,290,"6-7","Houston","10/12/1958","4",6,"Philadelphia Eagles / 1st / 27th pick / 1981"
"40",69,"Dwaine Morris",22,"",1,0,260,"6-2","La-Lafayette","8/24/1963","Rook",0,""
"41",34,"Hubie Oliver",28,"",1,0,215,"5-10","Arizona","11/12/1957","4",0,"Philadelphia Eagles / 10th / 275th pick / 1981"
"42",38,"Jairo Penaranda",27,"",4,0,217,"5-11","UCLA","6/15/1958","4",0,"Los Angeles Rams / 12th / 328th pick / 1981"
"43",57,"Tom Polley",23,"",2,0,246,"6-3","UNLV","2/17/1962","Rook",0,"Philadelphia Eagles / 8th / 205th pick / 1985"
"44",82,"Mike Quick*+",26,"WR",16,15,190,"6-2","North Carolina St.","5/14/1959","3",9,"Philadelphia Eagles / 1st / 20th pick / 1982"
"45",66,"Ken Reeves",24,"LT",15,13,270,"6-5","Texas A&M","10/4/1961","Rook",5,"Philadelphia Eagles / 6th / 156th pick / 1985"
"46",55,"Mike Reichenbach",24,"LILB",16,16,235,"6-2","East Stroudsburg","9/14/1961","1",8,""
