"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",57,"Ron Acks",31,"lb",14,1,214,"6-2","Illinois","10/3/1944","7",1,"Minnesota Vikings / 4th / 57th pick / 1966, New York Jets / 16th / 141st pick / 1966"
"2",88,"Bert Askson",30,"",14,0,223,"6-3","Texas Southern","12/16/1945","4",4,"Pittsburgh Steelers / 14th / 340th pick / 1970"
"3",69,"Bill Bain",23,"",14,3,279,"6-4","Colorado,USC","8/9/1952","Rook",3,"Green Bay Packers / 2nd / 47th pick / 1975"
"4",11,"David Beverly",25,"P",10,0,180,"6-2","Auburn","8/19/1950","1",1,""
"5",42,"John Brockington",27,"FB",14,12,225,"6-1","Ohio St.","9/7/1948","4",6,"Green Bay Packers / 1st / 9th pick / 1971"
"6",11,"Steve Broussard",28,"",4,0,200,"6-0","Auburn,Southern Miss","7/19/1947","Rook",-1,""
"7",19,"Carlos Brown",23,"",13,0,210,"6-3","Pacific","7/31/1952","Rook",0,"Green Bay Packers / 12th / 296th pick / 1975"
"8",28,"Willie Buchanon",25,"db",2,2,190,"6-0","San Diego St.","11/4/1950","3",1,"Green Bay Packers / 1st / 7th pick / 1972"
"9",53,"Fred Carr*",29,"RLB",14,14,238,"6-5","Texas-El Paso","8/19/1946","7",10,"Green Bay Packers / 1st / 5th pick / 1968"
"10",50,"Jim Carter",27,"MLB",12,11,235,"6-3","Minnesota","10/18/1948","5",6,"Green Bay Packers / 3rd / 68th pick / 1970"
"11",78,"Bill Cooke",24,"",5,0,249,"6-5","Connecticut,Massachusetts","2/26/1951","Rook",3,"Green Bay Packers / 10th / 244th pick / 1975"
"12",18,"Joe Danelo",22,"K",12,0,166,"5-9","Washington St.","9/2/1953","Rook",2,"Miami Dolphins / 10th / 257th pick / 1975"
"13",48,"Ken Ellis",28,"RCB",14,14,190,"5-10","Southern","9/27/1947","5",6,"Green Bay Packers / 4th / 93rd pick / 1970"
"14",86,"Kent Gaydos",26,"",4,0,225,"6-6","Florida St.","9/8/1949","Rook",0,"Oakland Raiders / 12th / 306th pick / 1972"
"15",24,"Johnnie Gray",22,"FS",14,14,185,"5-11","Cal State-Fullerton","12/18/1953","Rook",7,""
"16",21,"John Hadl",35,"QB",14,13,214,"6-1","Kansas","2/15/1940","13",6,"Detroit Lions / 1st / 10th pick / 1962, San Diego Chargers / 3rd / 24th pick / 1962"
"17",44,"Charlie Hall",27,"",14,0,193,"6-1","Pittsburgh","3/31/1948","4",3,"Green Bay Packers / 3rd / 62nd pick / 1971"
"18",40,"Willard Harrell",23,"PR",14,13,162,"5-8","Pacific","9/16/1952","Rook",5,"Green Bay Packers / 3rd / 58th pick / 1975"
"19",51,"Larry Hefner",26,"lb",4,1,230,"6-2","Clemson","8/2/1949","3",1,"Green Bay Packers / 14th / 346th pick / 1972"
"20",72,"Dick Himes",29,"RT",14,14,244,"6-4","Ohio St.","5/25/1946","7",5,"Green Bay Packers / 3rd / 81st pick / 1968"
"21",55,"Tom Hull",23,"",12,1,229,"6-3","Penn St.","6/30/1952","1",3,"San Francisco 49ers / 12th / 294th pick / 1974"
"22",63,"Ernie Janet",26,"",1,0,250,"6-4","Washington","7/22/1949","3",2,"San Francisco 49ers / 2nd / 37th pick / 1971"
"23",46,"Steve Luke",22,"",14,0,205,"6-2","Ohio St.","9/4/1953","Rook",3,"Green Bay Packers / 4th / 88th pick / 1975"
"24",13,"Chester Marcol",26,"",1,0,190,"6-0","Hillsdale","10/24/1949","3",0,"Green Bay Packers / 2nd / 34th pick / 1972"
"25",62,"Pat Matson",31,"",14,1,245,"6-1","Oregon","7/22/1944","9",3,""
"26",29,"Al Matthews",28,"SS",14,14,190,"5-11","Texas A&M-Kingsville","11/7/1947","5",7,"Green Bay Packers / 2nd / 41st pick / 1970"
