"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",26,"Phillip Adams",23,"",6,0,193,"6-0","South Carolina St.","7/20/1988","1",1,"San Francisco 49ers / 7th / 224th pick / 2010"
"2",48,"Danny Aiken",23,"",16,0,250,"6-4","Virginia","8/28/1988","Rook",1,""
"3",95,"Mark Anderson",28,"de",16,1,255,"6-4","Alabama","5/26/1983","5",3,"Chicago Bears / 5th / 159th pick / 2006"
"4",24,"Kyle Arrington",25,"RCB",16,14,196,"5-10","Hofstra","8/12/1986","2",6,""
"5",30,"Josh Barrett",27,"s",5,4,226,"6-2","Arizona St.","11/22/1984","3",1,"Denver Broncos / 7th / 220th pick / 2008"
"6",23,"Leigh Bodden",30,"db",5,1,195,"6-1","Duquesne","9/24/1981","8",1,""
"7",97,"Ron Brace",25,"",7,0,329,"6-3","Boston Col.","12/18/1986","2",0,"New England Patriots / 2nd / 40th pick / 2009"
"8",12,"Tom Brady*",34,"QB",16,16,225,"6-4","Michigan","8/3/1977","11",21,"New England Patriots / 6th / 199th pick / 2000"
"9",84,"Deion Branch",32,"WR",15,15,193,"5-9","Louisville","7/18/1979","9",8,"New England Patriots / 2nd / 65th pick / 2002"
"10",31,"Sergio Brown",23,"s",15,3,210,"6-2","Notre Dame","5/22/1988","1",2,""
"11",61,"Marcus Cannon",23,"",7,0,363,"6-5","TCU","5/6/1988","Rook",0,"New England Patriots / 5th / 138th pick / 2011"
"12",68,"Andre Carter*",32,"DE",14,14,265,"6-4","California","5/12/1979","10",9,"San Francisco 49ers / 1st / 7th pick / 2001"
"13",25,"Patrick Chung",24,"S",8,8,207,"5-11","Oregon","8/19/1987","2",3,"New England Patriots / 2nd / 34th pick / 2009"
"14",65,"Landon Cohen",25,"",1,0,274,"6-3","Ohio","8/3/1986","3",0,"Detroit Lions / 7th / 216th pick / 2008"
"15",63,"Dan Connolly",29,"C",13,11,311,"6-4","SE Missouri St.","9/2/1982","6",7,""
"16",96,"Jermaine Cunningham",23,"",9,0,248,"6-2","Florida","8/24/1988","1",1,"New England Patriots / 2nd / 53rd pick / 2010"
"17",71,"Brandon Deaderick",24,"de",10,5,297,"6-4","Alabama","8/19/1987","1",3,"New England Patriots / 7th / 247th pick / 2010"
"18",21,"Ras-I Dowling",23,"cb",2,2,198,"6-1","Virginia","5/9/1988","Rook",1,"New England Patriots / 2nd / 33rd pick / 2011"
"19",90,"A.J. Edds",24,"",2,0,246,"6-4","Iowa","9/18/1987","Rook",0,"Miami Dolphins / 4th / 119th pick / 2010"
"20",11,"Julian Edelman",25,"",13,0,198,"6-0","Kent St.","5/22/1986","2",1,"New England Patriots / 7th / 232nd pick / 2009"
"21",94,"Shaun Ellis",34,"DE",14,10,285,"6-5","Tennessee","6/24/1977","11",4,"New York Jets / 1st / 12th pick / 2000"
"22",33,"Kevin Faulk",35,"rb",7,3,202,"5-8","LSU","6/5/1976","12",1,"New England Patriots / 2nd / 46th pick / 1999"
"23",52,"Dane Fletcher",25,"lb",10,5,244,"6-2","Montana St.","9/14/1986","1",3,""
"24",3,"Stephen Gostkowski",27,"",16,0,200,"6-2","Memphis","1/28/1984","5",3,"New England Patriots / 4th / 118th pick / 2006"
"25",42,"BenJarvus Green-Ellis",26,"rb",16,6,215,"5-11","Mississippi","7/2/1985","3",7,""
"26",82,"Dan Gronkowski",26,"te",5,1,255,"6-6","Maryland","1/21/1985","2",0,"Detroit Lions / 7th / 255th pick / 2009"
"27",87,"Rob Gronkowski*+",22,"TE",16,16,265,"6-6","Arizona","5/14/1989","1",14,"New England Patriots / 2nd / 42nd pick / 2010"
"28",59,"Gary Guyton",26,"lb",13,6,245,"6-2","Georgia Tech","11/14/1985","3",3,""
"29",92,"Albert Haynesworth",30,"",6,0,320,"6-6","Tennessee","6/17/1981","9",0,"Tennessee Titans / 1st / 15th pick / 2002"
"30",81,"Aaron Hernandez",22,"TE",14,12,250,"6-2","Florida","11/6/1989","1",10,"New England Patriots / 4th / 113th pick / 2010"
"31",8,"Brian Hoyer",26,"",3,0,215,"6-3","Michigan St.","10/13/1985","2",0,""
"32",43,"James Ihedigbo",28,"S",16,12,202,"6-1","Massachusetts","12/3/1983","3",4,""
"33",85,"Chad Johnson",33,"wr",15,3,192,"6-1","Langston,Oregon St.","1/9/1978","10",3,"Cincinnati Bengals / 2nd / 36th pick / 2001"
"34",23,"Nate Jones",29,"s",5,1,180,"5-10","Rutgers","6/15/1982","7",1,"Dallas Cowboys / 7th / 205th pick / 2004"
"35",67,"Dan Koppen",32,"c",1,1,296,"6-2","Boston Col.","9/12/1979","8",1,"New England Patriots / 5th / 164th pick / 2003"
"36",46,"Niko Koutouvides",30,"lb",8,1,238,"6-2","Purdue","3/25/1981","7",1,"Seattle Seahawks / 4th / 116th pick / 2004"
"37",72,"Matt Light",33,"LT",15,15,305,"6-4","Purdue","6/23/1978","10",9,"New England Patriots / 2nd / 48th pick / 2001"
"38",74,"Kyle Love",25,"DT",16,13,301,"6-1","Mississippi St.","11/18/1986","1",6,""
"39",70,"Logan Mankins*",29,"LG",15,15,307,"6-4","Fresno St.","3/10/1982","6",15,"New England Patriots / 1st / 32nd pick / 2005"
"40",51,"Jerod Mayo",25,"LB",14,13,230,"6-2","Tennessee","2/23/1986","3",6,"New England Patriots / 1st / 10th pick / 2008"
"41",32,"Devin McCourty",24,"LCB",14,14,186,"5-10","Rutgers","8/13/1987","1",5,"New England Patriots / 1st / 27th pick / 2010"
"42",65,"Nick McDonald",24,"c",4,2,316,"6-4","Grand Valley St.","6/27/1987","Rook",1,""
