"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",6,"Ryan Allen",25,"",16,0,215,"6-2","Louisiana Tech","2/28/1990","2",2,"","$1,085,500"
"2",80,"Danny Amendola",30,"wr",14,7,183,"5-11","Texas Tech","11/2/1985","6",7,"","$3,116,666"
"3",60,"David Andrews",23,"C",14,11,294,"6-3","Georgia","7/10/1992","Rook",7,"","$440,000"
"4",64,"Chris Barker",25,"",1,0,305,"6-3","Nevada","8/3/1990","2",0,"",""
"5",29,"LeGarrette Blount",29,"rb",12,6,245,"6-1","Oregon","12/5/1986","5",6,"","$955,882"
"6",38,"Brandon Bolden",25,"rb",15,2,220,"5-11","Mississippi","1/26/1990","3",3,"","$1,035,000"
"7",58,"Jonathan Bostic",24,"lb",11,1,246,"6-1","Florida","5/5/1991","2",1,"Chicago Bears / 2nd / 50th pick / 2013",""
"8",12,"Tom Brady*",38,"QB",16,16,225,"6-4","Michigan","8/3/1977","15",17,"New England Patriots / 6th / 199th pick / 2000","$14,000,000"
"9",97,"Alan Branch",31,"DT",16,15,324,"6-6","Michigan","12/29/1984","8",7,"Arizona Cardinals / 2nd / 33rd pick / 2007","$2,150,000"
"10",90,"Malcom Brown",21,"DT",16,12,319,"6-2","Texas","2/2/1994","Rook",7,"New England Patriots / 1st / 32nd pick / 2015","$1,384,223"
"11",25,"Tarell Brown",30,"db",3,2,190,"5-11","Texas","1/6/1985","8",1,"San Francisco 49ers / 5th / 147th pick / 2007","$2,000,000"
"12",21,"Malcolm Butler*",25,"LCB",16,16,190,"5-11","West Alabama","3/2/1990","1",10,"","$510,000"
"13",39,"Travaris Cadet",26,"",1,0,210,"6-1","Appalachian St.","2/1/1989","3",0,"","$742,500"
"14",61,"Marcus Cannon",27,"rt",12,8,363,"6-5","TCU","5/6/1988","4",5,"New England Patriots / 5th / 138th pick / 2011","$2,616,666"
"15",49,"Joe Cardona",23,"",16,0,241,"6-2","Navy","4/16/1992","Rook",1,"New England Patriots / 5th / 166th pick / 2015","$477,500"
"16",88,"Scott Chandler",30,"te",15,4,270,"6-7","Iowa","7/23/1985","8",3,"San Diego Chargers / 4th / 129th pick / 2007","$2,250,000"
"17",23,"Patrick Chung",28,"S",15,14,207,"5-11","Oregon","8/19/1987","6",5,"New England Patriots / 2nd / 34th pick / 2009","$2,000,000"
"18",44,"Asante Cleveland",23,"te",4,1,260,"6-5","Miami (FL)","3/21/1992","1",0,"",""
