"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",40,"Mike Alstott",30,"fb",4,3,248,"6-1","Purdue","12/21/1973","7",1,"Tampa Bay Buccaneers / 2nd / 35th pick / 1996"
"2",20,"Ronde Barber",28,"LCB",16,16,184,"5-10","Virginia","4/7/1975","6",8,"Tampa Bay Buccaneers / 3rd / 66th pick / 1997"
"3",84,"Reggie Barlow",30,"",11,0,190,"6-0","Alabama St.","1/22/1973","7",0,"Jacksonville Jaguars / 4th / 110th pick / 1996"
"4",30,"Darian Barnes",23,"",14,0,250,"6-2","Rutgers,Hampton","2/29/1980","1",0,""
"5",66,"Ryan Benjamin",26,"",16,0,242,"6-1","South Florida","11/17/1977","2",1,""
"6",55,"Derrick Brooks*",30,"LB",16,16,235,"6-0","Florida St.","4/18/1973","8",15,"Tampa Bay Buccaneers / 1st / 28th pick / 1995"
"7",44,"Vinny Ciurciu",23,"",8,0,235,"6-0","Clemson,Boston Col.","5/2/1980","Rook",1,""
"8",60,"Cosey Coleman",25,"RG",16,16,322,"6-4","Tennessee","10/27/1978","3",7,"Tampa Bay Buccaneers / 2nd / 51st pick / 2000"
"9",43,"Jameel Cook",24,"FB",14,8,237,"5-10","Illinois","2/8/1979","2",1,"Tampa Bay Buccaneers / 6th / 174th pick / 2001"
"10",91,"Chartric Darby",28,"nt",16,1,270,"6-0","South Carolina St.","10/22/1975","2",3,""
"11",85,"Ken Dilger",32,"TE",15,15,250,"6-5","Illinois","2/2/1971","8",2,"Indianapolis Colts / 2nd / 48th pick / 1995"
"12",88,"Rickey Dudley",31,"te",7,2,255,"6-6","Ohio St.","7/15/1972","7",0,"Oakland Raiders / 1st / 9th pick / 1996"
"13",21,"Scott Frost",28,"",4,0,218,"6-3","Stanford,Nebraska","1/4/1975","5",0,"New York Jets / 3rd / 67th pick / 1998"
"14",34,"David Gibson",26,"",9,0,210,"6-1","USC","11/5/1977","3",1,"Tampa Bay Buccaneers / 6th / 193rd pick / 2000"
"15",58,"Jack Golden",26,"",4,0,240,"6-1","Oklahoma St.","1/28/1977","3",0,""
"16",7,"Martin Gramatica",28,"",16,0,170,"5-8","Kansas St.","11/27/1975","4",0,"Tampa Bay Buccaneers / 3rd / 80th pick / 1999"
"17",74,"Cornell Green",27,"rt",7,5,315,"6-6","Central Florida","8/25/1976","1",2,""
"18",89,"Will Heller",22,"te",9,1,250,"6-6","Georgia Tech","2/28/1981","Rook",0,""
"19",38,"John Howell",25,"",8,0,210,"5-11","Colorado St.","4/28/1978","2",1,"Tampa Bay Buccaneers / 4th / 117th pick / 2001"
"20",35,"Corey Ivy",26,"cb",16,2,188,"5-8","Oklahoma","3/29/1977","2",2,""
"21",71,"Kerry Jenkins",30,"LG",16,11,305,"6-5","LSU,Troy","9/6/1973","6",5,""
"22",14,"Brad Johnson",35,"QB",16,16,226,"6-5","Florida St.","9/13/1968","9",10,"Minnesota Vikings / 9th / 227th pick / 1992"
"23",19,"Keyshawn Johnson",31,"WR",10,10,212,"6-4","USC","7/22/1972","7",5,"New York Jets / 1st / 1st pick / 1996"
"24",22,"Thomas Jones",25,"rb",16,3,220,"5-10","Virginia","8/19/1978","3",5,"Arizona Cardinals / 1st / 7th pick / 2000"
"25",83,"Joe Jurevicius",29,"wr",5,2,230,"6-5","Penn St.","12/23/1974","5",1,"New York Giants / 2nd / 55th pick / 1998"
"26",25,"Brian Kelly",27,"lcb",5,5,193,"5-11","USC","1/14/1976","5",3,"Tampa Bay Buccaneers / 2nd / 45th pick / 1998"
"27",10,"Shaun King",26,"",3,0,215,"6-1","Tulane","5/29/1977","4",0,"Tampa Bay Buccaneers / 2nd / 50th pick / 1999"
"28",82,"Charles Lee",26,"wr",8,5,227,"6-3","Central Florida","11/19/1977","3",3,"Green Bay Packers / 7th / 242nd pick / 2000"
"29",47,"John Lynch",32,"SS",14,14,220,"6-2","Stanford","9/25/1971","10",7,"Tampa Bay Buccaneers / 3rd / 82nd pick / 1993"
"30",78,"Sean Mahan",23,"",9,0,301,"6-3","Notre Dame","5/28/1980","Rook",1,"Tampa Bay Buccaneers / 5th / 168th pick / 2003"
"31",37,"Cecil Martin",28,"",1,0,235,"6-0","Wisconsin","7/8/1975","4",0,"Philadelphia Eagles / 6th / 172nd pick / 1999"
"32",87,"Keenan McCardell*",33,"WR",16,16,191,"6-1","UNLV","1/6/1970","11",9,"Washington Redskins / 12th / 326th pick / 1991"
"33",92,"Anthony McFarland",26,"NT",16,16,300,"6-0","LSU","12/18/1977","4",9,"Tampa Bay Buccaneers / 1st / 15th pick / 1999"
"34",56,"Ryan Nece",24,"LB",15,10,224,"6-3","UCLA","2/24/1979","1",6,""
"35",72,"Roman Oben",31,"LT",15,13,305,"6-4","Louisville","10/9/1972","7",7,"New York Giants / 3rd / 66th pick / 1996"
"36",23,"Jermaine Phillips",24,"fs",14,8,214,"6-1","Georgia","3/27/1979","1",5,"Tampa Bay Buccaneers / 5th / 157th pick / 2002"
"37",61,"Cleveland Pinkney",26,"",4,0,300,"6-1","South Carolina","9/14/1977","Rook",1,""
"38",32,"Michael Pittman",28,"RB",16,13,218,"6-0","Fresno St.","8/14/1975","5",9,"Arizona Cardinals / 4th / 95th pick / 1998"
"39",21,"Hank Poteat",26,"",1,0,192,"5-9","Pittsburgh","8/30/1977","3",0,"Pittsburgh Steelers / 3rd / 77th pick / 2000"
"40",53,"Shelton Quarles",32,"MLB",11,11,225,"6-1","Vanderbilt","9/11/1971","6",7,""
"41",97,"Simeon Rice*",29,"DE",16,16,268,"6-5","Illinois","2/24/1974","7",17,"Arizona Cardinals / 1st / 3rd pick / 1996"
"42",28,"Travaris Robinson",22,"",4,0,193,"5-10","Auburn","9/1/1981","Rook",1,""
"43",57,"Dwayne Rudd",27,"lb",16,2,235,"6-2","Alabama","2/3/1976","6",2,"Minnesota Vikings / 1st / 20th pick / 1997"
"44",99,"Warren Sapp*",31,"DT",15,15,303,"6-2","Miami (FL)","12/19/1972","8",12,"Tampa Bay Buccaneers / 1st / 12th pick / 1995"
"45",3,"Edell Shepherd",23,"",2,0,175,"6-1","San Jose St.","5/18/1980","Rook",0,""
"46",98,"Corey Smith",24,"",1,0,250,"6-2","North Carolina St.","10/2/1979","1",0,""
"47",26,"Dwight Smith",25,"FS",16,16,201,"5-10","Akron","8/13/1978","2",9,"Tampa Bay Buccaneers / 3rd / 84th pick / 2001"
"48",59,"Justin Smith",24,"",2,0,218,"6-0","Indiana","6/5/1979","Rook",0,""
"49",94,"Greg Spires",29,"DE",15,15,265,"6-1","Florida St.","8/12/1974","5",8,"New England Patriots / 3rd / 83rd pick / 1998"
"50",27,"Aaron Stecker",28,"rb",16,1,213,"5-10","Wisconsin,West. Illinois","11/13/1975","3",1,""
"51",9,"Tom Tupa",37,"",16,0,225,"6-4","Ohio St.","2/6/1966","15",3,"Phoenix Cardinals / 3rd / 68th pick / 1988"
"52",76,"John Wade",28,"C",16,16,299,"6-5","Marshall","1/25/1975","5",7,"Jacksonville Jaguars / 5th / 148th pick / 1998"
"53",67,"Kenyatta Walker",24,"RT",14,14,302,"6-5","Florida","2/1/1979","2",6,"Tampa Bay Buccaneers / 1st / 14th pick / 2001"
"54",31,"Tim Wansley",25,"rcb",12,6,186,"5-8","Georgia","11/7/1978","1",4,"Tampa Bay Buccaneers / 7th / 233rd pick / 2002"
"55",95,"Ron Warner",28,"",4,0,270,"6-3","Kansas","9/26/1975","5",0,"New Orleans Saints / 7th / 239th pick / 1998"
"56",52,"Nate Webster",26,"mlb",15,5,230,"6-0","Miami (FL)","11/29/1977","3",4,"Tampa Bay Buccaneers / 3rd / 90th pick / 2000"
"57",29,"Ronyell Whitaker",24,"cb",4,1,196,"5-9","Virginia Tech","3/19/1979","Rook",1,""
"58",90,"Dewayne White",24,"de",12,1,273,"6-2","Louisville","10/19/1979","Rook",1,"Tampa Bay Buccaneers / 2nd / 64th pick / 2003"
"59",65,"Jason Whittle",28,"rg",16,5,305,"6-4","SW Missouri St.","3/7/1975","5",3,""
"60",41,"Daniel Wilcox",26,"",2,0,245,"6-1","Appalachian St.","3/23/1977","2",0,""
"61",86,"Karl Williams",32,"",13,0,177,"5-11","Texas A&M-Kingsville","4/10/1971","7",1,""
"62",81,"Roland Williams",28,"",1,0,265,"6-5","Syracuse","4/27/1975","5",0,"St. Louis Rams / 4th / 98th pick / 1998"
"63",96,"Ellis Wyms",24,"",13,0,279,"6-3","Mississippi St.","4/12/1979","2",2,"Tampa Bay Buccaneers / 6th / 183rd pick / 2001"
"64",80,"Todd Yoder",25,"te",16,1,250,"6-4","Vanderbilt","3/18/1978","3",1,""
"65",NA,"Team Total",27.2,"",16,NA,239,"6-1.4","","","4.0",NA,""
