"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",56,"Charlie Ane",28,"c",16,2,233,"6-1","Michigan St.","8/12/1952","5",2,""
"2",26,"Gary Barbaro*",26,"FS",16,16,203,"6-4","Nicholls St.","2/11/1954","4",11,"Kansas City Chiefs / 3rd / 74th pick / 1976"
"3",85,"Ed Beckman",25,"",16,0,229,"6-4","Florida St.","1/2/1955","3",0,""
"4",99,"Mike Bell",23,"de",2,2,255,"6-4","Colorado St.","8/30/1957","1",1,"Kansas City Chiefs / 1st / 2nd pick / 1979"
"5",35,"Horace Belton",25,"rb",14,4,200,"5-8","SE Louisiana","7/16/1955","2",3,""
"6",57,"Jerry Blanton",24,"lb",16,3,231,"6-1","Kentucky","12/20/1956","1",2,"Buffalo Bills / 11th / 282nd pick / 1978"
"7",66,"Brad Budde",22,"g",16,3,262,"6-4","USC","5/9/1958","Rook",2,"Kansas City Chiefs / 1st / 11th pick / 1980"
"8",88,"Carlos Carson",22,"KR",16,1,180,"5-11","LSU","12/28/1958","Rook",1,"Kansas City Chiefs / 5th / 114th pick / 1980"
"9",42,"M.L. Carter",25,"db",7,2,173,"5-9","Cal State-Fullerton,San Jose St.","12/9/1955","1",1,""
"10",41,"Herb Christopher",26,"SS",16,16,195,"5-10","Morris Brown","4/7/1954","1",6,""
"11",2,"Tom Clements",27,"",1,0,183,"6-0","Notre Dame","6/18/1953","Rook",0,""
"12",65,"Tom Condon",28,"RG",16,16,255,"6-3","Boston Col.","10/26/1952","6",7,"Kansas City Chiefs / 10th / 250th pick / 1974"
"13",84,"Al Dixon",26,"",12,0,230,"6-5","Iowa St.","4/5/1954","3",1,"New York Giants / 7th / 178th pick / 1977"
"14",46,"Paul Dombroski",24,"db",16,1,185,"6-0","Hawaii,Linfield","8/8/1956","Rook",1,""
"15",4,"Steve Fuller",23,"QB",14,13,198,"6-4","Clemson","1/5/1957","1",10,"Kansas City Chiefs / 1st / 23rd pick / 1979"
"16",23,"Earl Gant",23,"",4,0,207,"6-0","Missouri","7/6/1957","1",1,"Kansas City Chiefs / 5th / 112th pick / 1979"
"17",80,"Bubba Garcia",23,"",5,0,185,"5-11","Texas-El Paso","10/18/1957","Rook",0,"Kansas City Chiefs / 6th / 147th pick / 1980"
"18",77,"Charlie Getty",28,"rt",6,6,265,"6-4","Penn St.","7/24/1952","6",3,"Kansas City Chiefs / 2nd / 41st pick / 1974"
"19",24,"Gary Green",25,"LCB",16,16,187,"5-11","Baylor","10/2/1955","3",6,"Kansas City Chiefs / 1st / 10th pick / 1977"
"20",1,"Bob Grupp",25,"P",16,0,193,"5-11","Duke","5/8/1955","1",2,"New York Jets / 7th / 171st pick / 1977"
"21",48,"James Hadnot",23,"rb",13,5,244,"6-2","Texas Tech","7/11/1957","Rook",3,"Kansas City Chiefs / 3rd / 66th pick / 1980"
"22",44,"Eric Harris",25,"RCB",15,13,198,"6-3","Memphis","8/11/1955","Rook",6,"Kansas City Chiefs / 4th / 104th pick / 1977"
"23",60,"Matt Herkenhoff",29,"LT",14,14,267,"6-4","Minnesota","4/2/1951","4",6,"Kansas City Chiefs / 4th / 94th pick / 1974"
"24",75,"Sylvester Hicks",25,"",10,0,251,"6-4","Tennessee St.","4/2/1955","2",1,"Kansas City Chiefs / 2nd / 29th pick / 1978"
"25",52,"Tom Howard",26,"LOLB",16,16,213,"6-2","Texas Tech","8/18/1954","3",7,"Kansas City Chiefs / 3rd / 67th pick / 1977"
"26",51,"Charles Jackson",25,"",16,0,225,"6-2","Washington","3/22/1955","2",1,"Denver Broncos / 9th / 241st pick / 1977"
"27",9,"Bill Kenney",25,"qb",3,3,211,"6-4","Arizona St.,Northern Colorado","1/20/1955","Rook",2,"Miami Dolphins / 12th / 333rd pick / 1978"
"28",62,"Kelly Kirchbaum",23,"",1,0,240,"6-2","Kentucky","6/14/1957","Rook",0,"New York Jets / 5th / 123rd pick / 1979"
"29",91,"Ken Kremer",23,"",14,0,250,"6-4","Ball St.","7/16/1957","1",1,"Kansas City Chiefs / 7th / 167th pick / 1979"
"30",71,"Dave Lindstrom",26,"RDE",16,14,255,"6-6","Boston Univ.","11/16/1954","2",6,"San Diego Chargers / 6th / 146th pick / 1977"
"31",8,"Nick Lowery",24,"K",16,0,215,"6-4","Dartmouth","5/27/1956","2",6,""
"32",74,"Dino Mangiero",22,"nt",16,1,265,"6-2","Rutgers","12/19/1958","Rook",2,""
