"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",74,"James Atkins",28,"lt",9,6,306,"6-6","La-Lafayette","1/28/1970","4",2,""
"2",69,"Jeff Blackshear",29,"RG",16,16,323,"6-6","La-Monroe","3/29/1969","5",5,"Seattle Seahawks / 8th / 197th pick / 1993"
"3",58,"Peter Boulware*",24,"LLB",16,16,255,"6-4","Florida St.","12/18/1974","1",9,"Baltimore Ravens / 1st / 4th pick / 1997"
"4",24,"Donny Brady",25,"",13,0,195,"6-2","Wisconsin","11/24/1973","3",1,""
"5",51,"Cornell Brown",23,"lb",16,1,240,"6-0","Virginia Tech","3/15/1975","1",1,"Baltimore Ravens / 6th / 194th pick / 1997"
"6",77,"Orlando Brown",28,"RT",13,13,360,"6-7","Central State (OH),South Carolina St.","12/12/1970","4",4,""
"7",90,"Rob Burnett",31,"LDE",16,16,265,"6-4","Syracuse","8/27/1967","8",7,"Cleveland Browns / 5th / 129th pick / 1990"
"8",65,"Ben Cavil",26,"lg",16,6,310,"6-2","Oklahoma","1/31/1972","1",3,""
"9",23,"Kenyon Cotton",24,"",12,0,255,"6-0","La-Lafayette","2/23/1974","1",0,""
"10",91,"Lional Dalton",23,"",2,0,315,"6-1","East. Michigan","2/21/1975","Rook",0,""
"11",62,"Mike Flynn",24,"",3,0,305,"6-3","Maine","6/15/1974","Rook",0,""
"12",71,"Spencer Folau",25,"t",3,3,315,"6-5","Idaho","4/5/1973","1",1,""
"13",95,"Paul Frase",33,"",11,0,272,"6-5","Syracuse","5/6/1965","10",1,"New York Jets / 6th / 146th pick / 1988"
"14",94,"Mike Frederick",26,"",10,0,280,"6-5","Virginia","8/6/1972","3",1,"Cleveland Browns / 3rd / 94th pick / 1995"
"15",34,"Jay Graham",23,"rb",5,1,220,"6-0","Tennessee","7/14/1975","1",1,"Baltimore Ravens / 3rd / 64th pick / 1997"
"16",86,"Eric Green",31,"TE",12,12,280,"6-5","Liberty","6/22/1967","8",3,"Pittsburgh Steelers / 1st / 21st pick / 1990"
"17",4,"Jim Harbaugh",35,"QB",14,12,215,"6-3","Michigan","12/23/1963","11",5,"Chicago Bears / 1st / 26th pick / 1987"
"18",45,"Corey Harris",29,"fs",16,6,213,"5-11","Vanderbilt","10/25/1969","6",4,"Houston Oilers / 3rd / 77th pick / 1992"
