"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",15,"Mario Alford",23,"",1,0,177,"5-8","West Virginia","2/25/1992","Rook",0,"Cincinnati Bengals / 7th / 238th pick / 2015","$449,776"
"2",97,"Geno Atkins*+",27,"DT",16,16,286,"6-1","Georgia","3/28/1988","5",17,"Cincinnati Bengals / 4th / 120th pick / 2010","$9,000,000"
"3",25,"Giovani Bernard",24,"rb",16,1,202,"5-9","North Carolina","11/22/1991","2",10,"Cincinnati Bengals / 2nd / 37th pick / 2013","$920,000"
"4",61,"Russell Bodine",23,"C",16,16,310,"6-3","North Carolina","6/30/1992","1",8,"Cincinnati Bengals / 4th / 111th pick / 2014","$624,114"
"5",65,"Clint Boling",26,"LG",16,16,310,"6-4","Georgia","5/9/1989","4",8,"Cincinnati Bengals / 4th / 101st pick / 2011","$5,100,000"
"6",55,"Vontaze Burfict",25,"LB",10,10,245,"6-3","Arizona St.","9/24/1990","3",6,"","$5,175,000"
"7",33,"Rex Burkhead",25,"",16,0,214,"5-10","Nebraska","7/2/1990","2",1,"Cincinnati Bengals / 6th / 190th pick / 2013","$610,550"
"8",49,"Chris Carter",26,"",13,0,245,"6-1","Fresno St.","4/6/1989","4",1,"Pittsburgh Steelers / 5th / 162nd pick / 2011","$745,000"
"9",93,"Will Clarke",24,"",12,0,271,"6-6","West Virginia","5/4/1991","1",1,"Cincinnati Bengals / 3rd / 88th pick / 2014","$656,345"
"10",14,"Andy Dalton",28,"QB",13,13,215,"6-2","TCU","10/29/1987","4",13,"Cincinnati Bengals / 2nd / 35th pick / 2011","$9,600,000"
"11",47,"Paul Dawson",22,"",11,0,230,"6-2","TCU","1/13/1993","Rook",1,"Cincinnati Bengals / 3rd / 99th pick / 2015","$580,488"
"12",21,"Darqueze Dennard",24,"rcb",10,1,199,"5-11","Michigan St.","10/10/1991","1",1,"Cincinnati Bengals / 1st / 24th pick / 2014","$1,813,386"
"13",96,"Carlos Dunlap*",26,"DE",16,16,290,"6-6","Florida","2/28/1989","5",12,"Cincinnati Bengals / 2nd / 54th pick / 2010","$4,900,000"
"14",85,"Tyler Eifert*",25,"TE",13,12,250,"6-6","Notre Dame","9/8/1990","2",6,"Cincinnati Bengals / 1st / 21st pick / 2013","$2,251,637"
"15",74,"Jake Fisher",22,"te",14,1,299,"6-6","Oregon","4/23/1993","Rook",0,"Cincinnati Bengals / 2nd / 53rd pick / 2015","$774,458"
"16",95,"Wallace Gilberry",31,"de",16,1,267,"6-3","Alabama","12/5/1984","7",2,"","$2,050,000"
"17",18,"A.J. Green*",27,"WR",16,16,205,"6-4","Georgia","7/31/1988","4",13,"Cincinnati Bengals / 1st / 4th pick / 2011","$14,750,000"
"18",29,"Leon Hall",31,"db",14,4,193,"5-11","Michigan","12/9/1984","8",3,"Cincinnati Bengals / 1st / 18th pick / 2007","$9,600,000"
"19",46,"Clark Harris",31,"",16,0,257,"6-5","Rutgers","7/10/1984","7",1,"Green Bay Packers / 7th / 243rd pick / 2007","$900,000"
"20",50,"A.J. Hawk",31,"LB",16,11,245,"6-1","Ohio St.","1/6/1984","9",5,"Green Bay Packers / 1st / 5th pick / 2006","$1,850,000"
"21",89,"Ryan Hewitt",24,"RB",15,12,246,"6-4","Stanford","1/24/1991","1",1,"","$513,333"
"22",32,"Jeremy Hill",23,"RB",16,15,233,"6-1","LSU","10/20/1992","1",6,"Cincinnati Bengals / 2nd / 55th pick / 2014","$853,091"
"23",28,"Troy Hill",24,"",3,0,175,"5-11","Oregon","8/29/1991","Rook",0,"",""
"24",10,"Kevin Huber",30,"",16,0,221,"6-0","Cincinnati","7/16/1985","6",2,"Cincinnati Bengals / 5th / 142nd pick / 2009","$2,770,000"
"25",99,"Margus Hunt",28,"",7,0,277,"6-8","SMU","7/14/1987","2",1,"Cincinnati Bengals / 2nd / 53rd pick / 2013","$1,001,209"
"26",43,"George Iloka",25,"SS",12,12,225,"6-4","Boise St.","3/31/1990","3",5,"Cincinnati Bengals / 5th / 167th pick / 2012","$1,582,075"
"27",90,"Michael Johnson",28,"DE",16,15,260,"6-7","Georgia Tech","2/7/1987","6",8,"Cincinnati Bengals / 3rd / 70th pick / 2009","$2,600,000"
"28",60,"T.J. Johnson",25,"",12,0,310,"6-4","South Carolina","7/17/1990","2",1,"Cincinnati Bengals / 7th / 251st pick / 2013","$510,000"
"29",24,"Adam Jones*",32,"RCB",14,14,187,"5-11","West Virginia","9/30/1983","10",9,"Tennessee Titans / 1st / 6th pick / 2005","$2,550,000"
"30",82,"Marvin Jones",25,"WR",16,13,198,"6-2","California","3/12/1990","3",9,"Cincinnati Bengals / 5th / 166th pick / 2012","$700,700"
"31",27,"Dre Kirkpatrick",26,"LCB",16,15,186,"6-1","Alabama","10/26/1989","3",6,"Cincinnati Bengals / 1st / 17th pick / 2012","$2,743,680"
"32",81,"Tyler Kroft",23,"te",16,6,240,"6-5","Rutgers","10/15/1992","Rook",1,"Cincinnati Bengals / 3rd / 85th pick / 2015","$596,944"
"33",59,"Emmanuel Lamur",26,"lb",16,2,232,"6-4","Kansas St.","6/8/1989","3",3,"","$2,356,000"
"34",37,"Chris Lewis-Harris",26,"",7,0,180,"5-11","Tenn-Chattanooga","2/11/1989","3",0,"","$585,000"
"35",58,"Rey Maualuga",28,"MLB",15,14,254,"6-1","USC","1/20/1987","6",8,"Cincinnati Bengals / 2nd / 38th pick / 2009","$7,137,500"
"36",5,"A.J. McCarron",25,"qb",7,3,220,"6-3","Alabama","9/13/1990","1",3,"Cincinnati Bengals / 5th / 164th pick / 2014","$555,413"
"37",20,"Reggie Nelson*",32,"FS",16,16,198,"6-0","Florida","9/21/1983","8",13,"Jacksonville Jaguars / 1st / 21st pick / 2007","$4,775,000"
"38",2,"Mike Nugent",33,"",16,0,182,"5-10","Ohio St.","3/2/1982","10",3,"New York Jets / 2nd / 47th pick / 2005","$1,950,000"
"39",70,"Cedric Ogbuehi",23,"",5,0,300,"6-5","Texas A&M","4/25/1992","Rook",0,"Cincinnati Bengals / 1st / 21st pick / 2015","$1,695,000"
"40",30,"Cedric Peerman*",29,"",16,0,210,"5-9","Virginia","10/10/1986","6",0,"Baltimore Ravens / 6th / 185th pick / 2009","$920,000"
"41",94,"Domata Peko",31,"NT",16,16,307,"6-3","Michigan St.","11/27/1984","9",8,"Cincinnati Bengals / 4th / 123rd pick / 2006","$3,700,000"
"42",57,"Vincent Rey",28,"lb",16,8,241,"6-0","Duke","9/6/1987","5",6,"","$3,100,000"
"43",12,"Mohamed Sanu",26,"wr",16,4,215,"6-2","Rutgers","8/22/1989","3",5,"Cincinnati Bengals / 3rd / 83rd pick / 2012","$1,682,813"
"44",26,"Josh Shaw",23,"db",15,1,198,"6-1","USC","3/27/1992","Rook",1,"Cincinnati Bengals / 4th / 120th pick / 2015","$558,431"
"45",92,"Pat Sims",30,"",8,0,312,"6-4","Auburn","11/29/1985","7",1,"Cincinnati Bengals / 3rd / 77th pick / 2008","$665,000"
"46",71,"Andre Smith",28,"RT",14,14,340,"6-3","Alabama","1/25/1987","6",9,"Cincinnati Bengals / 1st / 6th pick / 2009","$6,362,500"
"47",40,"Derron Smith",23,"",16,0,197,"5-11","Fresno St.","2/4/1992","Rook",1,"Cincinnati Bengals / 6th / 197th pick / 2015","$464,658"
"48",19,"Brandon Tate",28,"",16,0,195,"6-1","North Carolina","10/5/1987","6",1,"New England Patriots / 3rd / 83rd pick / 2009","$665,000"
"49",98,"Brandon Thompson",26,"",9,0,314,"6-2","Clemson","10/19/1989","3",1,"Cincinnati Bengals / 3rd / 93rd pick / 2012","$795,300"
"50",87,"C.J. Uzomah",22,"",5,0,262,"6-5","Auburn","1/14/1993","Rook",0,"Cincinnati Bengals / 5th / 157th pick / 2015","$488,190"
"51",77,"Andrew Whitworth*+",34,"LT",16,16,325,"6-7","LSU","12/12/1981","9",19,"Cincinnati Bengals / 2nd / 55th pick / 2006","$6,200,000"
"52",36,"Shawn Williams",24,"ss",16,4,213,"6-0","Georgia","5/13/1991","2",3,"Cincinnati Bengals / 3rd / 84th pick / 2013","$738,986"
"53",73,"Eric Winston",32,"rt",13,2,305,"6-6","Miami (FL)","11/17/1983","9",2,"Houston Texans / 3rd / 66th pick / 2006","$950,000"
"54",68,"Kevin Zeitler",25,"RG",16,16,315,"6-4","Wisconsin","3/8/1990","3",8,"Cincinnati Bengals / 1st / 27th pick / 2012","$2,400,427"
"55",NA,"Team Total",26.5,"",16,NA,244,"6-2.2","","","3.7",NA,"",""
