"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",54,"Dominique Alexander",21,"LB",14,0,235,"6-0","","4/20/1995","Rook",NA,"","$450,000"
"2",15,"Mario Alford",24,"WR",1,0,177,"5-8","West Virginia","2/25/1992","1",NA,"Cincinnati Bengals / 7th / 238th pick / 2015",""
"3",25,"George Atkinson",24,"RB",14,0,218,"6-1","Notre Dame","11/22/1992","2",NA,"","$525,000"
"4",78,"Alvin Bailey",25,"OG",13,5,312,"6-3","Arkansas","8/26/1991","3",NA,"","$1,333,333"
"5",82,"Gary Barnidge",31,"TE",14,14,240,"6-5","Louisville","9/22/1985","8",NA,"Carolina Panthers / 5th / 141st pick / 2008","$2,562,500"
"6",75,"Joel Bitonio",25,"OT",5,5,302,"6-4","Nevada","10/11/1991","2",NA,"Cleveland Browns / 2nd / 35th pick / 2014","$1,489,554"
"7",20,"Briean Boddy-Calhoun",23,"DB",12,6,194,"5-11","","1/21/1993","Rook",NA,"","$450,000"
"8",92,"Desmond Bryant",31,"DT",NA,NA,290,"6-5","Harvard","12/15/1985","7",NA,"","$7,000,000"
"9",26,"Marcus Burley",26,"CB",10,0,185,"5-10","Delaware","7/16/1990","3",NA,"","$600,000"
"10",31,"Trey Caldwell",23,"DB",NA,NA,186,"5-9","La-Monroe","12/4/1993","Rook",NA,"Cleveland Browns / 5th / 173rd pick / 2016",""
"11",30,"Ibraheim Campbell",24,"SS",12,7,210,"6-0","Northwestern","5/13/1992","1",NA,"Cleveland Browns / 4th / 115th pick / 2015","$653,002"
"12",59,"Tank Carder",27,"ILB",14,0,236,"6-2","TCU","1/18/1989","4",NA,"Buffalo Bills / 5th / 147th pick / 2012","$1,100,000"
"13",19,"Corey Coleman",22,"WR",8,8,194,"5-11","Baylor","7/6/1994","Rook",NA,"Cleveland Browns / 1st / 15th pick / 2016","$2,119,090"
"14",72,"Shon Coleman",25,"OT",5,0,313,"6-6","Auburn","11/25/1991","Rook",NA,"Cleveland Browns / 3rd / 76th pick / 2016","$646,884"
"15",51,"Jamie Collins",27,"OLB",6,6,250,"6-4","Southern Miss","10/20/1989","3",NA,"New England Patriots / 2nd / 52nd pick / 2013","$917,864"
"16",4,"Britton Colquitt",31,"P",14,0,205,"6-3","Tennessee","3/20/1985","6",NA,"","$1,700,000"
"17",65,"Jonathan Cooper",26,"OG",4,2,311,"6-2","North Carolina","1/19/1990","3",NA,"Arizona Cardinals / 1st / 7th pick / 2013","$675,000"
"18",96,"Xavier Cooper",25,"DT",11,2,298,"6-4","Washington St.","11/30/1991","1",NA,"Cleveland Browns / 3rd / 96th pick / 2015","$680,071"
"19",34,"Isaiah Crowell",23,"RB",14,14,190,"5-11","Alabama St.","1/8/1993","2",NA,"","$603,334"
"20",56,"Demario Davis",27,"OLB",14,14,235,"6-2","Arkansas St.","1/11/1989","4",NA,"New York Jets / 3rd / 77th pick / 2012","$3,200,000"
"21",87,"Seth Devalve",23,"TE",10,2,245,"6-4","Princeton","1/29/1993","Rook",NA,"Cleveland Browns / 4th / 138th pick / 2016","$545,848"
"22",66,"Spencer Drango",24,"OG",14,7,320,"6-6","Baylor","10/15/1992","Rook",NA,"Cleveland Browns / 5th / 168th pick / 2016","$501,912"
"23",74,"Cameron Erving",24,"OT",11,11,308,"6-5","Florida St.","8/23/1992","1",NA,"Cleveland Browns / 1st / 19th pick / 2015","$2,142,969"
"24",61,"Anthony Fabiano",23,"OL",2,0,303,"6-1","","7/13/1993","Rook",NA,"","$105,880"
