"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",76,"Ethan Albright",26,"",16,0,283,"6-5","North Carolina","5/1/1971","2",1,""
"2",96,"Dan Brandenburg",24,"",12,0,240,"6-2","Indiana St.","2/16/1973","Rook",1,"Buffalo Bills / 7th / 237th pick / 1996"
"3",79,"Ruben Brown*",25,"LG",16,16,300,"6-3","Pittsburgh","2/13/1972","2",8,"Buffalo Bills / 1st / 14th pick / 1995"
"4",22,"Jeff Burris",25,"LCB",14,14,190,"6-0","Notre Dame","6/7/1972","3",6,"Buffalo Bills / 1st / 27th pick / 1994"
"5",2,"Steve Christie",30,"K",16,0,195,"6-0","William & Mary","11/13/1967","7",4,""
"6",86,"Tony Cline",26,"te",10,1,247,"6-4","Stanford","11/24/1971","2",0,"Buffalo Bills / 4th / 131st pick / 1995"
"7",15,"Todd Collins",26,"QB",14,13,225,"6-4","Michigan","11/5/1971","2",6,"Buffalo Bills / 2nd / 45th pick / 1995"
"8",63,"Bill Conaty",24,"",1,0,306,"6-2","Virginia Tech","3/8/1973","Rook",0,""
"9",87,"Rob Coons",28,"",12,0,249,"6-5","Pittsburgh","9/18/1969","2",0,""
"10",57,"Damien Covington",25,"RILB",8,8,236,"5-11","North Carolina St.","12/4/1972","2",3,"Buffalo Bills / 3rd / 96th pick / 1995"
"11",88,"Quinn Early",32,"WR",16,16,190,"6-0","Iowa","4/13/1965","9",6,"San Diego Chargers / 3rd / 60th pick / 1988"
"12",70,"John Fina",28,"LT",16,16,300,"6-5","Arizona","3/11/1969","5",6,"Buffalo Bills / 1st / 27th pick / 1992"
"13",82,"Mitchell Galloway",23,"",3,0,178,"5-8","East Carolina","10/8/1974","Rook",0,""
"14",90,"Phil Hansen",29,"LDE",16,16,278,"6-5","North Dakota St.","5/20/1968","6",7,"Buffalo Bills / 2nd / 54th pick / 1991"
"15",8,"Billy Joe Hobert",26,"",2,0,230,"6-3","Washington","1/8/1971","2",0,"Los Angeles Raiders / 3rd / 58th pick / 1993"
"16",52,"John Holecek",25,"RILB",14,8,240,"6-2","Illinois","5/7/1972","2",4,"Buffalo Bills / 5th / 144th pick / 1995"
"17",44,"Darick Holmes",26,"",13,0,226,"6-0","Portland St.","7/1/1971","2",1,"Buffalo Bills / 7th / 244th pick / 1995"
"18",27,"Ken Irvin",25,"",16,0,182,"5-11","Memphis","7/11/1972","2",2,"Buffalo Bills / 4th / 109th pick / 1995"
"19",31,"Raymond Jackson",24,"",9,0,189,"5-10","Colorado St.","2/17/1973","1",1,"Buffalo Bills / 5th / 156th pick / 1996"
"20",77,"Jim Jeffcoat",36,"",7,0,274,"6-5","Arizona St.","4/1/1961","14",0,"Dallas Cowboys / 1st / 23rd pick / 1983"
"21",84,"Lonnie Johnson",26,"TE",16,16,240,"6-3","Florida St.","2/14/1971","3",3,"Buffalo Bills / 2nd / 61st pick / 1994"
"22",20,"Henry Jones",30,"SS",15,15,197,"5-11","Illinois","12/29/1967","6",6,"Buffalo Bills / 1st / 26th pick / 1991"
"23",46,"Marlon Kerner",24,"db",13,2,187,"5-10","Ohio St.","3/18/1973","2",2,"Buffalo Bills / 3rd / 76th pick / 1995"
"24",68,"Corbin Lacina",27,"RG",16,13,302,"6-4","Augustana (SD)","11/2/1970","3",5,"Buffalo Bills / 6th / 167th pick / 1993"
"25",72,"Corey Louchiey",26,"rt",16,6,305,"6-8","Tennessee,South Carolina","10/10/1971","2",3,"Buffalo Bills / 3rd / 98th pick / 1994"
"26",55,"Mark Maddox",29,"lb",8,1,233,"6-1","Northern Michigan","3/23/1968","5",1,"Buffalo Bills / 9th / 249th pick / 1991"
"27",21,"Emanuel Martin",28,"db",16,1,184,"5-11","Alabama St.","7/31/1969","4",2,""
"28",9,"Chris Mohr",31,"P",16,0,215,"6-5","Alabama","5/11/1966","8",2,"Tampa Bay Buccaneers / 6th / 146th pick / 1989"
"29",98,"Sean Moran",24,"lilb",16,7,275,"6-4","Colorado St.","6/5/1973","1",4,"Buffalo Bills / 4th / 120th pick / 1996"
