"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",43,"Vashone Adams",23,"db",16,2,197,"5-10","Fort Hays St.,East. Michigan","9/12/1973","1",1,""
"2",82,"Derrick Alexander",25,"WR",15,14,195,"6-2","Michigan","11/6/1971","2",11,"Cleveland Browns / 1st / 29th pick / 1994"
"3",70,"Herman Arvie",26,"t",14,1,312,"6-4","Grambling St.","10/12/1970","3",2,"Cleveland Browns / 5th / 124th pick / 1993"
"4",23,"Randy Baldwin",29,"",9,0,220,"5-10","Mississippi","8/19/1967","5",0,"Minnesota Vikings / 4th / 92nd pick / 1991"
"5",89,"Harold Bishop",26,"te",8,2,254,"6-4","LSU","4/8/1970","2",0,"Tampa Bay Buccaneers / 3rd / 69th pick / 1994"
"6",69,"Jeff Blackshear",27,"RG",16,12,323,"6-6","La-Monroe","3/29/1969","3",8,"Seattle Seahawks / 8th / 197th pick / 1993"
"7",36,"Issac Booth",25,"db",11,3,193,"6-5","California","5/23/1971","2",1,"Cleveland Browns / 5th / 141st pick / 1994"
"8",24,"Donny Brady",23,"RCB",16,13,195,"6-2","Wisconsin","11/24/1973","1",4,""
"9",42,"Dorian Brew",22,"",7,0,182,"5-10","Kansas","7/19/1974","Rook",0,"Miami Dolphins / 3rd / 79th pick / 1996"
"10",77,"Orlando Brown",26,"RT",16,16,360,"6-7","Central State (OH),South Carolina St.","12/12/1970","2",10,""
"11",90,"Rob Burnett",29,"lde",6,6,265,"6-4","Syracuse","8/27/1967","6",2,"Cleveland Browns / 5th / 129th pick / 1990"
"12",21,"Earnest Byner",34,"RB",16,8,215,"5-10","East Carolina","9/15/1962","12",7,"Cleveland Browns / 10th / 280th pick / 1984"
"13",56,"Mike Caldwell",25,"RILB",9,9,235,"6-2","Middle Tenn. St.","8/31/1971","3",3,"Cleveland Browns / 3rd / 83rd pick / 1993"
"14",55,"Sedric Clark",23,"",6,0,245,"6-2","Tulsa","1/28/1973","Rook",0,"Oakland Raiders / 7th / 220th pick / 1996"
"15",51,"Mike Croel",27,"LOLB",16,16,238,"6-3","Nebraska","6/6/1969","5",5,"Denver Broncos / 1st / 4th pick / 1991"
"16",53,"Dexter Daniels",23,"",4,0,241,"6-1","Florida","12/8/1973","Rook",0,"Baltimore Ravens / 6th / 172nd pick / 1996"
"17",36,"Corey Dowden",28,"",3,0,190,"5-11","Tulane","10/18/1968","Rook",0,""
"18",85,"Ray Ethridge",28,"wr",14,1,180,"5-10","Pasadena CC","12/12/1968","Rook",0,"San Diego Chargers / 3rd / 63rd pick / 1992"
"19",61,"Steve Everitt",26,"c",8,7,300,"6-5","Michigan","8/21/1970","3",4,"Cleveland Browns / 1st / 14th pick / 1993"
"20",78,"Dan Footman",27,"NT",10,8,290,"6-5","Florida St.","1/13/1969","3",3,"Cleveland Browns / 2nd / 42nd pick / 1993"
"21",91,"Elliott Fortune",22,"",14,0,275,"6-4","Georgia Tech","5/28/1974","Rook",1,""
"22",94,"Mike Frederick",24,"LDE",16,11,280,"6-5","Virginia","8/6/1972","1",4,"Cleveland Browns / 3rd / 94th pick / 1995"
"23",35,"Carwell Gardner",30,"fb",13,3,240,"6-2","Kentucky,Louisville","11/27/1966","6",1,"Buffalo Bills / 2nd / 42nd pick / 1990"
"24",73,"Tim Goad",30,"nt",16,5,280,"6-3","North Carolina","2/28/1966","8",3,"New England Patriots / 4th / 87th pick / 1988"
"25",50,"Keith Goganious",28,"ROLB",13,8,239,"6-2","Penn St.","12/7/1968","4",3,"Buffalo Bills / 3rd / 83rd pick / 1992"
"26",86,"Eric Green",29,"te",6,3,280,"6-5","Liberty","6/22/1967","6",1,"Pittsburgh Steelers / 1st / 21st pick / 1990"
"27",48,"Frank Hartley",29,"",8,0,268,"6-2","Illinois","12/15/1967","2",0,""
"28",33,"Leroy Hoard",28,"rb",2,1,225,"5-11","Michigan","5/15/1968","6",0,"Cleveland Browns / 2nd / 45th pick / 1990"
"29",23,"Earnest Hunter",26,"",5,0,201,"5-8","SE Oklahoma St.","12/21/1970","1",0,""
"30",64,"Sale Isaia",24,"",9,0,320,"6-5","UCLA","6/13/1972","Rook",1,""
"31",81,"Michael Jackson",27,"WR",16,16,195,"6-4","Southern Miss","4/12/1969","5",12,"Cleveland Browns / 6th / 141st pick / 1991"
"32",25,"DeRon Jenkins",23,"db",15,2,190,"5-11","Tennessee","11/14/1973","Rook",1,"Baltimore Ravens / 2nd / 55th pick / 1996"
"33",97,"James Jones",27,"NT",16,11,290,"6-2","Northern Iowa","2/6/1969","5",4,"Cleveland Browns / 3rd / 57th pick / 1991"
"34",66,"Tony Jones",30,"LT",15,15,290,"6-5","West. Carolina","5/24/1966","8",9,""
"35",88,"Brian Kinchen",31,"TE",16,16,240,"6-2","LSU","8/6/1965","8",6,"Miami Dolphins / 12th / 320th pick / 1988"
"36",38,"Antonio Langham",24,"LCB",15,14,181,"6-0","Alabama","7/31/1972","2",5,"Cleveland Browns / 1st / 9th pick / 1994"
"37",84,"Jermaine Lewis",22,"KR",16,1,183,"5-7","Maryland","10/16/1974","Rook",1,"Baltimore Ravens / 5th / 153rd pick / 1996"
