"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",33,"Karim Abdul-Jabbar",23,"RB",16,14,194,"5-10","UCLA","6/28/1974","1",8,"Miami Dolphins / 3rd / 80th pick / 1996"
"2",71,"Dunstan Anderson",27,"de",9,1,260,"6-3","Tulsa","12/31/1970","3",1,""
"3",93,"Trace Armstrong",32,"LDE",16,16,275,"6-4","Arizona St.,Florida","10/5/1965","8",7,"Chicago Bears / 1st / 12th pick / 1989"
"4",80,"Fred Barnett",31,"wr",6,5,204,"6-0","Arkansas St.","6/17/1966","7",2,"Philadelphia Eagles / 3rd / 77th pick / 1990"
"5",60,"John Bock",26,"c",14,3,290,"6-3","Louisville,Indiana St.","2/11/1971","2",3,""
"6",95,"Tim Bowens",24,"LDT",16,16,325,"6-4","Mississippi","2/7/1973","3",7,"Miami Dolphins / 1st / 20th pick / 1994"
"7",57,"O.J. Brigance",28,"",16,0,236,"6-0","Rice","9/29/1969","1",1,""
"8",76,"James Brown",27,"RT",16,16,330,"6-6","Virginia St.","1/30/1970","4",10,"Dallas Cowboys / 3rd / 82nd pick / 1992"
"9",77,"Jeff Buckey",23,"LG",16,12,305,"6-5","Stanford","8/7/1974","1",8,"Miami Dolphins / 7th / 230th pick / 1996"
"10",27,"Terrell Buckley",26,"LCB",16,16,180,"5-10","Florida St.","6/7/1971","5",8,"Green Bay Packers / 1st / 5th pick / 1992"
"11",75,"Shane Burton",23,"de",16,4,305,"6-6","Tennessee","1/18/1974","1",3,"Miami Dolphins / 5th / 150th pick / 1996"
"12",70,"Mike Chalenski",27,"",8,0,279,"6-5","Pittsburgh,UCLA","1/28/1970","4",1,""
"13",56,"Mike Crawford",23,"",7,0,238,"6-1","UNLV","10/29/1974","Rook",0,"Miami Dolphins / 6th / 173rd pick / 1997"
"14",49,"DeWayne Dotson",26,"lb",10,2,254,"6-1","Tennessee,Mississippi","6/10/1971","3",1,"Dallas Cowboys / 4th / 131st pick / 1994"
"15",84,"Troy Drayton",27,"TE",16,15,260,"6-3","Penn St.","6/29/1970","4",6,"Los Angeles Rams / 2nd / 39th pick / 1993"
"16",7,"Craig Erickson",28,"",2,0,209,"6-2","Miami (FL)","5/17/1969","5",1,"Tampa Bay Buccaneers / 4th / 86th pick / 1992, Philadelphia Eagles / 5th / 131st pick / 1991"
"17",92,"Daryl Gardener",24,"RDT",16,16,295,"6-6","Baylor","2/25/1973","1",7,"Miami Dolphins / 1st / 20th pick / 1996"
"18",51,"Anthony Harris",24,"LLB",16,16,231,"6-1","Auburn","1/25/1973","1",6,""
"19",25,"Corey Harris",28,"FS",16,7,213,"5-11","Vanderbilt","10/25/1969","5",3,"Houston Oilers / 3rd / 77th pick / 1992"
"20",50,"Dwight Hollier",28,"lb",16,3,246,"6-2","North Carolina","4/21/1969","5",2,"Miami Dolphins / 4th / 97th pick / 1992"
"21",86,"Qadry Ismail",27,"",3,0,196,"6-0","Syracuse","11/8/1970","4",0,"Minnesota Vikings / 2nd / 52nd pick / 1993"
"22",38,"Calvin Jackson",25,"RCB",16,16,185,"5-9","Auburn","10/28/1972","3",6,""
"23",34,"Tim Jacobs",27,"db",16,1,187,"5-10","Delaware","4/5/1970","4",1,""
"24",88,"Charles Jordan",28,"PR",14,1,182,"5-11","Long Beach CC","10/9/1969","3",5,""
"25",17,"John Kidd",36,"P",13,0,210,"6-3","Northwestern","8/22/1961","13",2,"Buffalo Bills / 5th / 128th pick / 1984"
"26",48,"Jim Kitts",25,"",10,0,248,"6-2","Ferrum","12/28/1972","Rook",0,""
"27",29,"Sam Madison",23,"db",14,3,185,"5-11","Louisville","4/23/1974","Rook",2,"Miami Dolphins / 2nd / 44th pick / 1997"
"28",83,"Brian Manning",22,"",7,0,188,"5-11","Stanford","4/22/1975","Rook",1,"Miami Dolphins / 6th / 170th pick / 1997"
"29",10,"Olindo Mare",24,"K",16,0,190,"5-10","MacMurray,Syracuse","6/6/1973","Rook",2,""
"30",13,"Dan Marino",36,"QB",16,16,224,"6-4","Pittsburgh","9/15/1961","14",13,"Miami Dolphins / 1st / 27th pick / 1983"
"31",81,"O.J. McDuffie",28,"WR",16,16,194,"5-10","Penn St.","12/2/1969","4",10,"Miami Dolphins / 1st / 25th pick / 1993"
"32",66,"Everett McIver",27,"RG",14,14,318,"6-5","Elizabeth City St.","8/5/1970","3",8,""
"33",32,"Jerris McPhail",25,"rb",14,1,198,"5-11","Wake Forest,East Carolina","6/26/1972","1",4,"Miami Dolphins / 5th / 134th pick / 1996"
"34",20,"Ray Nealy",22,"",1,0,220,"5-11","Ark-Pine Bluff","4/30/1975","Rook",0,""
"35",30,"Bernie Parmalee",30,"rb",16,4,201,"5-11","Ball St.","9/16/1967","5",4,""
"36",80,"Brett Perriman",32,"wr",8,5,180,"5-9","Miami (FL)","10/10/1965","9",3,"New Orleans Saints / 2nd / 52nd pick / 1988"
"37",89,"Ed Perry",23,"te",16,4,265,"6-4","James Madison","9/1/1974","Rook",0,"Miami Dolphins / 6th / 177th pick / 1997"
"38",21,"Lawrence Phillips",22,"",2,0,212,"6-0","Nebraska","5/12/1975","1",0,"St. Louis Rams / 1st / 6th pick / 1996"
"39",42,"Roosevelt Potts",26,"rb",6,1,250,"6-0","La-Monroe","1/8/1971","4",0,"Indianapolis Colts / 2nd / 49th pick / 1993"
"40",36,"Stanley Pritchett",24,"FB",6,5,250,"6-2","South Carolina","12/22/1973","1",0,"Miami Dolphins / 4th / 118th pick / 1996"
"41",5,"Kyle Richardson",24,"",3,0,210,"6-2","Arkansas St.","3/2/1973","Rook",0,""
"42",59,"Derrick Rodgers",26,"RLB",15,14,230,"6-0","Arizona St.","10/14/1971","Rook",6,"Miami Dolphins / 3rd / 92nd pick / 1997"
"43",61,"Tim Ruddy",25,"C",15,15,295,"6-3","Notre Dame","4/27/1972","3",9,"Miami Dolphins / 2nd / 65th pick / 1994"
"44",68,"Mike Sheldon",24,"",11,0,305,"6-4","Grand Valley St.","6/8/1973","Rook",1,""
"45",69,"Keith Sims",30,"g",8,4,318,"6-3","Iowa St.","6/17/1967","7",3,"Miami Dolphins / 2nd / 39th pick / 1990"
"46",35,"Irving Spikes",27,"KR",12,1,212,"5-8","Alabama,La-Monroe","12/21/1970","3",2,""
"47",96,"Danny Stubbs",32,"",1,0,265,"6-4","Miami (FL)","1/3/1965","9",0,"San Francisco 49ers / 2nd / 33rd pick / 1988"
"48",72,"Barron Tanner",24,"",16,0,360,"6-3","Oklahoma","9/14/1973","Rook",1,"Miami Dolphins / 5th / 149th pick / 1997"
"49",99,"Jason Taylor",23,"RDE",13,11,255,"6-6","Akron","9/1/1974","Rook",6,"Miami Dolphins / 3rd / 73rd pick / 1997"
"50",23,"George Teague",26,"fs",15,6,198,"6-1","Alabama","2/18/1971","4",3,"Green Bay Packers / 1st / 29th pick / 1993"
"51",85,"Lamar Thomas",27,"WR",12,6,175,"6-1","Miami (FL)","2/12/1970","4",4,"Tampa Bay Buccaneers / 3rd / 60th pick / 1993"
"52",54,"Zach Thomas",24,"MLB",15,15,230,"5-11","Texas Tech","9/1/1973","1",7,"Miami Dolphins / 5th / 154th pick / 1996"
"53",82,"Frank Wainright",30,"",9,0,255,"6-2","Northern Colorado","10/10/1967","6",0,"New Orleans Saints / 8th / 210th pick / 1991"
"54",26,"Bracy Walker",27,"",12,0,202,"6-0","North Carolina","10/28/1970","3",1,"Kansas City Chiefs / 4th / 127th pick / 1994"
"55",55,"Ronnie Ward",23,"",4,0,232,"6-0","Kansas","2/11/1974","Rook",0,"Miami Dolphins / 3rd / 93rd pick / 1997"
"56",78,"Richmond Webb",30,"LT",16,16,325,"6-6","Texas A&M","1/11/1967","7",10,"Miami Dolphins / 1st / 9th pick / 1990"
"57",24,"Jerry Wilson",24,"",16,0,190,"5-11","Southern","7/17/1973","1",1,"Tampa Bay Buccaneers / 4th / 105th pick / 1995"
"58",22,"Shawn Wooden",24,"SS",16,15,205,"5-11","Notre Dame","10/23/1973","1",7,"Miami Dolphins / 6th / 189th pick / 1996"
"59",NA,"Team Total",26.3,"",16,NA,239.2,"6-1.3","","","3.1",NA,""
