"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",53,"Stanley Arnoux",24,"",9,0,240,"6-1","Wake Forest","9/9/1986","1",1,"New Orleans Saints / 4th / 118th pick / 2009"
"2",87,"Adrian Arrington",25,"",1,0,185,"6-2","Michigan","11/7/1985","2",1,"New Orleans Saints / 7th / 237th pick / 2008"
"3",94,"K.C. Asiodu",24,"",1,0,225,"6-2","Central Oklahoma","11/24/1986","1",0,""
"4",92,"Remi Ayodele",27,"NT",16,16,250,"6-2","Oklahoma","4/22/1983","3",7,""
"5",46,"Ladell Betts",31,"rb",8,1,222,"5-10","Iowa","8/27/1979","8",2,"Washington Redskins / 2nd / 56th pick / 2002"
"6",9,"Drew Brees*",31,"QB",16,16,209,"6-0","Purdue","1/15/1979","9",14,"San Diego Chargers / 2nd / 32nd pick / 2001"
"7",96,"Alex Brown",31,"DE",16,16,262,"6-3","Florida","6/4/1979","8",8,"Chicago Bears / 4th / 104th pick / 2002"
"8",71,"Charles Brown",23,"",3,0,284,"6-5","USC","4/10/1987","Rook",0,"New Orleans Saints / 2nd / 64th pick / 2010"
"9",25,"Reggie Bush",25,"rb",8,6,200,"6-0","USC","3/2/1985","4",3,"New Orleans Saints / 1st / 2nd pick / 2006"
"10",74,"Jermon Bushrod",26,"LT",16,16,315,"6-4","Towson","8/19/1984","3",8,"New Orleans Saints / 4th / 125th pick / 2007"
"11",3,"John Carney",46,"",2,0,180,"5-11","Notre Dame","4/20/1964","22",0,""
"12",97,"Jeff Charleston",27,"de",16,1,265,"6-4","Idaho St.","1/19/1983","3",3,""
"13",55,"Danny Clark",33,"LB",14,10,248,"6-2","Illinois","5/9/1977","10",5,"Jacksonville Jaguars / 7th / 245th pick / 2000"
"14",12,"Marques Colston",27,"WR",15,11,225,"6-4","Hofstra","6/5/1983","4",9,"New Orleans Saints / 7th / 252nd pick / 2006"
"15",10,"Chase Daniel",24,"",13,0,218,"6-0","Missouri","10/7/1986","1",0,""
"16",NA,"Justin Drescher",22,"",6,0,230,"6-1","Colorado","1/1/1988","Rook",0,""
"17",56,"Jo-Lonn Dunbar",25,"LB",13,8,233,"6-1","Boston Col.","3/13/1985","2",5,""
"18",98,"Sedrick Ellis",25,"DT",16,16,308,"6-1","USC","7/9/1985","2",8,"New Orleans Saints / 1st / 7th pick / 2008"
"19",44,"Heath Evans",32,"fb",16,6,245,"6-0","Auburn","12/30/1978","9",0,"Seattle Seahawks / 3rd / 82nd pick / 2001"
"20",NA,"Jahri Evans*+",27,"RG",16,16,316,"6-4","Bloomsburg","8/22/1983","4",15,"New Orleans Saints / 4th / 108th pick / 2006"
"21",93,"Junior Galette",22,"",4,0,257,"6-2","Temple,Stillman","3/27/1988","Rook",0,""
"22",20,"Randall Gay",28,"",4,0,186,"5-11","LSU","5/5/1982","6",0,""
"23",37,"Matt Giordano",28,"",9,0,194,"5-11","California","10/16/1982","5",1,"Indianapolis Colts / 4th / 135th pick / 2005"
"24",76,"Jonathan Goodwin",32,"C",16,16,318,"6-3","Ohio,Michigan","12/2/1978","8",8,"New York Jets / 5th / 154th pick / 2002"
"25",80,"Jimmy Graham",24,"te",15,5,260,"6-7","Miami (FL)","11/24/1986","Rook",3,"New Orleans Saints / 3rd / 95th pick / 2010"
"26",33,"Jabari Greer",28,"LCB",14,13,169,"5-11","Tennessee","2/11/1982","6",6,""
"27",69,"Anthony Hargrove",27,"",14,0,269,"6-3","Georgia Tech","7/20/1983","6",0,"St. Louis Rams / 3rd / 91st pick / 2004"
