"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",40,"Michael Adams",23,"db",7,3,195,"5-9","Arkansas St.","4/5/1964","Rook",2,"New Orleans Saints / 3rd / 67th pick / 1987"
"2",30,"Vincent Alexander",23,"",1,0,205,"5-10","Southern Miss","3/11/1964","Rook",1,""
"3",7,"Morten Andersen*+",27,"K",12,0,217,"6-2","Michigan St.","8/19/1960","5",5,"New Orleans Saints / 4th / 86th pick / 1982"
"4",96,"Sheldon Andrus",25,"dt",3,1,271,"6-2","Nicholls St.","10/5/1962","1",1,""
"5",28,"Gene Atkins",23,"ss",13,5,201,"5-11","Florida A&M","11/22/1964","Rook",3,"New Orleans Saints / 7th / 179th pick / 1987"
"6",10,"Tommy Barnhardt",24,"",3,0,228,"6-2","East Carolina,North Carolina","6/11/1963","Rook",1,"Tampa Bay Buccaneers / 9th / 223rd pick / 1986"
"7",83,"Cliff Benson",26,"te",8,3,238,"6-4","Purdue","8/28/1961","3",0,"Atlanta Falcons / 5th / 132nd pick / 1984"
"8",47,"Dwight Beverly",26,"rb",3,3,205,"5-11","Illinois","12/5/1961","Rook",2,"Indianapolis Colts / 6th / 147th pick / 1984"
"9",95,"Robert Brannon",26,"",1,0,245,"6-7","Kent St.,Arkansas","3/26/1961","Rook",0,""
"10",85,"Hoby Brenner*",28,"TE",12,10,240,"6-4","USC","6/2/1959","6",4,"New Orleans Saints / 3rd / 71st pick / 1981"
"11",67,"Stan Brock",29,"RT",12,12,295,"6-6","Colorado","6/8/1958","7",8,"New Orleans Saints / 1st / 12th pick / 1980"
"12",59,"James Campen",23,"c",3,3,269,"6-3","Tulane","6/11/1964","Rook",2,""
"13",75,"Bruce Clark",29,"LDE",15,15,273,"6-3","Penn St.","3/31/1958","5",9,"Green Bay Packers / 1st / 4th pick / 1980"
"14",89,"Robert Clark",22,"",2,0,175,"5-11","North Carolina Central","8/6/1965","Rook",1,"New Orleans Saints / 10th / 263rd pick / 1987"
"15",4,"Mike Cofer",23,"",2,0,195,"6-1","North Carolina St.","2/19/1964","Rook",0,""
"16",66,"Chuck Commiskey",29,"g",12,4,290,"6-4","Mississippi","3/28/1958","1",4,"Philadelphia Eagles / 9th / 247th pick / 1981"
"17",70,"Bill Contz",26,"",3,0,268,"6-5","Penn St.","12/12/1961","4",0,"Cleveland Browns / 5th / 122nd pick / 1983"
"18",41,"Toi Cook",23,"",7,0,188,"5-11","Stanford","12/3/1964","Rook",0,"New Orleans Saints / 8th / 207th pick / 1987"
"19",26,"Stacey Dawsey",22,"wr",3,3,154,"5-9","Indiana","10/24/1965","Rook",2,""
"20",55,"Joe DeForest",22,"lb",3,3,240,"6-1","La-Lafayette","4/17/1965","Rook",2,""
"21",72,"Jim Dombrowski",24,"LT",10,10,300,"6-5","Virginia","10/19/1963","1",7,"New Orleans Saints / 1st / 6th pick / 1986"
"22",63,"Brad Edelman*",27,"LG",11,9,265,"6-6","Missouri","9/3/1960","5",8,"New Orleans Saints / 2nd / 30th pick / 1982"
"23",64,"Ted Elliott",23,"",3,0,275,"6-6","Mankato St.","11/16/1964","Rook",0,""
"24",99,"Tony Elliott",28,"NT",14,14,282,"6-2","Wisconsin,North Texas","4/23/1959","5",7,"New Orleans Saints / 5th / 114th pick / 1982"
"25",11,"John Fourcade",27,"qb",3,3,208,"6-1","Mississippi","10/11/1960","Rook",4,""
"26",53,"Keith Fourcade",26,"",3,0,225,"5-11","Mississippi","10/20/1961","Rook",0,""
"27",97,"Jumpy Geathers",27,"",1,0,290,"6-7","Wichita St.","6/26/1960","3",0,"New Orleans Saints / 2nd / 42nd pick / 1984"
"28",27,"Antonio Gibson",25,"SS",10,10,206,"6-3","Cincinnati","7/5/1962","1",4,""
"29",77,"Daren Gilbert",24,"lt",6,5,285,"6-6","Cal State-Fullerton","10/3/1963","2",4,"New Orleans Saints / 2nd / 38th pick / 1985"
"30",82,"Darren Gottschalk",23,"",1,0,225,"6-4","California Lutheran","12/1/1964","Rook",0,""
"31",37,"Mel Gray",26,"KR",12,1,167,"5-9","Purdue","3/16/1961","1",1,"New Orleans Saints / 2nd / 42nd pick / 1984 Supp"
"32",10,"Brian Hansen",27,"P",12,0,215,"6-4","Sioux Falls","10/26/1960","3",2,"New Orleans Saints / 9th / 237th pick / 1984"
"33",80,"Herbert Harris",26,"",2,0,206,"6-1","Lamar","5/4/1961","1",0,""
"34",86,"Vic Harrison",26,"",3,0,184,"5-9","North Carolina","2/9/1961","Rook",0,""
"35",92,"James Haynes",27,"",12,0,230,"6-2","Miss. Valley St.","8/9/1960","3",1,""
"36",3,"Bobby Hebert",27,"QB",12,12,215,"6-4","NW State (LA)","8/19/1960","2",11,""
"37",61,"Joel Hilgenberg",25,"C",12,12,250,"6-3","Iowa","7/10/1962","3",8,"New Orleans Saints / 4th / 97th pick / 1984"
