"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",20,"Isa Abdul-Quddus",22,"fs",16,1,200,"6-1","Fordham","8/3/1989","Rook",1,""
"2",40,"Jonathon Amaya",23,"",16,0,203,"6-1","Nevada","11/25/1988","1",1,""
"3",87,"Adrian Arrington",26,"",4,0,185,"6-2","Michigan","11/7/1985","3",0,"New Orleans Saints / 7th / 237th pick / 2008"
"4",9,"Drew Brees*",32,"QB",16,16,209,"6-0","Purdue","1/15/1979","10",20,"San Diego Chargers / 2nd / 32nd pick / 2001"
"5",71,"Charles Brown",24,"rt",8,5,284,"6-5","USC","4/10/1987","1",4,"New Orleans Saints / 2nd / 64th pick / 2010"
"6",74,"Jermon Bushrod*",27,"LT",16,16,315,"6-4","Towson","8/19/1984","4",13,"New Orleans Saints / 4th / 125th pick / 2007"
"7",59,"Nate Bussey",22,"",1,0,228,"6-1","Illinois","2/20/1989","Rook",0,"New Orleans Saints / 7th / 243rd pick / 2011"
"8",52,"Jonathan Casillas",24,"lb",13,5,225,"6-0","Wisconsin","6/3/1987","2",3,""
"9",97,"Jeff Charleston",28,"",10,0,265,"6-4","Idaho St.","1/19/1983","4",1,""
"10",45,"Jed Collins",25,"FB",16,11,255,"6-1","Washington St.","3/3/1986","Rook",1,""
"11",12,"Marques Colston",28,"wr",14,7,225,"6-4","Hofstra","6/5/1983","5",11,"New Orleans Saints / 7th / 252nd pick / 2006"
"12",10,"Chase Daniel",25,"",16,0,218,"6-0","Missouri","10/7/1986","2",0,""
"13",60,"Brian De La Puente",26,"C",16,12,306,"6-3","California","5/13/1985","Rook",8,""
"14",47,"Justin Drescher",23,"",16,0,230,"6-1","Colorado","1/1/1988","1",1,""
"15",56,"Jo-Lonn Dunbar",26,"LB",16,14,233,"6-1","Boston Col.","3/13/1985","3",6,""
"16",98,"Sedrick Ellis",26,"DT",15,15,308,"6-1","USC","7/9/1985","3",6,"New Orleans Saints / 1st / 7th pick / 2008"
"17",73,"Jahri Evans*+",28,"RG",16,16,316,"6-4","Bloomsburg","8/22/1983","5",19,"New Orleans Saints / 4th / 108th pick / 2006"
"18",99,"Aubrayo Franklin",31,"NT",16,9,320,"6-1","Tennessee","8/27/1980","8",4,"Baltimore Ravens / 5th / 146th pick / 2003"
"19",93,"Junior Galette",23,"de",16,1,257,"6-2","Temple,Stillman","3/27/1988","1",2,""
"20",89,"John Gilmore",32,"te",14,4,260,"6-4","Penn St.","9/21/1979","9",0,"New Orleans Saints / 6th / 196th pick / 2002"
"21",80,"Jimmy Graham*",25,"TE",16,11,260,"6-7","Miami (FL)","11/24/1986","1",13,"New Orleans Saints / 3rd / 95th pick / 2010"
"22",33,"Jabari Greer",29,"LCB",16,16,169,"5-11","Tennessee","2/11/1982","7",6,""
"23",35,"Korey Hall",28,"",13,0,230,"6-1","Boise St.","8/5/1983","4",0,"Green Bay Packers / 6th / 191st pick / 2007"
"24",41,"Roman Harper",29,"SS",16,16,195,"6-0","Alabama","12/11/1982","5",7,"New Orleans Saints / 2nd / 43rd pick / 2006"
"25",19,"Devery Henderson",29,"WR",16,13,200,"5-11","LSU","3/26/1982","7",5,"New Orleans Saints / 2nd / 50th pick / 2004"
"26",53,"Will Herring",28,"lb",11,1,215,"6-3","Auburn","8/28/1983","4",1,"Seattle Seahawks / 5th / 161st pick / 2007"
"27",81,"Michael Higgins",24,"",2,0,242,"6-5","Nebraska-Omaha","12/7/1987","Rook",0,""
"28",54,"Ramon Humber",24,"lb",13,3,232,"5-11","North Dakota St.","8/10/1987","2",2,""
"29",28,"Mark Ingram",22,"rb",10,4,215,"5-10","Alabama","12/21/1989","Rook",4,"New Orleans Saints / 1st / 28th pick / 2011"
"30",29,"Chris Ivory",23,"rb",6,2,222,"6-0","Washington St.,Tiffin","3/22/1988","1",3,""
"31",27,"Malcolm Jenkins",24,"FS",15,15,200,"6-0","Ohio St.","12/20/1987","2",6,"New Orleans Saints / 1st / 14th pick / 2009"
"32",72,"Tom Johnson",27,"",13,0,288,"6-3","Southern Miss","8/30/1984","Rook",1,""
"33",94,"Cameron Jordan",22,"DE",16,15,287,"6-4","California","7/10/1989","Rook",7,"New Orleans Saints / 1st / 24th pick / 2011"
"34",2,"John Kasay",42,"",16,0,198,"5-10","Georgia","10/27/1969","20",3,"Seattle Seahawks / 4th / 98th pick / 1991"
"35",75,"Mitch King",25,"",3,0,275,"6-1","Iowa","5/5/1986","2",0,""
"36",50,"Olin Kreutz",34,"c",4,4,292,"6-2","Washington","6/9/1977","13",3,"Chicago Bears / 3rd / 64th pick / 1998"
"37",90,"Turk McBride",26,"de",8,2,285,"6-4","Tennessee","5/30/1985","4",1,"Kansas City Chiefs / 2nd / 54th pick / 2007"
"38",76,"Pat McQuistan",28,"",10,0,315,"6-6","Weber St.","4/30/1983","5",1,"Dallas Cowboys / 7th / 211th pick / 2006"
"39",17,"Robert Meachem",27,"WR",16,8,214,"6-2","Tennessee","9/28/1984","3",6,"New Orleans Saints / 1st / 27th pick / 2007"
"40",16,"Lance Moore",28,"wr",14,7,177,"5-9","Toledo","8/31/1983","5",6,""
"41",6,"Thomas Morstead",25,"",16,0,228,"6-4","SMU","3/8/1986","2",3,"New Orleans Saints / 5th / 164th pick / 2009"
"42",77,"Carl Nicks*+",26,"LG",16,16,343,"6-5","Nebraska","5/14/1985","3",19,"New Orleans Saints / 5th / 164th pick / 2008"
"43",32,"Johnny Patrick",23,"",9,0,185,"5-11","Louisville","8/17/1988","Rook",1,"New Orleans Saints / 3rd / 88th pick / 2011"
"44",22,"Tracy Porter",25,"RCB",14,11,185,"5-11","Indiana","8/11/1986","3",5,"New Orleans Saints / 2nd / 40th pick / 2008"
"45",21,"Patrick Robinson",24,"rcb",15,7,190,"5-11","Florida St.","9/7/1987","1",4,"New Orleans Saints / 1st / 32nd pick / 2010"
"46",15,"Courtney Roby",28,"",16,0,189,"6-0","Indiana","1/10/1983","6",0,"Tennessee Titans / 3rd / 68th pick / 2005"
"47",90,"Shaun Rogers",32,"nt",16,4,340,"6-4","Texas","3/12/1979","10",3,"Detroit Lions / 2nd / 61st pick / 2001"
"48",58,"Scott Shanle",32,"LB",16,15,240,"6-2","Nebraska","11/23/1979","8",7,"St. Louis Rams / 7th / 251st pick / 2003"
"49",91,"Will Smith",30,"DE",14,14,282,"6-3","Ohio St.","7/4/1981","7",6,"New Orleans Saints / 1st / 18th pick / 2004"
"50",43,"Darren Sproles",28,"rb",16,4,181,"5-6","Kansas St.","6/20/1983","6",13,"San Diego Chargers / 4th / 130th pick / 2005"
"51",64,"Zach Strief",28,"RT",11,11,349,"6-7","Northwestern","9/22/1983","5",7,"New Orleans Saints / 7th / 210th pick / 2006"
"52",65,"Matt Tennant",24,"",12,0,274,"6-4","Boston Col.","3/19/1987","1",1,"New Orleans Saints / 5th / 158th pick / 2010"
"53",85,"David Thomas",28,"te",5,2,240,"6-3","Texas","7/5/1983","5",0,"New England Patriots / 3rd / 86th pick / 2006"
"54",23,"Pierre Thomas",27,"rb",16,7,210,"5-11","Illinois","12/18/1984","4",8,""
"55",24,"Leigh Torrence",29,"",13,0,183,"6-0","Stanford","1/4/1982","6",1,""
"56",51,"Jonathan Vilma",29,"MLB",11,11,230,"6-1","Miami (FL)","4/16/1982","7",6,"New York Jets / 1st / 12th pick / 2004"
"57",95,"Martez Wilson",23,"lb",13,1,250,"6-3","Illinois","9/21/1988","Rook",1,"New Orleans Saints / 3rd / 72nd pick / 2011"
"58",NA,"Team Total",26.8,"",16,NA,243,"6-1.6","","","3.9",NA,""
