"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",36,"Jamar Adams",23,"",1,0,209,"6-2","Michigan","11/29/1985","Rook",0,""
"2",91,"Baraka Atkins",24,"",9,0,280,"6-5","Miami (FL)","9/28/1984","1",1,"Seattle Seahawks / 4th / 120th pick / 2007"
"3",52,"Jason Babin",28,"",2,0,265,"6-4","West. Michigan","5/24/1980","4",0,"Houston Texans / 1st / 27th pick / 2004"
"4",27,"Jordan Babineaux",26,"rcb",14,1,200,"6-0","Southern Arkansas","8/31/1982","4",2,""
"5",99,"Rocky Bernard",29,"RDT",15,15,293,"6-3","Texas A&M","4/19/1979","6",7,"Seattle Seahawks / 5th / 146th pick / 2002"
"6",83,"Deion Branch",29,"WR",8,8,193,"5-9","Louisville","7/18/1979","6",3,"New England Patriots / 2nd / 65th pick / 2002"
"7",79,"Red Bryant",24,"",4,0,326,"6-5","Texas A&M","4/18/1984","Rook",0,"Seattle Seahawks / 4th / 121st pick / 2008"
"8",16,"Michael Bumpus",23,"wr",4,1,194,"5-11","Washington St.","12/13/1985","Rook",0,""
"9",81,"Nate Burleson",27,"wr",1,1,192,"6-0","Nevada","8/19/1981","5",0,"Minnesota Vikings / 3rd / 71st pick / 2003"
"10",89,"John Carlson",24,"TE",16,9,256,"6-5","Notre Dame","5/12/1984","Rook",5,"Seattle Seahawks / 2nd / 38th pick / 2008"
"11",13,"Keary Colbert",26,"wr",7,4,200,"6-1","USC","5/21/1982","4",0,"Carolina Panthers / 2nd / 62nd pick / 2004"
"12",42,"T.J. Duckett",27,"",16,0,254,"6-0","Michigan St.","2/17/1981","6",1,"Atlanta Falcons / 1st / 18th pick / 2002"
"13",84,"Bobby Engram",35,"WR",13,11,188,"5-10","Penn St.","1/7/1973","12",4,"Chicago Bears / 2nd / 52nd pick / 1996"
"14",30,"Justin Forsett",23,"",11,0,190,"5-8","California","10/14/1985","Rook",0,"Seattle Seahawks / 7th / 233rd pick / 2008"
"15",5,"Charlie Frye",27,"qb",2,1,217,"6-4","Akron","8/28/1981","3",0,"Cleveland Browns / 3rd / 67th pick / 2005"
"16",70,"Na'Shan Goddard",25,"",2,0,315,"6-5","South Carolina","4/23/1983","Rook",0,""
"17",24,"Deon Grant",29,"SS",16,16,207,"6-2","Tennessee","3/14/1979","7",6,"Carolina Panthers / 2nd / 57th pick / 2000"
"18",94,"Howard Green",29,"",13,0,320,"6-2","LSU","1/12/1979","6",1,"Houston Texans / 6th / 190th pick / 2002"
"19",8,"Matt Hasselbeck",33,"qb",7,7,223,"6-4","Boston Col.","9/25/1975","9",0,"Green Bay Packers / 6th / 187th pick / 1998"
"20",59,"David Hawthorne",23,"",14,0,230,"6-0","TCU","5/14/1985","Rook",1,""
"21",85,"Will Heller",27,"",12,0,250,"6-6","Georgia Tech","2/28/1981","5",0,""
"22",54,"Will Herring",25,"lb",11,1,215,"6-3","Auburn","8/28/1983","1",1,"Seattle Seahawks / 5th / 161st pick / 2007"
"23",56,"LeRoy Hill",26,"LB",12,12,224,"6-1","Clemson","9/14/1982","3",5,"Seattle Seahawks / 3rd / 98th pick / 2005"
"24",32,"Kevin Hobbs",25,"",14,0,195,"6-0","Auburn","4/30/1983","1",1,""
"25",95,"Lawrence Jackson",23,"DE",16,14,261,"6-5","USC","8/30/1985","Rook",5,"Seattle Seahawks / 1st / 28th pick / 2008"
"26",21,"Kelly Jennings",26,"rcb",16,6,175,"5-11","Miami (FL)","11/30/1982","2",3,"Seattle Seahawks / 1st / 31st pick / 2006"
"27",22,"Julius Jones",27,"RB",15,10,210,"5-10","Notre Dame","8/14/1981","4",5,"Dallas Cowboys / 2nd / 43rd pick / 2004"
