"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",89,"Anthony Allen",29,"",14,0,180,"5-11","Washington","6/29/1959","3",0,"Atlanta Falcons / 6th / 156th pick / 1983"
"2",15,"David Archer",26,"",1,0,207,"6-2","Snow College (UT),Iowa St.","2/15/1962","4",0,""
"3",14,"Tommy Barnhardt",25,"",4,0,228,"6-2","East Carolina,North Carolina","6/11/1963","1",1,"Tampa Bay Buccaneers / 9th / 223rd pick / 1986"
"4",53,"Jeff Bostic",30,"C",13,11,268,"6-2","Clemson","9/18/1958","8",6,""
"5",23,"Todd Bowles",25,"FS",16,16,203,"6-2","Temple","11/18/1963","2",6,""
"6",29,"Reggie Branch",26,"",7,0,232,"5-11","West Virginia St.,East Carolina","10/22/1962","3",0,""
"7",24,"Kelvin Bryant",28,"rb",10,4,195,"6-2","North Carolina","9/26/1960","2",7,"Washington Redskins / 7th / 196th pick / 1983"
"8",65,"Dave Butz",38,"LDT",16,16,291,"6-7","Purdue","6/23/1950","15",7,"St. Louis Cardinals / 1st / 5th pick / 1973"
"9",50,"Ravin Caldwell",25,"lb",16,1,233,"6-3","Arkansas","8/4/1963","1",2,"Washington Redskins / 5th / 113th pick / 1986"
"10",88,"Joe Caravello",25,"te",12,6,270,"6-3","Tulane","6/6/1963","1",0,""
"11",84,"Gary Clark",26,"WR",16,13,173,"5-9","James Madison","5/1/1962","3",8,"Washington Redskins / 2nd / 55th pick / 1984 Supp"
"12",15,"Greg Coleman",34,"P",10,0,185,"6-0","Florida A&M","9/9/1954","11",1,"Cincinnati Bengals / 14th / 398th pick / 1976"
"13",51,"Monte Coleman",31,"LLB",13,9,242,"6-2","Central Arkansas","11/4/1957","9",4,"Washington Redskins / 11th / 289th pick / 1979"
"14",12,"Steve Cox",30,"",1,0,195,"6-4","Tulsa,Arkansas","5/11/1958","7",0,"Cleveland Browns / 5th / 134th pick / 1981"
"15",37,"Travis Curtis",23,"",1,0,180,"5-10","West Virginia","9/27/1965","1",0,""
"16",34,"Brian Davis",25,"lcb",9,6,190,"6-2","Nebraska","8/31/1963","1",3,"Washington Redskins / 2nd / 30th pick / 1987"
"17",48,"Steve Gage",24,"db",16,1,210,"6-3","Tulsa","5/10/1964","1",1,"Washington Redskins / 6th / 144th pick / 1987"
"18",54,"Kurt Gouveia",24,"",16,0,233,"6-1","BYU","9/14/1964","1",1,"Washington Redskins / 8th / 213th pick / 1986"
"19",77,"Darryl Grant",29,"RDT",16,16,269,"6-1","Rice","11/22/1959","7",7,"Washington Redskins / 9th / 231st pick / 1981"
"20",28,"Darrell Green",28,"RCB",15,15,184,"5-9","Texas A&M-Kingsville","2/15/1960","5",6,"Washington Redskins / 1st / 28th pick / 1983"
"21",35,"Keith Griffin",27,"",8,0,185,"5-8","Miami (FL)","10/26/1961","4",0,"Washington Redskins / 10th / 279th pick / 1984"
"22",68,"Russ Grimm",29,"g",5,4,273,"6-3","Pittsburgh","5/2/1959","7",2,"Washington Redskins / 3rd / 69th pick / 1981"
"23",78,"Dean Hamel",27,"",16,0,279,"6-3","Tulsa","7/7/1961","3",1,"Washington Redskins / 12th / 309th pick / 1985"
"24",64,"Steve Hamilton",27,"",15,0,263,"6-4","East Carolina","9/28/1961","3",1,"Washington Redskins / 2nd / 55th pick / 1984"
"25",59,"Dave Harbour",23,"",15,0,265,"6-4","Illinois","10/23/1965","Rook",1,""
"26",66,"Joe Jacoby",29,"LT",16,13,305,"6-7","Louisville","7/6/1959","7",7,""
"27",88,"Billy Johnson",36,"",1,0,170,"5-9","Widener","1/21/1952","14",0,"Houston Oilers / 15th / 365th pick / 1974"
"28",82,"Anthony Jones",28,"te",8,3,248,"6-3","Md-Eastern Shore,Wichita St.","5/16/1960","4",0,"Washington Redskins / 11th / 306th pick / 1984"
"29",55,"Mel Kaufman",30,"llb",11,6,221,"6-2","Cal Poly-San Luis Obispo","2/24/1958","7",3,""
"30",74,"Markus Koch",25,"rde",11,6,270,"6-5","Boise St.","2/13/1963","2",3,"Washington Redskins / 2nd / 30th pick / 1986"
"31",79,"Jim Lachey",25,"LT",15,14,294,"6-6","Ohio St.","6/4/1963","3",8,"San Diego Chargers / 1st / 12th pick / 1985"
"32",8,"Chip Lohmiller",22,"K",16,0,213,"6-3","Minnesota","7/16/1966","Rook",3,"Washington Redskins / 2nd / 55th pick / 1988"
"33",72,"Dexter Manley",30,"RDE",16,13,253,"6-3","Oklahoma St.","2/2/1958","7",6,"Washington Redskins / 5th / 119th pick / 1981"
"34",71,"Charles Mann*",27,"LDE",14,13,268,"6-6","Nevada","4/12/1961","5",8,"Washington Redskins / 3rd / 84th pick / 1983"
"35",91,"Greg Manusky",22,"",7,0,238,"6-1","Colgate","8/12/1966","Rook",0,""
"36",58,"Wilber Marshall",26,"RLB",16,16,231,"6-1","Florida","4/18/1962","4",7,"Chicago Bears / 1st / 11th pick / 1984"
"37",73,"Mark May*",29,"RG",16,16,295,"6-6","Pittsburgh","11/2/1959","7",11,"Washington Redskins / 1st / 20th pick / 1981"
"38",32,"Craig McEwen",23,"TE",14,8,220,"6-1","Utah","12/16/1965","1",3,""
"39",63,"Raleigh McKenzie",25,"C",16,14,290,"6-2","Tennessee","2/8/1963","3",8,"Washington Redskins / 11th / 290th pick / 1985"
"40",88,"Ron Middleton",23,"",2,0,262,"6-2","Auburn","7/17/1965","2",0,""
"41",81,"Art Monk",31,"WR",16,13,210,"6-3","Syracuse","12/5/1957","8",8,"Washington Redskins / 1st / 18th pick / 1980"
"42",22,"Jamie Morris",23,"KR",16,4,188,"5-7","Michigan","6/6/1965","Rook",3,"Washington Redskins / 4th / 109th pick / 1988"
"43",25,"Mike Oliphant",25,"",8,0,183,"5-10","Puget Sound","5/19/1963","Rook",1,"Washington Redskins / 3rd / 66th pick / 1988"
"44",52,"Neal Olkewicz",31,"MLB",16,16,230,"6-0","Maryland","1/30/1957","9",7,""
"45",87,"Terry Orr",27,"te",16,3,231,"6-3","Texas","9/27/1961","2",2,"Washington Redskins / 10th / 263rd pick / 1985"
"46",11,"Mark Rypien",26,"qb",9,6,231,"6-4","Washington St.","10/2/1962","Rook",6,"Washington Redskins / 6th / 146th pick / 1986"
"47",83,"Ricky Sanders",28,"wr",16,4,182,"5-11","Texas St.","9/30/1960","2",10,"New England Patriots / 1st / 16th pick / 1984 Supp"
"48",59,"Mike Scully",23,"",1,0,280,"6-5","Illinois","11/1/1965","Rook",0,""
"49",80,"Derrick Shepard",24,"PR",5,0,186,"5-10","Oklahoma","1/22/1964","1",0,""
"50",76,"Ed Simmons",25,"",16,0,315,"6-5","East. Washington","12/31/1963","1",1,"Washington Redskins / 6th / 164th pick / 1987"
"51",36,"Timmy Smith",24,"RB",14,8,216,"5-11","Texas Tech","1/24/1964","1",3,"Washington Redskins / 5th / 117th pick / 1987"
"52",69,"R.C. Thielemann",33,"RG",14,8,255,"6-4","Arkansas","8/12/1955","11",5,"Atlanta Falcons / 2nd / 36th pick / 1977"
"53",47,"Johnny Thomas",24,"",4,0,188,"5-9","Baylor","8/3/1964","Rook",0,"Washington Redskins / 7th / 192nd pick / 1987"
"54",31,"Clarence Vaughn",24,"",14,0,202,"6-0","Northern Illinois","7/17/1964","1",1,"Washington Redskins / 8th / 219th pick / 1987"
"55",40,"Alvin Walton",24,"SS",16,16,180,"6-0","Kansas","3/14/1964","2",7,"Washington Redskins / 3rd / 75th pick / 1986"
"56",85,"Don Warren",32,"TE",14,14,242,"6-4","San Diego St.","5/5/1956","9",1,"Washington Redskins / 4th / 103rd pick / 1979"
"57",45,"Barry Wilburn",25,"LCB",10,10,196,"6-2","Mississippi","12/9/1963","3",5,"Washington Redskins / 8th / 219th pick / 1985"
"58",17,"Doug Williams",33,"QB",11,10,220,"6-4","Grambling St.","8/9/1955","10",8,"Tampa Bay Buccaneers / 1st / 17th pick / 1978"
"59",37,"Kevin Williams",27,"",5,0,169,"5-9","Iowa St.","11/28/1961","3",0,""
"60",46,"Dennis Woodberry",27,"",12,0,183,"5-10","Southern Arkansas","4/22/1961","2",1,"Atlanta Falcons / 3rd / 63rd pick / 1984 Supp"
"61",NA,"Team Total",27,"",16,NA,228.3,"6-1.6","","","3.9",NA,""
