"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",79,"Coy Bacon",39,"de",3,3,270,"6-4","Jackson St.","8/30/1942","13",1,""
"2",53,"Jeff Bostic",23,"C",16,16,268,"6-2","Clemson","9/18/1958","1",9,""
"3",69,"Perry Brooks",27,"RDT",15,12,264,"6-3","Southern","12/4/1954","3",6,"New England Patriots / 7th / 202nd pick / 1976"
"4",28,"Trent Bryant",22,"",4,0,180,"5-10","Arkansas","8/14/1959","Rook",0,"Baltimore Colts / 10th / 259th pick / 1981"
"5",65,"Dave Butz",31,"LDT",16,16,291,"6-7","Purdue","6/23/1950","8",7,"St. Louis Cardinals / 1st / 5th pick / 1973"
"6",82,"Rich Caster",33,"te",3,1,228,"6-5","Jackson St.","10/16/1948","11",1,"New York Jets / 2nd / 46th pick / 1970"
"7",35,"Rickey Claitt",24,"",13,0,206,"5-10","Bethune-Cookman","4/12/1957","1",0,""
"8",75,"Mike Clark",22,"",5,0,253,"6-4","Florida","3/30/1959","Rook",0,"Los Angeles Rams / 7th / 190th pick / 1981"
"9",51,"Monte Coleman",24,"LLB",12,11,242,"6-2","Central Arkansas","11/4/1957","2",6,"Washington Redskins / 11th / 289th pick / 1979"
"10",10,"Mike Connell",25,"P",16,0,200,"6-1","Cincinnati","3/15/1956","3",2,"San Francisco 49ers / 10th / 260th pick / 1978"
"11",28,"Cris Crissy",22,"",1,0,195,"5-11","Princeton","2/3/1959","Rook",0,"New England Patriots / 12th / 323rd pick / 1981"
"12",54,"Pete Cronan",26,"lb",10,2,238,"6-2","Boston Col.","1/13/1955","4",1,"Seattle Seahawks / 2nd / 51st pick / 1977"
"13",59,"Brad Dusek",31,"LLB",10,9,220,"6-2","Texas A&M","12/13/1950","7",4,"New England Patriots / 3rd / 56th pick / 1973"
"14",12,"Tom Flick",23,"",6,0,190,"6-2","Washington","8/30/1958","Rook",0,"Washington Redskins / 4th / 90th pick / 1981"
"15",89,"Alvin Garrett",25,"",4,0,178,"5-7","Angelo State (TX)","10/1/1956","1",0,"San Diego Chargers / 9th / 237th pick / 1979"
"16",30,"Nick Giaquinto",26,"",6,0,205,"5-11","Bridgeport,Connecticut","4/4/1955","1",1,""
"17",58,"Dave Graf",28,"",6,0,215,"6-2","Penn St.","8/5/1953","6",0,"Cleveland Browns / 17th / 421st pick / 1975"
"18",77,"Darryl Grant",22,"",15,0,269,"6-1","Rice","11/22/1959","Rook",1,"Washington Redskins / 9th / 231st pick / 1981"
"19",68,"Russ Grimm",22,"LG",14,13,273,"6-3","Pittsburgh","5/2/1959","Rook",7,"Washington Redskins / 3rd / 69th pick / 1981"
"20",38,"Clarence Harmon",26,"",5,0,204,"5-11","Mississippi St.","11/30/1955","4",1,""
"21",78,"Dallas Hickman",29,"",10,0,238,"6-6","California","2/16/1952","5",1,"Washington Redskins / 9th / 228th pick / 1975"
"22",40,"Wilbur Jackson",30,"rb",5,2,215,"6-1","Alabama","11/19/1951","7",2,"San Francisco 49ers / 1st / 9th pick / 1974"
"23",66,"Joe Jacoby",22,"LT",14,13,305,"6-7","Louisville","7/6/1959","Rook",7,""
"24",61,"Melvin Jones",27,"RG",11,10,260,"6-2","Houston","2/27/1954","Rook",6,"Washington Redskins / 7th / 187th pick / 1980"
"25",22,"Curtis Jordan",27,"",2,0,200,"6-2","Texas Tech","1/25/1954","5",0,"Tampa Bay Buccaneers / 6th / 158th pick / 1976"
"26",55,"Mel Kaufman",23,"rlb",11,6,221,"6-2","Cal Poly-San Luis Obispo","2/24/1958","Rook",4,""
"27",20,"Joe Lavender",32,"RCB",16,16,190,"6-4","San Diego St.","2/10/1949","8",8,"Philadelphia Eagles / 12th / 288th pick / 1973"
"28",71,"Karl Lorch",31,"LDE",16,10,258,"6-3","USC","6/14/1950","5",5,"Miami Dolphins / 9th / 234th pick / 1973"
"29",56,"Quentin Lowry",24,"",9,0,232,"6-2","Youngstown St.","11/11/1957","Rook",1,"Dallas Cowboys / 12th / 329th pick / 1979"
"30",72,"Dexter Manley",23,"RDE",16,9,253,"6-3","Oklahoma St.","2/2/1958","Rook",4,"Washington Redskins / 5th / 119th pick / 1981"
"31",73,"Mark May",22,"LT",16,8,295,"6-6","Pittsburgh","11/2/1959","Rook",5,"Washington Redskins / 1st / 20th pick / 1981"
"32",84,"Greg McCrary",29,"",5,0,233,"6-1","Clark (GA)","3/24/1952","6",0,"Atlanta Falcons / 5th / 123rd pick / 1975"
"33",46,"LeCharls McDaniel",23,"",6,0,183,"5-9","Cal Poly-San Luis Obispo","10/15/1958","Rook",0,""
"34",76,"Mat Mendenhall",24,"LDE",14,11,254,"6-6","BYU","5/14/1957","Rook",6,"Washington Redskins / 2nd / 55th pick / 1980"
"35",26,"Terry Metcalf",30,"rb",16,2,185,"5-10","Long Beach St.","9/24/1951","8",6,"St. Louis Cardinals / 3rd / 63rd pick / 1973"
"36",57,"Rich Milot",24,"rlb",11,6,234,"6-4","Penn St.","5/28/1957","2",3,"Washington Redskins / 7th / 182nd pick / 1979"
"37",81,"Art Monk",24,"WR",16,16,210,"6-3","Syracuse","12/5/1957","1",8,"Washington Redskins / 1st / 18th pick / 1980"
"38",3,"Mark Moseley",33,"K",16,0,202,"5-11","Texas A&M,S.F. Austin","3/12/1948","11",2,"Philadelphia Eagles / 14th / 346th pick / 1970"
"39",29,"Mark Murphy",26,"FS",16,16,210,"6-4","Colgate","7/13/1955","4",9,""
"40",21,"Mike Nelms*",26,"KR",16,0,188,"6-1","Sam Houston St.,Baylor","4/8/1955","1",2,"Buffalo Bills / 7th / 170th pick / 1977"
"41",79,"Pat Ogrin",23,"",5,0,265,"6-5","Wyoming","2/10/1958","Rook",0,""
"42",52,"Neal Olkewicz",24,"MLB",14,14,230,"6-0","Maryland","1/30/1957","2",7,""
"43",24,"Lemar Parrish",34,"LCB",12,8,185,"5-11","Lincoln (MO)","12/13/1947","11",4,"Cincinnati Bengals / 7th / 163rd pick / 1970"
"44",23,"Tony Peters",28,"SS",16,16,187,"6-1","Oklahoma","4/28/1953","6",8,"Cleveland Browns / 4th / 82nd pick / 1975"
"45",91,"Bob Raba",26,"",8,0,222,"6-1","Maryland","4/23/1955","4",0,""
"46",44,"John Riggins",32,"rb",15,4,230,"6-2","Kansas","8/4/1949","10",5,"New York Jets / 1st / 6th pick / 1971"
"47",64,"Ron Saul",33,"rg",10,7,255,"6-2","Michigan St.","2/5/1948","11",4,"Houston Oilers / 5th / 110th pick / 1970"
"48",76,"Jerry Scanlan",24,"",3,0,270,"6-5","Hawaii","1/4/1957","1",0,""
"49",80,"Virgil Seay",23,"WR",16,7,175,"5-8","Troy","1/1/1958","Rook",4,"Denver Broncos / 10th / 270th pick / 1980"
"50",74,"George Starke",33,"RT",14,13,260,"6-5","Columbia","7/18/1948","8",7,"Washington Redskins / 11th / 272nd pick / 1971"
"51",7,"Joe Theismann",32,"QB",16,16,192,"6-0","Notre Dame","9/9/1949","7",12,"Miami Dolphins / 4th / 99th pick / 1971"
"52",83,"Ricky Thompson",27,"wr",16,5,176,"6-0","Baylor","5/15/1954","5",4,"Baltimore Colts / 8th / 228th pick / 1976"
"53",54,"Kevin Turner",23,"",4,0,223,"6-2","Pacific","2/5/1958","1",0,""
"54",88,"Rick Walker",26,"TE",16,14,235,"6-4","UCLA","5/28/1955","4",1,"Cincinnati Bengals / 4th / 85th pick / 1977"
"55",85,"Don Warren",25,"TE",16,16,242,"6-4","San Diego St.","5/5/1956","2",3,"Washington Redskins / 4th / 103rd pick / 1979"
"56",25,"Joe Washington",28,"RB",14,13,179,"5-10","Oklahoma","9/24/1953","4",11,"San Diego Chargers / 1st / 4th pick / 1976"
"57",58,"Charlie Weaver",32,"",5,0,220,"6-2","USC","7/12/1949","10",0,"Detroit Lions / 2nd / 48th pick / 1971"
"58",45,"Jeris White",29,"LCB",16,8,188,"5-9","Hawaii","9/3/1952","7",4,"Miami Dolphins / 2nd / 52nd pick / 1974"
"59",39,"Otis Wonsley",24,"",15,0,214,"5-10","Alcorn St.","8/13/1957","Rook",0,"New York Giants / 9th / 229th pick / 1980"
"60",99,"Wilbur Young",32,"de",7,3,285,"6-6","William Penn","4/20/1949","10",2,"Kansas City Chiefs / 2nd / 39th pick / 1971"
"61",NA,"Team Total",26.8,"",16,NA,226.5,"6-1.8","","","3.9",NA,""
