"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",29,"Joseph Addai",23,"",16,0,210,"5-11","LSU","5/3/1983","Rook",15,"Indianapolis Colts / 1st / 30th pick / 2006"
"2",41,"Antoine Bethea",22,"SS",14,14,203,"5-11","Howard","7/27/1984","Rook",5,"Indianapolis Colts / 6th / 207th pick / 2006"
"3",50,"Rocky Boiman",26,"lb",16,1,236,"6-4","Notre Dame","1/24/1980","4",1,"Tennessee Titans / 4th / 133rd pick / 2002"
"4",58,"Gary Brackett",26,"MLB",14,14,235,"5-11","Rutgers","5/23/1980","3",5,""
"5",79,"Raheem Brock",28,"RDT",16,16,274,"6-4","Temple","6/10/1978","4",6,"Philadelphia Eagles / 7th / 238th pick / 2002"
"6",35,"Ran Carthon",25,"",3,0,218,"6-0","Florida","2/10/1981","1",0,""
"7",44,"Dallas Clark",27,"TE",12,12,257,"6-3","Iowa","6/12/1979","3",5,"Indianapolis Colts / 1st / 24th pick / 2003"
"8",42,"Jason David",24,"RCB",16,16,165,"5-8","Washington St.","6/12/1982","2",6,"Indianapolis Colts / 4th / 125th pick / 2004"
"9",71,"Ryan Diem",27,"RT",15,15,331,"6-6","Northern Illinois","7/1/1979","5",10,"Indianapolis Colts / 4th / 118th pick / 2001"
"10",30,"De Dorsey",22,"",13,0,193,"6-0","Lindenwood","8/1/1984","Rook",0,""
"11",20,"Mike Doss",25,"ss",6,4,207,"5-10","Ohio St.","3/24/1981","3",2,"Indianapolis Colts / 2nd / 58th pick / 2003"
"12",76,"Daniel Federkeil",23,"",2,0,290,"6-6","Calgary","11/9/1983","Rook",0,""
"13",81,"Bryan Fletcher",27,"rb",15,3,238,"6-5","UCLA","3/23/1979","1",3,"Chicago Bears / 6th / 210th pick / 2002"
"14",93,"Dwight Freeney",26,"DE",16,16,268,"6-1","Syracuse","2/19/1980","4",5,"Indianapolis Colts / 1st / 11th pick / 2002"
"15",57,"Dylan Gandy",24,"LG",16,11,300,"6-3","Texas Tech","3/8/1982","1",8,"Indianapolis Colts / 4th / 129th pick / 2005"
"16",51,"Gilbert Gardner",24,"LB",15,12,228,"6-1","Purdue","5/9/1982","2",4,"Indianapolis Colts / 3rd / 69th pick / 2004"
"17",43,"Matt Giordano",24,"fs",12,1,194,"5-11","California","10/16/1982","1",1,"Indianapolis Colts / 4th / 135th pick / 2005"
"18",78,"Tarik Glenn*",30,"LT",16,16,332,"6-5","California","5/25/1976","9",14,"Indianapolis Colts / 1st / 19th pick / 1997"
"19",7,"Martin Gramatica",31,"",3,0,170,"5-8","Kansas St.","11/27/1975","7",0,"Tampa Bay Buccaneers / 3rd / 80th pick / 1999"
"20",56,"Tyjuan Hagler",25,"",9,0,236,"6-0","Cincinnati","12/3/1981","Rook",0,"Indianapolis Colts / 5th / 173rd pick / 2005"
"21",25,"Nick Harper",32,"LCB",15,15,182,"5-10","Fort Valley St.","9/10/1974","5",6,""
"22",88,"Marvin Harrison*+",34,"WR",16,16,175,"6-0","Syracuse","8/25/1972","10",17,"Indianapolis Colts / 1st / 19th pick / 1996"
"23",26,"Kelvin Hayden",23,"lcb",15,1,198,"5-10","Illinois","7/23/1983","1",2,"Indianapolis Colts / 2nd / 60th pick / 2005"
"24",28,"Marlin Jackson",23,"fs",14,8,196,"6-0","Michigan","6/30/1983","1",3,"Indianapolis Colts / 1st / 29th pick / 2005"
"25",27,"Tim Jennings",23,"",11,0,186,"5-8","Georgia","12/24/1983","Rook",1,"Indianapolis Colts / 2nd / 62nd pick / 2006"
"26",74,"Charlie Johnson",22,"rt",16,1,302,"6-3","Oklahoma St.","5/2/1984","Rook",2,"Indianapolis Colts / 6th / 199th pick / 2006"
"27",59,"Cato June",27,"LB",16,16,227,"6-0","Michigan","11/18/1979","3",7,"Indianapolis Colts / 6th / 198th pick / 2003"
"28",54,"Freddy Keiaho",24,"",14,0,224,"5-11","San Diego St.","12/18/1982","Rook",1,"Indianapolis Colts / 3rd / 94th pick / 2006"
"29",92,"Dan Klecko",25,"",10,0,275,"5-11","Temple","1/12/1981","3",1,"New England Patriots / 4th / 117th pick / 2003"
"30",99,"Ryan LaCasse",23,"",12,0,257,"6-2","Syracuse","2/6/1983","Rook",1,"Baltimore Ravens / 7th / 219th pick / 2006"
"31",65,"Ryan Lilja",25,"lg",11,5,285,"6-2","Kansas St.","10/15/1981","2",4,""
"32",18,"Peyton Manning*",30,"QB",16,16,230,"6-5","Tennessee","3/24/1976","8",20,"Indianapolis Colts / 1st / 1st pick / 1998"
"33",98,"Robert Mathis",25,"DE",16,16,235,"6-2","Alabama A&M","2/26/1981","3",7,"Indianapolis Colts / 5th / 138th pick / 2003"
"34",92,"Anthony McFarland",29,"LDT",11,11,300,"6-0","LSU","12/18/1977","7",4,"Tampa Bay Buccaneers / 1st / 15th pick / 1999"
"35",85,"Aaron Moorehead",26,"",12,0,200,"6-3","Illinois","11/5/1980","3",1,""
"36",94,"Rob Morris",31,"lb",15,5,243,"6-2","BYU","1/18/1975","6",2,"Indianapolis Colts / 1st / 28th pick / 2000"
"37",53,"Keith O'Neil",26,"",10,0,230,"6-0","Northern Arizona","8/26/1980","3",1,""
"38",11,"Ricky Proehl",38,"wr",2,1,190,"6-0","Wake Forest","3/7/1968","16",0,"Phoenix Cardinals / 3rd / 58th pick / 1990"
"39",90,"Montae Reagor",29,"ldt",5,5,285,"6-3","Texas Tech","6/29/1977","7",2,"Denver Broncos / 2nd / 58th pick / 1999"
"40",95,"Darrell Reid",24,"",15,0,288,"6-2","Minnesota","6/20/1982","1",1,""
"41",36,"Dexter Reid",25,"ss",10,1,200,"5-11","North Carolina","3/18/1981","2",1,"New England Patriots / 4th / 113th pick / 2004"
"42",33,"Dominic Rhodes",27,"RB",16,16,203,"5-9","Midwestern St.","1/17/1979","5",9,""
"43",34,"T.J. Rushing",23,"",6,0,175,"5-10","Stanford","6/8/1983","Rook",0,"Indianapolis Colts / 7th / 238th pick / 2006"
"44",21,"Bob Sanders",25,"fs",4,4,200,"5-8","Iowa","2/24/1981","2",2,"Indianapolis Colts / 2nd / 44th pick / 2004"
"45",63,"Jeff Saturday*",31,"C",16,16,292,"6-2","North Carolina","6/18/1975","7",17,""
"46",64,"Bo Schobel",25,"",14,0,268,"6-5","TCU","3/24/1981","2",1,"Tennessee Titans / 4th / 103rd pick / 2004"
"47",73,"Jake Scott",25,"RG",16,16,283,"6-5","Idaho","4/16/1981","2",11,"Indianapolis Colts / 5th / 141st pick / 2004"
"48",17,"Hunter Smith",29,"",16,0,209,"6-2","Notre Dame","8/9/1977","7",2,"Indianapolis Colts / 7th / 210th pick / 1999"
"49",48,"Justin Snow",30,"",16,0,240,"6-3","Baylor","12/21/1976","6",0,""
"50",12,"Jim Sorgi",26,"",1,0,196,"6-5","Wisconsin","12/3/1980","2",0,"Indianapolis Colts / 6th / 193rd pick / 2004"
"51",83,"Brandon Stokley",30,"wr",4,1,197,"5-11","La-Lafayette","6/23/1976","7",1,"Baltimore Ravens / 4th / 105th pick / 1999"
"52",91,"Josh Thomas",25,"",14,0,271,"6-5","Syracuse","6/26/1981","2",1,""
"53",69,"Matt Ulrich",25,"",5,0,309,"6-2","Northwestern","12/30/1981","1",1,""
