"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",50,"Mike Arthur",28,"",5,0,280,"6-3","Texas A&M","5/7/1968","5",1,"Cincinnati Bengals / 5th / 130th pick / 1991"
"2",82,"Don Beebe",32,"wr",16,6,185,"5-11","West. Illinois,Aurora,Chadron St.","12/18/1964","7",9,"Buffalo Bills / 3rd / 82nd pick / 1989"
"3",34,"Edgar Bennett",27,"RB",16,15,217,"6-0","Florida St.","2/15/1969","4",10,"Green Bay Packers / 4th / 103rd pick / 1992"
"4",22,"Bucky Brooks",25,"",2,0,192,"6-0","North Carolina","1/22/1971","2",0,"Buffalo Bills / 2nd / 48th pick / 1994"
"5",87,"Robert Brooks",26,"WR",7,7,177,"6-0","South Carolina","6/23/1970","4",4,"Green Bay Packers / 3rd / 62nd pick / 1992"
"6",68,"Gary Brown",25,"lt",8,5,307,"6-4","Georgia Tech","6/25/1971","2",3,"Pittsburgh Steelers / 5th / 148th pick / 1994"
"7",93,"Gilbert Brown",25,"LDT",16,16,340,"6-2","Kansas","2/22/1971","3",8,"Minnesota Vikings / 3rd / 79th pick / 1993"
"8",36,"LeRoy Butler*+",28,"SS",16,16,197,"6-0","Florida St.","7/19/1968","6",18,"Green Bay Packers / 2nd / 48th pick / 1990"
"9",89,"Mark Chmura",27,"TE",13,13,248,"6-5","Boston Col.","2/22/1969","3",4,"Green Bay Packers / 6th / 157th pick / 1992"
"10",91,"Shannon Clavelle",23,"",8,0,287,"6-2","Colorado","10/12/1973","1",1,"Buffalo Bills / 6th / 185th pick / 1995"
"11",54,"Ron Cox",28,"lb",16,1,235,"6-2","Fresno St.","3/29/1968","6",2,"Chicago Bears / 2nd / 33rd pick / 1990"
"12",67,"Jeff Dellenbach",33,"",3,0,290,"6-6","Wisconsin","2/14/1963","11",0,"Miami Dolphins / 4th / 111th pick / 1985"
"13",72,"Earl Dotson",26,"RT",15,15,315,"6-4","Texas A&M-Kingsville","12/17/1970","3",9,"Green Bay Packers / 3rd / 81st pick / 1993"
"14",71,"Santana Dotson",27,"RDT",16,15,278,"6-5","Baylor","12/19/1969","4",10,"Tampa Bay Buccaneers / 5th / 132nd pick / 1992"
"15",42,"Corey Dowden",28,"",9,0,190,"5-11","Tulane","10/18/1968","Rook",1,""
