"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",46,"Alfred Anderson",29,"FB",11,6,219,"6-1","Baylor","8/4/1961","6",2,"Minnesota Vikings / 3rd / 67th pick / 1984"
"2",54,"Walker Lee Ashley",30,"",4,0,234,"6-0","Penn St.","7/28/1960","7",0,"Minnesota Vikings / 3rd / 73rd pick / 1983"
"3",50,"Ray Berry",27,"lb",16,3,227,"6-2","Baylor","10/28/1963","3",2,"Minnesota Vikings / 2nd / 44th pick / 1987"
"4",68,"Paul Blair",27,"",2,0,295,"6-4","Oklahoma St.","8/3/1963","4",0,"Chicago Bears / 4th / 110th pick / 1986"
"5",53,"David Braxton",25,"",1,0,240,"6-2","Wake Forest","5/25/1965","1",0,"Minnesota Vikings / 2nd / 52nd pick / 1989"
"6",44,"Michael Brim",24,"db",16,3,192,"6-0","Virginia Union","1/23/1966","2",2,"Phoenix Cardinals / 4th / 95th pick / 1988"
"7",47,"Joey Browner*+",30,"SS",16,16,221,"6-2","USC","5/15/1960","7",13,"Minnesota Vikings / 1st / 19th pick / 1983"
"8",81,"Anthony Carter",30,"WR",15,14,168,"5-11","Michigan","9/17/1960","5",9,"Miami Dolphins / 12th / 334th pick / 1983"
"9",80,"Cris Carter",25,"wr",16,5,202,"6-3","Ohio St.","11/25/1965","3",4,"Philadelphia Eagles / 4th / 3rd pick / 1987 Supp"
"10",33,"Jessie Clark",30,"rb",5,3,231,"6-0","Arkansas,Louisiana Tech","1/3/1960","7",0,"Green Bay Packers / 7th / 188th pick / 1983"
"11",71,"Ken Clarke",34,"RDT",12,10,268,"6-2","Syracuse","8/28/1956","12",5,""
"12",56,"Chris Doleman*",29,"RDE",16,16,289,"6-5","Pittsburgh","10/16/1961","5",11,"Minnesota Vikings / 1st / 4th pick / 1985"
"13",42,"D.J. Dozier",25,"rb",6,1,200,"6-0","Penn St.","9/21/1965","3",0,"Minnesota Vikings / 1st / 14th pick / 1987"
"14",59,"Mark Dusbabek",26,"LLB",14,11,232,"6-3","Minnesota","6/23/1964","1",5,"Houston Oilers / 4th / 105th pick / 1987"
"15",24,"Pat Eilers",24,"",8,0,197,"5-11","Yale,Notre Dame","9/3/1966","Rook",1,""
"16",91,"Willie Fears",26,"",2,0,278,"6-3","NW State (LA)","6/4/1964","3",0,""
"17",31,"Rick Fenney",26,"fb",12,5,235,"6-1","Washington","12/7/1964","3",3,"Minnesota Vikings / 8th / 211th pick / 1987"
"18",62,"Chris Foote",34,"c",16,3,256,"6-3","USC","12/2/1956","10",2,"Baltimore Colts / 6th / 144th pick / 1980"
"19",29,"Darrell Fullington",26,"FS",16,11,197,"6-1","Miami (FL)","4/17/1964","2",5,"Minnesota Vikings / 5th / 124th pick / 1988"
"20",6,"Jim Gallery",29,"",2,0,190,"6-1","Minnesota","9/15/1961","3",0,"Tampa Bay Buccaneers / 10th / 254th pick / 1984"
"21",16,"Rich Gannon",25,"QB",14,12,210,"6-3","Delaware","12/20/1965","3",8,"New England Patriots / 4th / 98th pick / 1987"
"22",74,"Brian Habib",26,"",16,0,299,"6-7","Washington","12/2/1964","1",1,"Minnesota Vikings / 10th / 264th pick / 1988"
"23",25,"Alonzo Hampton",23,"",10,0,191,"5-10","Pittsburgh","1/19/1967","Rook",1,"Minnesota Vikings / 4th / 104th pick / 1990"
"24",89,"Ira Hillary",28,"",3,0,190,"5-10","South Carolina","11/13/1962","3",0,"Kansas City Chiefs / 8th / 210th pick / 1985"
"25",72,"Dave Huffman",33,"",1,0,280,"6-6","Notre Dame","4/4/1957","11",0,"Minnesota Vikings / 2nd / 43rd pick / 1979"
"26",4,"Donald Igwebuike",30,"K",8,0,181,"5-9","Clemson","12/27/1960","5",3,"Tampa Bay Buccaneers / 10th / 260th pick / 1985"
"27",76,"Tim Irwin",32,"RT",16,16,300,"6-7","Tennessee","12/13/1958","9",7,"Minnesota Vikings / 3rd / 74th pick / 1981"
"28",22,"Ken Johnson",24,"",4,0,203,"6-2","Florida A&M","9/14/1966","1",0,""
"29",84,"Hassan Jones",26,"WR",15,10,198,"6-0","Florida St.","7/2/1964","4",7,"Minnesota Vikings / 5th / 120th pick / 1986"
"30",82,"Mike Jones",24,"",11,0,255,"6-3","Michigan,Texas A&M","11/10/1966","Rook",0,"Minnesota Vikings / 3rd / 54th pick / 1990"
"31",83,"Steve Jordan*",29,"TE",16,16,236,"6-3","Brown","1/10/1961","8",6,"Minnesota Vikings / 7th / 179th pick / 1982"
"32",69,"Todd Kalis",25,"RG",15,14,296,"6-6","Arizona St.","5/10/1965","2",6,"Minnesota Vikings / 4th / 108th pick / 1988"
"33",52,"William Kirksey",24,"",9,0,221,"6-2","Southern Miss","1/29/1966","Rook",1,""
"34",39,"Carl Lee*",29,"LCB",16,16,185,"5-11","Marshall","2/6/1961","7",9,"Minnesota Vikings / 7th / 186th pick / 1983"
"35",87,"Leo Lewis",34,"PR",11,0,170,"5-8","Missouri","9/17/1956","9",0,""
"36",63,"Kirk Lowdermilk",27,"C",15,13,269,"6-3","Ohio St.","4/10/1963","5",6,"Minnesota Vikings / 3rd / 59th pick / 1985"
"37",64,"Randall McDaniel*+",26,"LG",16,16,276,"6-3","Arizona St.","12/19/1964","2",13,"Minnesota Vikings / 1st / 19th pick / 1988"
"38",26,"Audray McMillian",28,"db",15,2,190,"5-11","Houston","8/13/1962","5",2,"New England Patriots / 3rd / 84th pick / 1985"
"39",57,"Mike Merriweather",30,"RLB",16,16,230,"6-2","Pacific","11/26/1960","8",10,"Pittsburgh Steelers / 3rd / 70th pick / 1982"
"40",75,"Keith Millard",28,"dt",4,4,260,"6-6","Washington St.","3/18/1962","5",2,"Minnesota Vikings / 1st / 13th pick / 1984"
"41",48,"Najee Mustafaa",26,"RCB",16,16,190,"6-1","Georgia Tech","6/20/1964","3",6,"Minnesota Vikings / 4th / 100th pick / 1987"
"42",53,"Richard Newbill",22,"",2,0,240,"6-1","Miami (FL)","2/8/1968","Rook",0,"Houston Oilers / 5th / 126th pick / 1990"
"43",18,"Harry Newsome",27,"P",16,0,192,"6-0","Wake Forest","1/25/1963","5",3,"Pittsburgh Steelers / 8th / 214th pick / 1985"
"44",99,"Al Noga",25,"LDE",16,16,265,"6-1","Hawaii","9/16/1965","2",9,"Minnesota Vikings / 3rd / 71st pick / 1988"
"45",85,"Brent Novoselsky",24,"te",16,3,232,"6-2","Pennsylvania","1/8/1966","2",0,""
"46",93,"John Randle",23,"",16,0,290,"6-1","Texas A&M-Kingsville","12/12/1967","Rook",1,""
"47",7,"Fuad Reveiz",27,"",9,0,225,"5-11","Tennessee","2/24/1963","5",2,"Miami Dolphins / 7th / 195th pick / 1985"
"48",36,"Allen Rice",28,"",15,0,203,"5-10","Baylor","4/5/1962","6",1,"Minnesota Vikings / 5th / 140th pick / 1984"
"49",60,"Adam Schreiber",28,"",16,0,290,"6-4","Texas","2/20/1962","6",1,"Seattle Seahawks / 9th / 243rd pick / 1984"
"50",30,"Cedric Smith",22,"fb",15,1,238,"5-11","Florida","5/27/1968","Rook",0,"Minnesota Vikings / 5th / 131st pick / 1990"
"51",27,"Ken Stills",27,"db",12,3,185,"5-10","Wisconsin","9/6/1963","5",2,"Green Bay Packers / 8th / 209th pick / 1985"
"52",94,"Thomas Strauthers",29,"de",13,2,262,"6-4","Jackson St.","4/6/1961","7",2,"Philadelphia Eagles / 10th / 258th pick / 1983"
"53",55,"Scott Studwell",36,"MLB",15,15,228,"6-2","Illinois","8/27/1954","13",7,"Minnesota Vikings / 9th / 250th pick / 1977"
"54",97,"Henry Thomas",25,"LDT",16,16,277,"6-2","LSU","1/12/1965","3",8,"Minnesota Vikings / 3rd / 72nd pick / 1987"
"55",34,"Herschel Walker",28,"KR",16,16,225,"6-1","Georgia","3/3/1962","4",8,"Dallas Cowboys / 5th / 114th pick / 1985"
"56",58,"Jimmy Williams",30,"",4,0,228,"6-3","Nebraska","11/15/1960","8",0,"Detroit Lions / 1st / 15th pick / 1982"
"57",11,"Wade Wilson",31,"qb",6,4,210,"6-3","Texas A&M-Commerce","2/1/1959","9",4,"Minnesota Vikings / 8th / 210th pick / 1981"
"58",73,"Craig Wolfley",32,"g",8,2,265,"6-1","Syracuse","5/19/1958","10",1,"Pittsburgh Steelers / 5th / 138th pick / 1980"
"59",65,"Gary Zimmerman",29,"LT",16,16,294,"6-6","Oregon","12/13/1961","4",7,"New York Giants / 1st / 3rd pick / 1984 Supp"
"60",NA,"Team Total",27.6,"",16,NA,233.1,"6-1.6","","","4.5",NA,""
