"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",95,"Sam Adams*",31,"LDT",16,16,350,"6-3","Texas A&M","6/13/1973","10",11,"Seattle Seahawks / 1st / 8th pick / 1994"
"2",89,"Sam Aiken",24,"",16,0,204,"6-2","North Carolina","12/14/1980","1",2,"Buffalo Bills / 4th / 127th pick / 2003"
"3",69,"Tim Anderson",24,"",3,0,308,"6-4","Ohio St.","11/22/1980","Rook",0,"Buffalo Bills / 3rd / 74th pick / 2004"
"4",26,"Rashad Baker",22,"fs",14,3,198,"5-10","Tennessee","2/22/1982","Rook",2,""
"5",97,"Justin Bannan",25,"",10,0,305,"6-3","Colorado","4/18/1979","2",1,"Buffalo Bills / 5th / 139th pick / 2002"
"6",86,"Bradford Banta",34,"",3,0,253,"6-6","USC","12/14/1970","10",0,"Indianapolis Colts / 4th / 106th pick / 1994"
"7",11,"Drew Bledsoe",32,"QB",16,16,238,"6-5","Washington St.","2/14/1972","11",10,"New England Patriots / 1st / 1st pick / 1993"
"8",35,"Joe Burns",25,"",16,0,215,"5-9","Georgia Tech","9/15/1979","2",1,""
"9",84,"Mark Campbell",29,"TE",12,12,255,"6-6","Michigan","12/6/1975","5",2,""
"10",22,"Nate Clements*",25,"RCB",16,16,209,"6-0","Ohio St.","12/12/1979","3",12,"Buffalo Bills / 1st / 21st pick / 2001"
"11",55,"Angelo Crowell",23,"",16,0,235,"6-1","Virginia","8/16/1981","1",1,"Buffalo Bills / 3rd / 94th pick / 2003"
"12",92,"Ryan Denney",27,"de",16,5,275,"6-7","BYU","6/15/1977","2",4,"Buffalo Bills / 2nd / 61st pick / 2002"
"13",54,"Jon Dorenbos",24,"",13,0,250,"6-0","Texas-El Paso","7/21/1980","1",1,""
"14",98,"Ron Edwards",25,"dt",16,2,320,"6-3","Texas A&M","7/12/1979","3",3,"Buffalo Bills / 3rd / 76th pick / 2001"
"15",87,"Tim Euhus",24,"te",12,5,247,"6-5","Oregon St.","10/2/1980","Rook",1,"Buffalo Bills / 4th / 109th pick / 2004"
"16",83,"Lee Evans",23,"WR",16,11,202,"5-10","Wisconsin","3/11/1981","Rook",9,"Buffalo Bills / 1st / 13th pick / 2004"
"17",59,"London Fletcher",29,"MLB",16,16,245,"5-10","John Carroll","5/19/1975","6",9,""
"18",37,"Jabari Greer",22,"cb",12,1,169,"5-11","Tennessee","2/11/1982","Rook",1,""
"19",86,"Drew Haddad",26,"",1,0,187,"5-11","Buffalo","8/15/1978","2",0,"Buffalo Bills / 7th / 233rd pick / 2000"
"20",53,"Mario Haggan",24,"",16,0,248,"6-3","Mississippi St.","3/3/1980","1",2,"Buffalo Bills / 7th / 228th pick / 2003"
"21",20,"Travis Henry",26,"rb",10,5,215,"5-9","Tennessee","10/29/1978","3",3,"Buffalo Bills / 2nd / 58th pick / 2001"
"22",75,"Jonas Jennings",27,"LT",14,14,325,"6-3","Georgia","11/21/1977","3",7,"Buffalo Bills / 3rd / 95th pick / 2001"
"23",90,"Chris Kelsay",25,"DE",16,10,275,"6-4","Nebraska","10/31/1979","1",6,"Buffalo Bills / 2nd / 48th pick / 2003"
"24",9,"Rian Lindell",27,"",16,0,235,"6-3","Washington St.","1/20/1977","4",3,""
"25",7,"J.P. Losman",23,"",4,0,220,"6-3","UCLA,Tulane","3/12/1981","Rook",0,"Buffalo Bills / 1st / 22nd pick / 2004"
"26",6,"Shane Matthews",34,"",3,0,196,"6-3","Florida","6/1/1970","8",0,""
"27",79,"Dylan McFarland",24,"",2,0,290,"6-5","Montana","7/11/1980","Rook",0,"Buffalo Bills / 7th / 207th pick / 2004"
"28",21,"Willis McGahee",23,"RB",16,11,228,"6-0","Miami (FL)","10/21/1981","Rook",10,"Buffalo Bills / 1st / 23rd pick / 2003"
"29",24,"Terrence McGee*",24,"LCB",16,13,195,"5-9","NW State (LA)","10/14/1980","1",15,"Buffalo Bills / 4th / 111th pick / 2003"
"30",36,"Lawyer Milloy",31,"SS",11,11,210,"6-0","Washington","11/14/1973","8",5,"New England Patriots / 2nd / 36th pick / 1996"
"31",8,"Brian Moorman",28,"",16,0,175,"6-0","Pittsburg St.","2/5/1976","3",3,""
"32",80,"Eric Moulds",31,"WR",16,16,210,"6-2","Mississippi St.","7/17/1973","8",11,"Buffalo Bills / 1st / 24th pick / 1996"
"33",88,"Ryan Neufeld",29,"te",16,5,250,"6-4","UCLA","11/22/1975","5",1,""
"34",71,"Jason Peters",22,"te",5,1,328,"6-4","Arkansas","1/22/1982","Rook",1,""
"35",96,"Jeff Posey",29,"LB",16,15,241,"6-4","Southern Miss","8/14/1975","6",7,""
"36",73,"Marcus Price",32,"lt",14,3,310,"6-4","LSU","3/3/1972","7",2,"Jacksonville Jaguars / 6th / 172nd pick / 1995"
"37",25,"Pierson Prioleau",27,"ss",16,2,188,"5-11","Virginia Tech","8/6/1977","5",2,"San Francisco 49ers / 4th / 110th pick / 1999"
"38",61,"Mike Pucillo",25,"",2,0,311,"6-4","Auburn","7/14/1979","1",0,"Buffalo Bills / 7th / 215th pick / 2002"
"39",82,"Josh Reed",24,"wr",12,1,208,"5-10","LSU","5/1/1980","2",2,"Buffalo Bills / 2nd / 36th pick / 2002"
"40",43,"Izell Reese",30,"FS",9,9,195,"6-2","Ala-Birmingham","5/7/1974","6",3,"Dallas Cowboys / 6th / 188th pick / 1998"
"41",94,"Aaron Schobel",27,"DE",16,16,262,"6-4","TCU","9/1/1977","3",9,"Buffalo Bills / 2nd / 46th pick / 2001"
"42",81,"Bobby Shaw",29,"",4,0,185,"6-1","California","4/23/1975","5",1,"Seattle Seahawks / 6th / 169th pick / 1998"
"43",31,"Daimon Shelton",32,"FB",16,12,262,"6-0","Sacramento St.","9/15/1972","7",1,"Jacksonville Jaguars / 6th / 184th pick / 1997"
"44",19,"Jonathan Smith",23,"",9,0,194,"5-10","Georgia Tech","11/28/1981","Rook",1,"Buffalo Bills / 7th / 214th pick / 2004"
