"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",8,"Troy Aikman",31,"QB",16,16,219,"6-4","Oklahoma,UCLA","11/21/1966","8",10,"Dallas Cowboys / 1st / 1st pick / 1989"
"2",73,"Larry Allen*+",26,"RG",16,16,325,"6-3","Butte JC (CA),Sonoma St.","11/27/1971","3",13,"Dallas Cowboys / 2nd / 46th pick / 1994"
"3",96,"Antonio Anderson",24,"rdt",16,5,311,"6-6","Syracuse","6/4/1973","Rook",4,"Dallas Cowboys / 4th / 101st pick / 1997"
"4",40,"Bill Bates",36,"",16,0,204,"6-1","Tennessee","6/6/1961","14",1,""
"5",91,"Darren Benson",23,"",6,0,308,"6-7","Trinity Valley CC (TX)","8/25/1974","2",1,"Dallas Cowboys / 3rd / 1st pick / 1995 Supp"
"6",86,"Eric Bjornson",26,"TE",14,14,236,"6-4","Washington","12/15/1971","2",4,"Dallas Cowboys / 4th / 110th pick / 1995"
"7",98,"Shante Carver",26,"RDE",16,16,250,"6-5","Arizona St.","2/12/1971","3",8,"Dallas Cowboys / 1st / 23rd pick / 1994"
"8",75,"Tony Casillas",34,"LDT",15,14,278,"6-3","Oklahoma","10/26/1963","11",7,"Atlanta Falcons / 1st / 2nd pick / 1986"
"9",52,"Dexter Coakley",25,"RLB",16,16,236,"5-10","Appalachian St.","10/20/1972","Rook",9,"Dallas Cowboys / 3rd / 65th pick / 1997"
"10",3,"Richie Cunningham+",27,"K",16,0,167,"5-10","La-Lafayette","8/18/1970","Rook",5,""
"11",87,"Billy Davis",25,"",16,0,205,"6-1","Pittsburgh","7/6/1972","2",0,""
"12",35,"Wendell Davis",24,"",15,0,201,"5-10","Oklahoma","6/27/1973","1",1,"Dallas Cowboys / 6th / 207th pick / 1996"
"13",63,"John Flannery",28,"g",16,4,303,"6-4","Syracuse","1/13/1969","6",3,"Houston Oilers / 2nd / 44th pick / 1991"
"14",81,"Scott Galbraith",30,"",16,0,258,"6-2","USC","1/7/1967","7",0,"Cleveland Browns / 7th / 178th pick / 1990"
"15",17,"Jason Garrett",31,"",1,0,200,"6-2","Princeton,Columbia","3/28/1966","4",0,""
"16",56,"Randall Godfrey",24,"LLB",16,16,245,"6-2","Georgia","4/6/1973","1",8,"Dallas Cowboys / 2nd / 49th pick / 1996"
"17",4,"Toby Gowin",22,"P",16,0,167,"5-10","North Texas","3/30/1975","Rook",2,""
"18",54,"Darryl Hardy",29,"",12,0,230,"6-2","Tennessee","11/22/1968","2",1,"Atlanta Falcons / 10th / 270th pick / 1992"
"19",69,"George Hegamin",24,"LT",13,9,331,"6-7","North Carolina St.","2/14/1973","3",4,"Dallas Cowboys / 3rd / 102nd pick / 1994"
"20",70,"Dale Hellestrae",35,"",16,0,282,"6-5","SMU","7/11/1962","12",1,"Buffalo Bills / 4th / 112th pick / 1985"
"21",58,"Nate Hemsley",23,"",2,0,228,"6-0","Syracuse","5/5/1974","Rook",0,""
"22",95,"Chad Hennings",32,"RDT",11,10,287,"6-6","Air Force","10/20/1965","5",6,"Dallas Cowboys / 11th / 290th pick / 1988"
"23",66,"Tony Hutson",23,"g",5,1,315,"6-3","NE State (OK)","3/13/1974","Rook",1,""
"24",88,"Michael Irvin",31,"WR",16,16,207,"6-2","Miami (FL)","3/5/1966","9",10,"Dallas Cowboys / 1st / 11th pick / 1988"
"25",48,"Daryl Johnston",31,"FB",6,6,238,"6-2","Syracuse","2/10/1966","8",1,"Dallas Cowboys / 2nd / 39th pick / 1989"
"26",89,"David LaFleur",23,"te",16,5,272,"6-7","LSU","1/29/1974","Rook",1,"Dallas Cowboys / 1st / 22nd pick / 1997"
"27",78,"Leon Lett",29,"dt",3,3,290,"6-6","Emporia St.","10/12/1968","6",2,"Dallas Cowboys / 7th / 173rd pick / 1991"
"28",31,"Brock Marion",27,"FS",16,16,200,"5-11","Nevada","6/11/1970","4",6,"Dallas Cowboys / 7th / 196th pick / 1993"
"29",23,"Kevin Mathis",23,"db",16,3,185,"5-9","Texas A&M-Commerce","4/29/1974","Rook",2,""
"30",99,"Hurvin McCormack",25,"",13,0,281,"6-5","Indiana","4/6/1972","3",1,""
"31",83,"Anthony Miller",32,"WR",16,16,190,"5-11","San Diego St.,Tennessee","4/15/1965","9",5,"San Diego Chargers / 1st / 15th pick / 1988"
"32",27,"Singor Mobley",25,"",12,0,195,"5-11","Washington St.","10/12/1972","Rook",1,""
"33",61,"Nate Newton",36,"LG",13,13,318,"6-3","Florida A&M","12/20/1961","11",5,""
"34",97,"Kavika Pittman",23,"",15,0,273,"6-6","McNeese St.","10/9/1974","1",1,"Dallas Cowboys / 2nd / 37th pick / 1996"
"35",21,"Deion Sanders*+",30,"PR",13,12,195,"6-1","Florida St.","8/9/1967","8",15,"Atlanta Falcons / 1st / 5th pick / 1989"
"36",77,"Steve Scifres",25,"",6,0,300,"6-3","Wyoming","1/22/1972","Rook",0,"Dallas Cowboys / 3rd / 83rd pick / 1997"
"37",50,"Clay Shiver",25,"C",16,16,283,"6-2","Florida St.","12/7/1972","1",7,"Dallas Cowboys / 3rd / 67th pick / 1996"
"38",22,"Emmitt Smith",28,"RB",16,16,221,"5-9","Florida","5/15/1969","7",9,"Dallas Cowboys / 1st / 17th pick / 1990"
"39",26,"Kevin Smith",27,"LCB",16,16,183,"5-11","Texas A&M","4/7/1970","5",6,"Dallas Cowboys / 1st / 17th pick / 1992"
"40",57,"Vinson Smith",32,"lb",14,3,243,"6-2","East Carolina","7/3/1965","9",2,""
"41",24,"Omar Stoutmire",23,"db",16,2,205,"5-11","Fresno St.","7/9/1974","Rook",2,"Dallas Cowboys / 7th / 224th pick / 1997"
"42",55,"Fred Strickland",31,"MLB",15,14,246,"6-2","Purdue","8/15/1966","9",7,"Los Angeles Rams / 2nd / 47th pick / 1988"
"43",45,"Nicky Sualua",22,"rb",10,1,260,"5-11","Ohio St.","4/16/1975","Rook",0,"Dallas Cowboys / 4th / 129th pick / 1997"
"44",51,"Broderick Thomas",30,"",16,0,250,"6-4","Nebraska","2/20/1967","8",2,"Tampa Bay Buccaneers / 1st / 6th pick / 1989"
"45",92,"Tony Tolbert",30,"LDE",16,16,268,"6-6","Texas-El Paso","12/29/1967","8",8,"Dallas Cowboys / 4th / 85th pick / 1989"
"46",71,"Mark Tuinei",37,"lt",6,6,302,"6-5","UCLA,Hawaii","3/31/1960","14",3,""
"47",34,"Herschel Walker",35,"fb",16,6,225,"6-1","Georgia","3/3/1962","11",1,"Dallas Cowboys / 5th / 114th pick / 1985"
"48",30,"Kenny Wheaton",22,"",2,0,195,"5-10","Oregon","3/8/1975","Rook",0,"Dallas Cowboys / 3rd / 94th pick / 1997"
"49",42,"Charlie Williams",25,"",16,0,204,"6-0","Bowling Green","2/2/1972","2",1,"Dallas Cowboys / 3rd / 92nd pick / 1995"
"50",79,"Erik Williams*",29,"RT",15,15,324,"6-6","Central State (OH)","9/7/1968","6",8,"Dallas Cowboys / 3rd / 70th pick / 1991"
"51",20,"Sherman Williams",24,"",16,0,198,"5-8","Alabama","8/13/1973","2",4,"Dallas Cowboys / 2nd / 46th pick / 1995"
"52",80,"Stepfret Williams",24,"",16,0,170,"6-0","La-Monroe","6/14/1973","1",2,"Dallas Cowboys / 3rd / 94th pick / 1996"
"53",18,"Wade Wilson",38,"",7,0,210,"6-3","Texas A&M-Commerce","2/1/1959","16",0,"Minnesota Vikings / 8th / 210th pick / 1981"
"54",28,"Darren Woodson*",28,"SS",14,14,219,"6-1","Arizona St.","4/25/1969","5",8,"Dallas Cowboys / 2nd / 37th pick / 1992"
"55",NA,"Team Total",27.7,"",16,NA,243.3,"6-2.0","","","4.6",NA,""
