"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",20,"Damien Anderson",23,"rb",10,1,212,"5-11","Northwestern","7/17/1979","Rook",1,""
"2",80,"Mike Banks",23,"",12,0,262,"6-4","Iowa St.","11/5/1979","Rook",0,"Arizona Cardinals / 7th / 223rd pick / 2002"
"3",36,"David Barrett",25,"RCB",14,14,208,"5-10","Arkansas","12/22/1977","2",5,"Arizona Cardinals / 4th / 102nd pick / 2000"
"4",94,"Marcus Bell",23,"rdt",16,4,339,"6-2","Memphis","6/1/1979","1",3,"Arizona Cardinals / 4th / 123rd pick / 2001"
"5",89,"David Boston",24,"WR",8,8,240,"6-2","Ohio St.","8/19/1978","3",4,"Arizona Cardinals / 1st / 8th pick / 1999"
"6",91,"Wendell Bryant",22,"rdt",14,4,303,"6-5","Wisconsin","9/12/1980","Rook",2,"Arizona Cardinals / 1st / 12th pick / 2002"
"7",95,"Tom Burke",26,"",6,0,275,"6-3","Wisconsin","10/12/1976","3",1,"Arizona Cardinals / 3rd / 83rd pick / 1999"
"8",87,"Steve Bush",28,"TE",16,12,280,"6-3","Arizona St.","7/4/1974","5",1,""
"9",65,"Anthony Clement",26,"",1,0,333,"6-8","La-Lafayette","4/10/1976","4",0,"Arizona Cardinals / 2nd / 36th pick / 1998"
"10",75,"Leonard Davis",24,"RT",15,15,375,"6-6","Texas","9/5/1978","1",6,"Arizona Cardinals / 1st / 2nd pick / 2001"
"11",98,"Russell Davis",27,"LDT",16,16,310,"6-4","North Carolina","3/28/1975","3",6,"Chicago Bears / 2nd / 48th pick / 1999"
"12",67,"Chris Dishman",28,"RG",14,14,339,"6-3","Nebraska","2/27/1974","5",5,"Arizona Cardinals / 4th / 106th pick / 1997"
"13",27,"Nijrell Eason",23,"",1,0,205,"6-1","Arizona St.","5/20/1979","Rook",0,""
"14",74,"John Fina",33,"",7,0,300,"6-5","Arizona","3/11/1969","10",0,"Buffalo Bills / 1st / 27th pick / 1992"
"15",52,"Levar Fisher",23,"",7,0,239,"6-1","North Carolina St.","7/2/1979","Rook",1,"Arizona Cardinals / 2nd / 49th pick / 2002"
"16",59,"Rob Fredrickson",31,"LB",10,10,240,"6-4","Michigan St.","5/13/1971","8",4,"Los Angeles Raiders / 1st / 22nd pick / 1994"
"17",86,"Bryan Gilmore",24,"",7,0,200,"6-0","Midwestern St.","7/21/1978","2",0,""
"18",64,"Steven Grace",23,"",1,0,296,"6-3","Arizona","2/13/1979","Rook",0,""
"19",7,"Bill Gramatica",24,"",16,0,189,"5-10","Florida St.,South Florida","7/10/1978","1",3,"Arizona Cardinals / 4th / 98th pick / 2001"
"20",60,"Mike Gruttadauria",30,"C",8,8,280,"6-3","Central Florida","12/6/1972","6",3,""
"21",29,"Quentin Harris",25,"",6,0,214,"6-1","Syracuse","1/26/1977","Rook",0,""
"22",21,"Renaldo Hill",24,"lcb",14,7,194,"5-11","Michigan St.","11/12/1978","1",3,"Arizona Cardinals / 7th / 202nd pick / 2001"
"23",48,"Nathan Hodel",25,"",16,0,249,"6-2","Illinois","11/12/1977","Rook",1,""
"24",84,"Arnold Jackson",25,"",16,0,168,"5-8","Louisville","4/9/1977","1",0,""
"25",82,"MarTay Jenkins",27,"fb",8,1,201,"6-0","Nebraska-Omaha","2/28/1975","3",3,"Dallas Cowboys / 6th / 193rd pick / 1999"
"26",96,"Dennis Johnson",23,"",13,0,269,"6-5","Kentucky","12/4/1979","Rook",1,"Arizona Cardinals / 3rd / 98th pick / 2002"
"27",85,"Freddie Jones",28,"TE",16,16,260,"6-4","North Carolina","9/16/1974","5",3,"San Diego Chargers / 2nd / 45th pick / 1997"
"28",51,"Greg Jones",28,"lb",3,1,238,"6-4","Colorado","5/22/1974","5",0,"Washington Redskins / 2nd / 51st pick / 1997"
"29",26,"Thomas Jones",24,"RB",9,9,220,"5-10","Virginia","8/19/1978","2",4,"Arizona Cardinals / 1st / 7th pick / 2000"
"30",11,"Kevin Kasper",25,"wr",6,4,197,"6-1","Iowa","12/23/1977","1",1,"Denver Broncos / 6th / 190th pick / 2001"
"31",66,"Pete Kendall",29,"LG",12,12,279,"6-5","Boston Col.","7/9/1973","6",5,"Seattle Seahawks / 1st / 21st pick / 1996"
"32",42,"Kwamie Lassiter",33,"FS",16,16,207,"6-0","Kansas","12/3/1969","7",5,""
"33",41,"Justin Lucas",26,"ss",16,4,211,"5-10","Texas A&M,Abilene Christian","7/15/1976","3",3,""
"34",34,"Joel Makovicka",27,"fb",12,1,246,"5-11","Nebraska","10/6/1975","3",1,"Arizona Cardinals / 4th / 116th pick / 1999"
"35",83,"Jason McAddley",23,"WR",9,8,200,"6-2","Alabama","7/28/1979","Rook",3,"Arizona Cardinals / 5th / 149th pick / 2002"
