"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",52,"Brian Allen",26,"",14,0,232,"6-0","Florida St.","4/1/1978","3",1,"St. Louis Rams / 3rd / 83rd pick / 2001"
"2",80,"Eugene Baker",28,"",3,0,183,"6-2","Kent St.","3/18/1976","5",0,"Atlanta Falcons / 5th / 164th pick / 1999"
"3",36,"Brandon Bennett",31,"",8,0,220,"5-11","South Carolina","2/3/1973","6",0,""
"4",28,"Colin Branch",24,"FS",16,15,203,"6-0","Stanford","3/2/1980","1",6,"Carolina Panthers / 4th / 119th pick / 2003"
"5",85,"Jamall Broussard",23,"",8,0,172,"5-9","Texas Tech,San Jose St.","8/19/1981","Rook",0,""
"6",79,"Doug Brzezinski",28,"rg",8,8,305,"6-4","Boston Col.","3/11/1976","5",4,"Philadelphia Eagles / 3rd / 64th pick / 1999"
"7",99,"Brentson Buckner",33,"LDT",15,15,305,"6-2","Clemson","9/30/1971","10",6,"Pittsburgh Steelers / 2nd / 50th pick / 1994"
"8",67,"Jordan Carstens",23,"rdt",12,1,300,"6-5","Iowa St.","1/22/1981","Rook",1,""
"9",5,"Jeff Chandler",25,"",2,0,218,"6-2","Florida","6/18/1979","2",-1,"San Francisco 49ers / 4th / 102nd pick / 2002"
"10",50,"Vinny Ciurciu",24,"mlb",16,4,235,"6-0","Clemson,Boston Col.","5/2/1980","1",2,""
"11",83,"Keary Colbert",22,"WR",15,15,200,"6-1","USC","5/21/1982","Rook",7,"Carolina Panthers / 2nd / 62nd pick / 2004"
"12",40,"Jarrod Cooper",26,"",6,0,210,"6-0","Kansas St.","3/31/1978","3",0,"Carolina Panthers / 5th / 143rd pick / 2001"
"13",49,"Casey Cramer",22,"rb",6,1,235,"6-2","Dartmouth","1/5/1982","Rook",0,"Tampa Bay Buccaneers / 7th / 228th pick / 2004"
"14",48,"Stephen Davis",30,"rb",2,2,230,"6-0","Auburn","3/1/1974","8",1,"Washington Redskins / 4th / 102nd pick / 1996"
"15",17,"Jake Delhomme",29,"QB",16,16,215,"6-2","La-Lafayette","1/10/1975","5",13,""
"16",95,"Damane Duckett",23,"",2,0,300,"6-6","East Carolina","1/21/1981","Rook",0,""
"17",58,"Mark Fields*",32,"LB",14,10,244,"6-2","Washington St.","11/9/1972","9",7,"New Orleans Saints / 1st / 13th pick / 1995"
"18",78,"Todd Fordham",31,"rt",15,7,320,"6-5","Florida St.","10/9/1973","7",5,""
"19",26,"DeShaun Foster",24,"rb",4,3,222,"6-0","UCLA","1/10/1980","1",3,"Carolina Panthers / 2nd / 34th pick / 2002"
"20",23,"Curtis Fuller",26,"",6,0,191,"5-10","TCU","7/25/1978","3",0,"Seattle Seahawks / 4th / 127th pick / 2001"
"21",84,"Michael Gaines",24,"te",15,6,280,"6-3","Central Florida","3/30/1980","Rook",0,"Carolina Panthers / 7th / 232nd pick / 2004"
"22",20,"Chris Gamble",21,"RCB",16,16,200,"6-1","Ohio St.","3/11/1983","Rook",7,"Carolina Panthers / 1st / 28th pick / 2004"
"23",37,"Nick Goings",26,"rb",16,8,225,"6-0","Ohio St.,Pittsburgh","1/26/1978","3",9,""
"24",69,"Jordan Gross",24,"LT",16,16,300,"6-4","Utah","7/20/1980","1",8,"Carolina Panthers / 1st / 8th pick / 2003"
"25",31,"William Hampton",29,"",4,0,190,"5-10","Murray St.","3/7/1975","3",0,""
"26",88,"Karl Hankton",34,"",15,0,202,"6-2","LSU,Trinity (IL)","7/24/1970","6",0,""
"27",25,"Joey Harris",24,"",4,0,205,"5-10","Purdue","12/18/1980","Rook",0,""
"28",27,"Artrell Hawkins",28,"cb",14,4,190,"5-10","Cincinnati","11/24/1976","6",2,"Cincinnati Bengals / 2nd / 43rd pick / 1998"
"29",45,"Brad Hoover",28,"fb",14,9,242,"6-0","West. Carolina","11/11/1976","4",3,""
"30",34,"Eddie Jackson",24,"",10,0,190,"6-0","Arkansas","12/19/1980","Rook",1,""
"31",77,"Kris Jenkins",25,"rdt",4,4,335,"6-4","Maryland","8/3/1979","3",2,"Carolina Panthers / 2nd / 44th pick / 2001"
"32",91,"Omari Jordan",26,"",4,0,315,"6-4","Buffalo","4/15/1978","Rook",0,""
"33",61,"Dave Kadela",26,"",1,0,300,"6-6","Virginia Tech","5/6/1978","3",0,""
"34",4,"John Kasay",35,"",14,0,198,"5-10","Georgia","10/27/1969","13",3,"Seattle Seahawks / 4th / 98th pick / 1991"
"35",56,"Jason Kyle",32,"",16,0,242,"6-3","Arizona St.","5/12/1972","9",1,"Seattle Seahawks / 4th / 126th pick / 1995"
"36",86,"Kris Mangum",31,"TE",15,10,249,"6-4","Alabama,Mississippi","8/15/1973","7",3,"Carolina Panthers / 7th / 228th pick / 1997"
"37",24,"Ricky Manning",24,"LCB",16,16,185,"5-9","UCLA","11/18/1980","1",6,"Carolina Panthers / 3rd / 82nd pick / 2003"
"38",30,"Mike Minter",30,"SS",16,16,195,"5-10","Nebraska","1/15/1974","7",6,"Carolina Panthers / 2nd / 56th pick / 1997"
"39",60,"Jeff Mitchell",30,"C",16,16,300,"6-4","Florida","1/29/1974","6",8,"Baltimore Ravens / 5th / 134th pick / 1997"
"40",94,"Kindal Moorehead",26,"RDT",14,12,285,"6-2","Alabama","10/14/1978","1",6,"Carolina Panthers / 5th / 145th pick / 2003"
"41",55,"Dan Morgan*",26,"MLB",12,12,245,"6-2","Miami (FL)","12/19/1978","3",8,"Carolina Panthers / 1st / 11th pick / 2001"
"42",87,"Muhsin Muhammad*+",31,"WR",16,16,217,"6-2","Michigan St.","5/5/1973","8",13,"Carolina Panthers / 2nd / 43rd pick / 1996"
"43",9,"Rodney Peete",38,"",1,0,230,"6-0","USC","3/16/1966","15",0,"Detroit Lions / 6th / 141st pick / 1989"
"44",90,"Julius Peppers*+",24,"DE",16,16,283,"6-6","North Carolina","1/18/1980","2",15,"Carolina Panthers / 1st / 2nd pick / 2002"
"45",62,"Cleveland Pinkney",27,"",2,0,300,"6-1","South Carolina","9/14/1977","1",0,""
"46",81,"Ricky Proehl",36,"wr",16,3,190,"6-0","Wake Forest","3/7/1968","14",5,"Phoenix Cardinals / 3rd / 58th pick / 1990"
"47",97,"Kemp Rasmussen",25,"",12,0,265,"6-3","Indiana","5/25/1979","2",1,""
"48",76,"Tutan Reyes",27,"RG",14,12,310,"6-3","Mississippi","10/28/1977","3",6,"New Orleans Saints / 5th / 131st pick / 2000"
"49",22,"Jamal Robertson",27,"",5,0,210,"5-10","Ohio Northern","1/10/1977","2",0,""
"50",11,"Micah Ross",28,"",10,0,221,"6-2","Jacksonville","1/13/1976","3",0,""
"51",93,"Mike Rucker",29,"DE",16,16,275,"6-5","Nebraska","2/28/1975","5",7,"Carolina Panthers / 2nd / 38th pick / 1999"
"52",10,"Todd Sauerbrun",31,"",16,0,211,"5-10","West Virginia","1/4/1973","9",3,"Chicago Bears / 2nd / 56th pick / 1995"
"53",82,"Mike Seidman",23,"te",16,6,261,"6-4","UCLA","2/11/1981","1",1,"Carolina Panthers / 3rd / 76th pick / 2003"
"54",53,"Brandon Short",27,"lb",16,2,253,"6-3","Penn St.","7/11/1977","4",2,"New York Giants / 4th / 105th pick / 2000"
"55",32,"Rod Smart",27,"",3,0,201,"5-11","West. Kentucky","1/9/1977","3",0,""
"56",89,"Steve Smith",25,"wr",1,1,185,"5-9","Utah","5/12/1979","3",1,"Carolina Panthers / 3rd / 74th pick / 2001"
"57",42,"Travares Tillman",27,"fs",6,1,190,"6-1","Georgia Tech","10/8/1977","4",1,"Buffalo Bills / 2nd / 58th pick / 2000"
"58",57,"Sean Tufts",22,"",3,0,245,"6-4","Colorado","3/26/1982","Rook",0,"Carolina Panthers / 6th / 196th pick / 2004"
"59",65,"Rich Tylski",33,"rg",16,1,305,"6-4","Utah St.","2/27/1971","8",2,""
"60",96,"Al Wallace",30,"",16,0,275,"6-5","Maryland","3/25/1974","7",2,""
"61",21,"Dante Wesley",25,"",13,0,211,"6-1","Ark-Pine Bluff","4/5/1979","2",1,"Carolina Panthers / 4th / 100th pick / 2002"
"62",70,"Travelle Wharton",23,"LG",11,11,312,"6-4","South Carolina","5/19/1981","Rook",6,"Carolina Panthers / 3rd / 94th pick / 2004"
"63",71,"Matt Willig",35,"RT",16,9,315,"6-8","USC","1/21/1969","11",5,""
"64",54,"Will Witherspoon",24,"LB",16,16,234,"6-1","Georgia","8/19/1980","2",8,"Carolina Panthers / 3rd / 73rd pick / 2002"
"65",NA,"Team Total",27.3,"",16,NA,242.4,"6-1.6","","","4.0",NA,""
